ID,Name,Type,Tourism_Category,Latitude,Longitude,City,features
4131891489,Danfe Guest House,node,camp_site,29.5379086,82.0760811,,node camp_site 
4131891989,Hotel Hill Side 2,node,hotel,29.1510169,81.6061903,,node hotel 
4131892093,Hamro Guest House and Restaurant,node,guest_house,28.1948294,81.6893646,,node guest_house 
4131896435,Patan Heaven Home,node,guest_house,27.6774278,85.3214917,,node guest_house 
4135901791,Bajra Creation Record,node,artwork,27.6921046,85.3264564,,node artwork 
4140692817,Hotel Yala Peak,node,hotel,27.7122431,85.3114938,,node hotel 
4144009690,Bojepokhari,node,viewpoint,27.6648498,85.3487309,,node viewpoint 
4144009691,Bojepokhari Chowk,node,viewpoint,27.6651009,85.3478064,,node viewpoint 
4144172491,Deep Kiran Offset Press,node,artwork,27.6916111,85.3294343,,node artwork 
4146017889,Kamakshi Girls Hostel,node,hostel,27.6954402,85.3418733,,node hostel 
4147034196,Ashoka Intl,node,hotel,27.5011134,83.4578493,,node hotel 
4152682389,Pushkar Backpackers Hostel Pokhara,node,hostel,28.2168207,83.9607263,,node hostel 
4154562593,Dharke,node,hotel,27.7298131,85.1373761,,node hotel 
4154880838,Nature Cure Wellness,node,attraction,28.2229913,83.9921507,"Mahendrapul, Pokhara","node attraction Mahendrapul, Pokhara"
4157093692,Mirage Inn,node,hotel,27.7042064,85.341767,,node hotel 
4157626091,ram kumar family's house,node,viewpoint,27.6332563,85.3200805,,node viewpoint 
4158622990,Barchet Bomotang -1,node,viewpoint,28.0058507,85.1059248,,node viewpoint 
4158622993,Jyar Gang Hight,node,alpine_hut,28.000972,85.0963103,,node alpine_hut 
4158627593,Bomotang 'Potere Bann'(jungal),node,viewpoint,27.9969391,85.097747,,node viewpoint 
4158627594,Lungpacget 'Shyong '(River ),node,viewpoint,27.9902804,85.0950963,,node viewpoint 
4158627595,Ralu,node,viewpoint,27.9816189,85.0954244,,node viewpoint 
4158627692,Wati bley,node,viewpoint,27.9898673,85.0976349,,node viewpoint 
4158627693,Nuwakot Districts,node,viewpoint,27.9112405,85.1441475,,node viewpoint 
4158677039,view to pokhara (Tiju ko Chautara),node,viewpoint,28.1959867,83.9506653,,node viewpoint 
4158699089,ganga dai,node,guest_house,26.6842766,87.2723934,,node guest_house 
4160295391,Tilak katuwal's Home,node,attraction,26.441018,87.212553,,node attraction 
4161718440,Welcome Guest House & Appartment,node,hotel,28.2118402,83.9652701,,node hotel 
4161865224,Phewa Lake View Point,node,viewpoint,28.214786,83.9557226,,node viewpoint 
4163272590,Himalaya Lodge,node,guest_house,27.7776158,86.7218617,,node guest_house 
4165957007,Fishtail Guesthouse,node,guest_house,28.5269654,83.9073557,Annapurna Rural Mun 11,node guest_house Annapurna Rural Mun 11
4165958406,Annapurna Guest House & Restaurant,node,guest_house,28.5307017,83.8783797,,node guest_house 
4168500390,Manamaiju Ajima Mai Temple,node,attraction,27.7520771,85.3121403,Kathmandu,node attraction Kathmandu
4170922289,The Gyawali Residence,node,guest_house,27.7230933,85.2999432,,node guest_house 
4171287796,Mountain Country Lodge,node,hotel,28.2144986,83.9604398,,node hotel 
4172766874,DreamLand Hostel And Tution Private Ltd.,node,hostel,28.2022507,84.000587,,node hostel 
4172772887,Blue Sky Hostel,node,hostel,28.2063677,83.9959286,,node hostel 
4172777603,Pokhara SLC Hostel,node,hostel,28.2063059,83.995462,,node hostel 
4172949863,Hotel Mustang,node,hotel,28.2120107,83.9814821,,node hotel 
4175845794,Color Bazar,node,artwork,27.69333,85.3266531,,node artwork 
4177567175,Purnabiram S.L.C. & +2ostel,node,hostel,28.2228725,83.9779073,,node hostel 
4177726796,Simaltari,node,viewpoint,28.1747623,83.1288692,,node viewpoint 
4181175790,Bikram Karki Resident,node,camp_site,27.7532775,85.3034399,,node camp_site 
4187225690,Family Peace House,node,guest_house,27.7181853,85.308305,,node guest_house 
4191244518,Kumar Hotel,node,hotel,28.2116622,83.9846167,,node hotel 
4193165298,Green Hill Hotel,node,guest_house,28.4102852,83.7896405,,node guest_house 
4193165299,River View Lodge,node,guest_house,28.407459,83.7770272,,node guest_house 
4193283090,Hotel Sanskaar,node,hotel,27.9368271,84.4053831,,node hotel 
4193320591,Deurali Pass Viewpoint,node,viewpoint,28.3954854,83.712724,,node viewpoint 
4193320690,Machhapuchhare Guest House and Restaurant,node,guest_house,28.5263167,83.907755,Annapurna Rural Mun 11,node guest_house Annapurna Rural Mun 11
4193327890,Gurjung Lodge,node,guest_house,28.4104284,83.7903508,,node guest_house 
4193343989,Tourist Check Point,node,information,28.4203383,83.8175103,,node information 
4193344089,Dream Lodge,node,guest_house,28.4973358,83.898046,,node guest_house 
4193344090,Shankar Guest House and Restaurant,node,guest_house,28.52673,83.9075282,Annapurna Rural Mun 11,node guest_house Annapurna Rural Mun 11
4193344289,Deurali Guest House,node,guest_house,28.4983007,83.8991697,,node guest_house 
4193344390,Snowland Lodge And Restaurant,node,guest_house,28.5306269,83.8780384,Annapurna Rural Municipal,node guest_house Annapurna Rural Municipal
4193344490,Annapurna Sanctuary Lodge & Restaurant,node,guest_house,28.5304557,83.8782661,,node guest_house 
4194830192,Nepali Travellers Airbnb,node,hostel,27.6717186,85.3107638,,node hostel 
4196693146,Safal Hostel,node,hotel,28.2272733,83.986219,,node hotel 
4198118789,Roof Top Terrace,node,hotel,27.7117336,85.3114411,,node hotel 
4198130891,V-text International,node,camp_site,27.7152762,85.3104866,,node camp_site 
4198412390,Rahul Kumar Shakya,node,artwork,27.662133,85.3388724,,node artwork 
4199764189,Dormitory Nepal,node,hostel,27.7324951,85.3387416,,node hostel 
4201543290,Ambrosia Geula - Guest house & Restaurant,node,guest_house,28.1786679,84.1278433,,node guest_house 
4201550390,Hotel Village Inn,node,hotel,28.2146185,83.9605185,,node hotel 
4201650826,Hotel Pacific,node,hotel,26.4463712,87.2768285,,node hotel 
4203903289,Holi Mount Home Stay,node,guest_house,28.2934471,83.9223491,,node guest_house 
4203978205,Bindhyabasini Party Palace,node,attraction,28.2379961,83.9845462,,node attraction 
4204455598,Himalayan House,node,hotel,27.6174258,85.573351,,node hotel 
4204497220,Gaia Holiday Home,node,hotel,27.6158432,85.5705385,,node hotel 
4204497221,Himalayan Sunrise Hotel,node,hotel,27.6185737,85.5761197,,node hotel 
4204499201,Tashedelek Hotel,node,hotel,27.6198817,85.5760813,,node hotel 
4204506391,Sojourn Himalaya Resort,node,hotel,27.6180213,85.5757005,,node hotel 
4206968201,Anish Khaja Ghar and Guest House,node,guest_house,27.8559212,84.5600853,,node guest_house 
4206968204,Gorkha Hotel and Guest House,node,guest_house,27.8560954,84.5603565,,node guest_house 
4206968205,Ikshya Kamana Cold Store and Guest House,node,guest_house,27.8562287,84.5606035,,node guest_house 
4206968206,Nawadurga Hotel and Lodge,node,guest_house,27.8558694,84.5599867,,node guest_house 
4206968208,Prem Hotel and Lodge,node,guest_house,27.8557724,84.5598074,,node guest_house 
4206968210,Royal Gorkhali Restaurant and Guest House,node,guest_house,27.8559117,84.5600504,,node guest_house 
4206968213,Triveni Khaja Ghar and Guest House,node,guest_house,27.8562038,84.5605472,,node guest_house 
4207486915,Hote Pacific,node,hotel,27.7101383,85.3145487,,node hotel 
4208482893,bakenswara,node,viewpoint,27.9604455,84.6751759,,node viewpoint 
4208543589,lakhedanda,node,attraction,27.959707,84.6746831,,node attraction 
4210765338,Adventure Jaljale trekking & Expedition (P) Ltd.,node,outdoor_activities,27.714187,85.3112114,,node outdoor_activities 
4211778789,Ranibaan Simsar Chetra Sharnamati,node,attraction,26.5276084,87.8764768,,node attraction 
4211788489,Nepal redcross Society,node,artwork,26.5438974,87.8924662,,node artwork 
4212091089,Kaushila Hotel & Lodge,node,hotel,27.663182,84.4185776,,node hotel 
4213256289,Tourist residency and apartments,node,hotel,28.2133284,83.9651579,,node hotel 
4213348389,Patale Chhango (Devi's Falls),node,attraction,28.1898956,83.9588804,,node attraction 
4213646591,Surya Chaur,node,viewpoint,27.8232055,85.3105702,,node viewpoint 
4214721489,Ghale Bhanjyang,node,viewpoint,27.8845635,85.3343541,,node viewpoint 
4219764889,Thana_Bhanjyang,node,hotel,27.8295584,85.3216158,,node hotel 
4219764890,Gurung Gaun,node,hotel,27.8203151,85.3150977,,node hotel 
4219901192,Shivaghat,node,attraction,27.6774925,84.3772672,,node attraction 
4219935838,Roshan Lodge,node,hotel,27.4239983,85.0276933,,node hotel 
4221361391,New Future Way Guest House,node,guest_house,28.2116845,83.9578589,,node guest_house 
4224646304,Sam'z home,node,guest_house,27.6841916,85.2528794,,node guest_house 
4225187129,Task Force,node,hostel,28.2068859,83.9924581,Pokhara Lekhnath Metropolitan city,node hostel Pokhara Lekhnath Metropolitan city
4225425492,Gautam's House,node,attraction,26.5635834,88.0791863,,node attraction 
4226198489,सरस्वतीको मूर्ति,node,artwork,27.6201052,85.5383938,,node artwork 
4226298791,Tashidelek Guest Lodge & House,node,guest_house,27.61775,85.5757778,,node guest_house 
4226635790,Chipling Mountain View,node,alpine_hut,27.8685039,85.4559441,,node alpine_hut 
4226677990,Thotung Top,node,guest_house,27.8883471,85.4759174,,node guest_house 
4227043690,bhusal niwash,node,artwork,27.5813733,84.2434003,,node artwork 
4230011548,Hotel Trekkers Home Nepal,node,hotel,28.3838777,83.8737032,,node hotel 
4230090489,Bardia Homestay,node,guest_house,28.4365001,81.2363795,,node guest_house 
4230713801,Balaji,node,hotel,27.6980517,84.4214334,,node hotel 
4230760587,Ekant Hotel,node,hotel,28.0393813,82.4850139,,node hotel 
4231245589,Gurung Cottage,node,guest_house,28.3763865,83.8078911,,node guest_house 
4231249584,Krishna Home Stay,node,guest_house,28.4279805,83.6207777,,node guest_house 
4233499291,Horizon Homestay,node,guest_house,27.8695482,83.5476249,,node guest_house 
4234105892,Sunlight,node,hotel,28.7045006,80.5852141,,node hotel 
4234181191,Home Stay,node,guest_house,28.4280543,83.620989,,node guest_house 
4235441396,Ranjana Home Stay,node,guest_house,28.1639961,84.110067,,node guest_house 
4235620291,Rames,node,viewpoint,27.6749671,85.3870724,,node viewpoint 
4236730189,The Coast,node,hotel,28.2167239,83.9587922,,node hotel 
4236730190,Un Dia Blanco Eco Guest House,node,guest_house,27.723949,85.3584524,,node guest_house 
4239071289,Tashidelek Guest Lodge & House,node,guest_house,27.6197022,85.5759053,,node guest_house 
4240852652,Ram Hotel,node,hotel,28.2091393,83.9945298,,node hotel 
4243017315,Chandika house,node,viewpoint,27.628242,85.5207428,,node viewpoint 
4243026503,Barudkhana,node,viewpoint,27.6825695,85.4103121,,node viewpoint 
4243029634,Shakhal Basti,node,viewpoint,27.6781793,85.4074757,,node viewpoint 
4243030036,Dandipakha,node,viewpoint,27.6820235,85.4089415,,node viewpoint 
4243043012,Aviyantra Engineering Consultancy,node,viewpoint,27.6883584,85.3273044,,node viewpoint 
4244075089,Hotel Motherland,node,hotel,28.2134931,83.9597856,,node hotel 
4245226295,Bimali house,node,guest_house,26.6006446,87.9932138,,node guest_house 
4245506289,Shakya Home,node,guest_house,27.720872,85.3142955,,node guest_house 
4252229287,Agro Village Resort & Farm,node,hotel,27.7560366,85.8446966,,node hotel 
4254080891,Hotel Lemon Tree,node,hotel,27.7174289,85.3096014,,node hotel 
4255733388,Milan hotel,node,guest_house,28.3758415,83.8082304,,node guest_house 
4255735209,Meshram Guest House,node,guest_house,28.3763525,83.8086485,,node guest_house 
4255735220,Heaven View Guest House,node,guest_house,28.3771648,83.8086974,,node guest_house 
4255735231,Hotel Ashish Aama,node,guest_house,28.3773661,83.8086641,,node guest_house 
4255735244,Muna Guest House,node,guest_house,28.3771768,83.8089203,,node guest_house 
4255811689,Hotel Greenland,node,hotel,27.983488,83.7624548,,node hotel 
4256151744,Shangri-La Guest House Restaurant,node,hotel,28.381323,83.8040577,"Annapurna Rural Municipality, Ward No.10","node hotel Annapurna Rural Municipality, Ward No.10"
4256151751,Bishwa Guest House,node,guest_house,28.3808632,83.8047207,,node guest_house 
4256346489,Trimurti Restaurant & Lodge,node,hotel,27.7037023,83.272318,,node hotel 
4258169596,Highway Hotel & Restaurant,node,hotel,27.6867696,82.8400611,,node hotel 
4258251292,Kathmandu CityHill,node,hotel,27.7209932,85.3118557,,node hotel 
4258538591,Birendra dai,node,hotel,27.7355333,85.3545121,,node hotel 
4258556289,Lila dai,node,hotel,27.699948,85.3492901,,node hotel 
4259712690,Thulobaa,node,hotel,27.7288957,85.3362111,,node hotel 
4260791792,Paradise Hotel,node,hotel,28.6415187,81.278511,,node hotel 
4261922589,Hotel Buddha,node,guest_house,28.3757115,83.8095696,,node guest_house 
4261924704,Kushal guest house,node,guest_house,28.3759297,83.8098585,,node guest_house 
4261926942,Namaste Guest House,node,guest_house,28.3726088,83.8091845,,node guest_house 
4264697499,khaliban,node,hotel,27.8429121,83.817793,,node hotel 
4264714397,Manakamana Hotel,node,guest_house,27.8658374,83.5396464,,node guest_house 
4264714996,maidan,node,guest_house,27.7823108,83.752311,,node guest_house 
4264715207,Humin,node,hotel,27.821482,83.6822373,,node hotel 
4264715208,Jalpa Bajar,node,guest_house,27.7990359,83.7345659,,node guest_house 
4265405389,Ganesh Parajuli,node,artwork,27.7335701,85.3537196,,node artwork 
4265554225,Divyeshwari guest house,node,guest_house,27.6763023,85.3880282,,node guest_house 
4265734308,Holy Lodge,node,hotel,27.5752918,84.4934753,,node hotel 
4266642366,Hotel Lion Pvt Ltd.,node,hotel,27.7201448,85.3206325,,node hotel 
4269241339,Rana Hotel,node,hotel,27.7049446,84.4122089,,node hotel 
4269625792,Bhairab Temple,node,attraction,28.2328413,83.9853073,,node attraction 
4270109289,chhapakdi,node,guest_house,27.8119251,83.9988627,,node guest_house 
4275697999,agro industry,node,viewpoint,27.5104214,83.5226313,,node viewpoint 
4275710992,Parasi Pahuna Ghar,node,guest_house,27.5315939,83.6643221,Parasi,node guest_house Parasi
4275718895,basantapur vdc,node,viewpoint,27.5098799,83.5027042,,node viewpoint 
4275718896,yeti,node,hotel,27.5057739,83.4565852,,node hotel 
4280574090,Ayabari rent,node,viewpoint,26.649437,88.1375021,,node viewpoint 
4280976022,Way to Bakuliya,node,hotel,27.1358374,84.9606868,,node hotel 
4280990404,Gauri Baba's Home,node,guest_house,27.1246396,85.002513,,node guest_house 
4281452097,sumigaun,node,camp_site,27.8727192,86.2321569,,node camp_site 
4284551294,S-Style Dance Institute,node,attraction,27.6932073,85.282051,,node attraction 
4285982489,Club Galaxy,node,attraction,27.6912275,85.2778476,,node attraction 
4287872690,New Pokhara Restaurant & Lodge,node,hotel,27.5010691,83.4585462,,node hotel 
4289879890,Dharmapal,node,information,27.7371926,85.4460881,,node information 
4292367994,salinadi hydropower,node,viewpoint,27.7478171,85.4811292,,node viewpoint 
4295495689,Buddha party palace,node,motel,27.6543914,85.3548751,,node motel 
4295711656,Lamchya dhadha,node,viewpoint,28.2699891,83.8971888,,node viewpoint 
4295733290,Jai bageswari high school ( Hostel),node,hostel,28.061305,81.6211391,,node hostel 
4296155915,Hotel Laxmi,node,hotel,28.2124005,83.9782592,,node hotel 
4297051424,My home,node,guest_house,27.6135806,84.5618843,,node guest_house 
4297336981,Hotel Kamakshya,node,hotel,26.6607655,87.6959349,,node hotel 
4298688935,Hotel Sechha,node,hotel,26.8236149,87.2858237,Dharan,node hotel Dharan
4300710153,Anjuli Hotel,node,hotel,26.9715815,87.3441275,,node hotel 
4303227092,Nepal Japan Token of Love,node,viewpoint,27.2674098,85.949719,,node viewpoint 
4303293589,Chisapani,node,viewpoint,26.811114,88.1073672,,node viewpoint 
4303500190,Tamu's Paradise,node,guest_house,27.7235207,85.3088407,,node guest_house 
4304131063,Bista Hotel & Lodge,node,hotel,27.0284252,87.3126857,,node hotel 
4304131064,Chhathar Hotel & Lodge,node,hotel,27.0284028,87.3134373,,node hotel 
4304131065,Gumba Guest House,node,hotel,27.0301882,87.3132407,,node hotel 
4304131066,Hotel Himali & Lodge,node,hotel,27.0306206,87.3133766,,node hotel 
4304131069,Manu Hotel & Lodge,node,hotel,27.0298979,87.3131431,,node hotel 
4304131071,Salina Hotel & Lodge,node,hotel,27.0278591,87.3123225,,node hotel 
4304131072,Tourism Hotel & Lodge,node,hotel,27.034564,87.3139759,,node hotel 
4305384192,lakhan thapa cave,node,attraction,27.9469724,84.6770639,,node attraction 
4305400491,Pokhari Bhatta Hotel,node,hotel,28.111055,84.6663328,,node hotel 
4305409889,pokharidanda,node,viewpoint,27.9621011,84.6757155,,node viewpoint 
4307031499,Giri hotel & khaja ghar,node,hotel,26.9721789,85.9245543,,node hotel 
4307452591,kasthamandap  travellers  home,node,hostel,27.716799,85.3074375,,node hostel 
4309250193,Durga girls hostel,node,hostel,27.6878809,85.3313697,,node hostel 
4309250491,Noyel House,node,attraction,27.6735715,85.3452556,,node attraction 
4311715390,Golo Ghar,node,attraction,27.8684775,83.54563,,node attraction 
4312078689,International Foot Rest Lodge,node,guest_house,27.804711,86.7102968,,node guest_house 
4312086891,Offroadnepal Pvt Ltd,node,information,27.7197146,85.318497,,node information 
4314092301,Shyam Giri's Room,node,motel,27.4161779,85.0351495,,node motel 
4316610430,Abdullah Hotel,node,hotel,27.8565424,84.5622377,,node hotel 
4316610431,Binaya Guest House,node,hotel,27.8567338,84.5625878,,node hotel 
4316610432,Bisauni Hotel & Guesthouse,node,hotel,27.8566627,84.5624703,,node hotel 
4316610433,Hotel Mugling,node,hotel,27.8565315,84.561233,,node hotel 
4316610434,Machhaouchhre Hotel & Lodge,node,hotel,27.8563925,84.5609126,,node hotel 
4316610435,Madani Hotel,node,hotel,27.8567929,84.562709,,node hotel 
4316610436,Mugling Guest House,node,hotel,27.8565752,84.5622983,,node hotel 
4316610437,Thakali Kalpan Hotel,node,hotel,27.8567644,84.5626497,,node hotel 
4323094591,Anushka's homestay,node,hotel,27.7218723,85.3091436,,node hotel 
4324789213,Hotel Rudrakshya,node,hotel,27.7096081,85.4540659,,node hotel 
4324884018,Hotel Sunrise,node,hotel,27.7107497,85.5034867,,node hotel 
4325622945,Hotel Benju,node,hotel,28.2189656,83.6785459,,node hotel 
4325931190,International Green Developers Nepal,node,attraction,27.6670906,85.4428107,,node attraction 
4326344090,Mahalaxmi Mithai Bhandar,node,hotel,27.6903963,85.2445876,,node hotel 
4326904894,Ashok Niwas,node,guest_house,28.1281224,84.0981767,,node guest_house 
4327694495,Everest View Lodge & Restaurant,node,hostel,27.8562688,86.7929679,,node hostel 
4328796789,Brindaban,node,hotel,27.6971523,83.4668932,,node hotel 
4328993727,bagmani masala research,node,theme_park,27.6459322,85.6198775,,node theme_park 
4329323991,Mahaguthi,node,artwork,27.6853362,85.318092,,node artwork 
4331941410,Kongde,node,guest_house,27.7805256,86.7000754,,node guest_house 
4331941412,r,node,guest_house,27.7955038,86.6964485,,node guest_house 
4332104797,Hotel Temple resort,node,hotel,28.7076967,80.5743888,,node hotel 
4338250095,Youbraj,node,guest_house,27.6992794,85.3119074,,node guest_house 
4340563298,Barpipal,node,attraction,27.6327089,85.3894192,,node attraction 
4340567491,bhaudhoka,node,viewpoint,27.7281022,85.4616943,,node viewpoint 
4342003290,Jasmine Family Home,node,guest_house,28.2223431,83.9581016,,node guest_house 
4342984793,Hotel Langtang View,node,hotel,28.1125061,85.2961353,,node hotel 
4343763690,famous handicraft,node,artwork,27.6705932,85.3249252,,node artwork 
4344434292,Dey Pukhu,node,attraction,27.6360023,85.2982033,,node attraction 
4344434491,Khaa Pukhu,node,attraction,27.6362434,85.3005298,,node attraction 
4344434603,Jitapur Gandhakuti Vihar,node,attraction,27.6354367,85.2994751,,node attraction 
4344481797,Nawaranga guest house & art gallery,node,guest_house,27.6164386,85.5569854,,node guest_house 
4344952591,Himalayan guest house,node,guest_house,27.7188036,85.5203456,,node guest_house 
4348202289,ccrysh home,node,motel,27.7194327,85.3705683,,node motel 
4348451709,chhyabasti,node,viewpoint,27.7172935,85.4683588,,node viewpoint 
4348472318,Trisuldanda,node,attraction,27.7105508,85.4543074,,node attraction 
4349317491,Hotel Sunflower,node,hotel,28.2136375,83.9616836,,node hotel 
4349824589,Gaurisankar Guest House,node,guest_house,27.6116738,85.0943359,,node guest_house 
4352711189,Chilime Hydropower Plant headworks,node,attraction,28.1812167,85.305615,,node attraction 
4356723195,Pandit House,node,guest_house,27.6423204,84.2989437,,node guest_house 
4357190827,Kaligandaki Guest House,node,guest_house,28.2251912,83.9801623,,node guest_house 
4358681989,Bamboo Cottage,node,hotel,28.0036307,84.6116545,,node hotel 
4358899989,Mountain View Eco Farm & Home stay,node,guest_house,28.1615779,84.101015,,node guest_house 
4359505089,Chamaita,node,attraction,27.0083791,87.8338425,,node attraction 
4359506289,Soyak,node,attraction,26.8681639,87.8794803,,node attraction 
4360287765,Nirvana Peace Hotel,node,guest_house,27.7172457,85.3080862,,node guest_house 
4363030843,Backpackers Lodge,node,hotel,27.7166934,85.3102491,,node hotel 
4363030846,Eco 2000,node,hotel,27.7166574,85.3103216,,node hotel 
4363076288,32 Peace Home,node,hotel,27.7179463,85.3086408,,node hotel 
4363076491,Delight Guest House,node,guest_house,27.7182317,85.308472,,node guest_house 
4364127054,Kathmandu Garden House,node,guest_house,27.7182879,85.3083079,,node guest_house 
4364889071,Kathmandu Sunny hotel,node,guest_house,27.7181125,85.3084668,,node guest_house 
4364889076,Kathmandu Peace Guest House,node,guest_house,27.7184027,85.3085329,,node guest_house 
4366235123,Fireflies Hostel,node,guest_house,27.71735,85.3085009,,node guest_house 
4366423060,Hotel Pilgrims,node,hotel,27.7169931,85.3092726,,node hotel 
4366606664,Thamel Grand Hotel,node,hotel,27.7172952,85.3097894,,node hotel 
4366618676,Hotel Moonlight,node,guest_house,27.7175128,85.3091028,,node guest_house 
4370635890,Florid human resources,node,attraction,27.6909767,85.3320967,,node attraction 
4373094403,Khanals,node,guest_house,27.6613324,85.3388625,,node guest_house 
4373340695,TOURIST GUIDE PROVIDER,node,information,27.6704701,85.3863919,,node information 
4373816903,Tibet Lhasa Guest House,node,hostel,28.5268289,84.3049858,,node hostel 
4373816909,Happy Home Cottage,node,hostel,28.5267713,84.305096,,node hostel 
4373816922,Scatch Map Of Dudhpokhari Via Danfe Namun Pass,node,information,28.5264199,84.3054832,,node information 
4373869724,Oasis Guest House,node,hostel,28.5271335,84.3046665,,node hostel 
4374460896,Incessant Rain Animation Studio,node,attraction,27.7038178,85.2970221,,node attraction 
4375080802,Bharat Hotel & Lodge,node,guest_house,27.7010981,85.3113051,,node guest_house 
4375585739,Hotel Himalayan,node,guest_house,28.61585,84.1540852,,node guest_house 
4375585766,Hotel Tukuche,node,guest_house,28.6159728,84.1533981,,node guest_house 
4375585772,Hotel Annapurna,node,hotel,28.6158454,84.1536012,,node hotel 
4378592201,Sikles Guest House,node,guest_house,28.3548255,84.1038727,,node guest_house 
4378592203,Eco Museum,node,museum,28.3551138,84.1029428,,node museum 
4379303540,Hotel Manang,node,hostel,28.6638758,84.0256581,,node hostel 
4382219391,Hotel Elephant Camp & Korean Restaurant,node,hotel,27.5768524,84.4956573,Sauraha,node hotel Sauraha
4383009215,Hotel Kamal,node,hotel,27.7101735,85.3224615,,node hotel 
4383022790,Hakuna Matata,node,guest_house,28.169931,84.1166356,,node guest_house 
4387245097,Dhampus View Tower,node,viewpoint,28.2988643,83.8487012,,node viewpoint 
4388604593,Andes House,node,hostel,27.7167237,85.3125162,,node hostel 
4388632089,होटल ट्राभल इन,node,hotel,28.2102531,83.9581865,Pokhara,node hotel Pokhara
4389532960,ACAP Tourist Check Post and Information Centre,node,information,28.8388768,83.7847261,,node information 
4389545552,Show Boat Hotel - Ama chorten cafe,node,hostel,28.8382263,83.7846664,,node hostel 
4389559285,Hotel View Point,node,hostel,28.8376297,83.7839453,,node hostel 
4394342889,Hotel Gautam Garden,node,hotel,28.2263585,83.9578229,,node hotel 
4398657989,Mountain Hill Top View Lodge Lhafarma,node,guest_house,27.8749126,86.7248715,,node guest_house 
4400954924,Roadhouse Cafe / Hotel Roadhouse,node,hotel,27.7144185,85.3103191,,node hotel 
4400954925,Hotel Ganesh Himal,node,hotel,27.7101,85.3065194,,node hotel 
4401481355,Bungamati Museum,node,museum,27.6288672,85.3024433,Bungamati,node museum Bungamati
4402599489,HOTEL MOUNTAIN VIEW GUEST ROOM,node,guest_house,28.3431417,84.4059203,,node guest_house 
4403916892,Second Home Hotel,node,guest_house,27.7157278,85.3111413,Kathmandu,node guest_house Kathmandu
4404080134,Hotel Manakamana,node,hotel,28.045027,82.4864462,,node hotel 
4404239778,Foothills hit #1,node,alpine_hut,27.9949069,85.103296,,node alpine_hut 
4405664295,Buddha Maya Hotel Palace,node,hotel,27.4909962,83.2874845,,node hotel 
4406803000,Manang Culture Museum,node,museum,28.6653753,84.0242465,,node museum 
4406846496,Hotel Annapurna,node,hotel,28.499803,83.6544828,,node hotel 
4406860253,Holiday Inn,node,guest_house,28.4982603,83.6538844,,node guest_house 
4406860264,Golden Inn Guest House,node,guest_house,28.609431,83.6432862,,node guest_house 
4406860271,Tibetan Guest House,node,guest_house,28.4974983,83.6538801,,node guest_house 
4406860272,New Kaligandani Restaurant,node,hostel,28.5273805,83.6582755,Gharap,node hostel Gharap
4406864292,The Old Kamala,node,guest_house,28.4977442,83.6537875,,node guest_house 
4406864319,Mul Dhai View Treck,node,information,28.396934,83.7290826,,node information 
4406864332,Namaste Lodge,node,guest_house,28.4972738,83.6539883,,node guest_house 
4406864346,Kaligandaki Lodge,node,hotel,28.4984658,83.6540191,,node hotel 
4406864358,Florida Guest House,node,guest_house,28.6096939,83.6431299,,node guest_house 
4406982495,Hotel North Pole,node,hostel,28.6656484,84.0236121,,node hostel 
4407710709,Hotel Green Asia,node,hotel,28.5363572,81.1176421,,node hotel 
4407710712,S & P Hotel,node,hotel,28.5363183,81.118013,,node hotel 
4409219260,Forest View Guest House,node,hotel,28.2182865,83.9589735,,node hotel 
4411936790,Jorpati Main Road,node,attraction,27.7219112,85.3726342,,node attraction 
4413371589,Hotel Pancharatna,node,hotel,28.2185915,83.958847,,node hotel 
4415861990,URSTYLE Entertaintment,node,artwork,27.7030162,85.3352362,,node artwork 
4416279337,Hotel Choice,node,hotel,27.7148532,85.284371,,node hotel 
4424529690,Kakani View Point,node,viewpoint,27.8139252,85.2696285,,node viewpoint 
4424671389,Gurung Family,node,guest_house,28.2222164,83.9581937,,node guest_house 
4425954737,Hotel Sangam Palace,node,hotel,27.6618091,83.0389127,,node hotel 
4426056115,Kasturi Hotel,node,hotel,27.6608395,83.034964,,node hotel 
4426063360,Subedi Guest House,node,guest_house,27.661918,83.0427049,,node guest_house 
4427632889,The Beehive,node,hotel,28.2062477,83.9649863,,node hotel 
4430313211,Nepali Cottage Guest House,node,guest_house,28.2104662,83.9584365,,node guest_house 
4430333191,pantha hotel,node,hotel,27.8753196,83.3659877,,node hotel 
4435483391,Baluwa,node,attraction,27.5864392,83.7098574,,node attraction 
4436211489,Buddha Lodge,node,guest_house,27.7391639,86.7123466,,node guest_house 
4437212590,Musepaani,node,attraction,28.975962,80.23471,,node attraction 
4438817091,One Direction,node,hotel,28.2166741,83.9594663,,node hotel 
4439974697,Musepaani,node,attraction,28.9776804,80.2356554,,node attraction 
4440007589,मुसेपानी नदी,node,attraction,28.9811947,80.230395,,node attraction 
4440620350,Hotel Dream City,node,hotel,27.713101,85.3086564,,node hotel 
4445359289,चौखुट्टी,node,attraction,28.9724219,80.2246456,,node attraction 
4445359290,घुर्सुवा,node,attraction,28.9686716,80.2330598,,node attraction 
4445359390,मुक्ती,node,attraction,28.9825505,80.243125,,node attraction 
4445359689,गाउजी,node,attraction,28.9859622,80.2231669,,node attraction 
4445360089,धरमपुर,node,attraction,28.9770302,80.2469879,,node attraction 
