type,dest_id,dest_name,other_id,other_name,dist_m
hotel-dup,5020,Courtyard Hotel,3749,Courtyard Hotel,0
hotel-dup,5019,Hotel ACME,3748,Hotel ACME,0
hotel-dup,5015,Hotel Dudhpokhari & Lodge,3746,Hotel Dudhpokhari & Lodge,0
hotel-dup,5014,Hotel Aangan,3745,Hotel Aangan,0
hotel-dup,5013,Hotel Majesty,3744,Hotel Majesty,1
hotel-dup,5012,The Himanchal Lodge & Hotel,3743,The Himanchal Lodge & Hotel,0
hotel-dup,5011,Hotel Krishna Palace,3742,Hotel Krishna Palace,0
hotel-dup,5010,Hotel Mount Dhaulagiri,3741,Hotel Mount Dhaulagiri,0
hotel-dup,5009,New Namaste Guest House,3740,New Namaste Guest House,0
hotel-dup,5008,Hotel Isan,3739,Hotel Isan,0
hotel-dup,5007,Hotel Central Park,3738,Hotel Central Park,0
hotel-dup,5005,Hotel U and I,2881,Hotel U and I,0
hotel-dup,5002,Mount Kailash Resort,2880,Mount Kailash Resort,0
hotel-dup,4999,Dev Guest House,3902,Dev Guest House,0
hotel-dup,4998,Hotel Clarion,3901,Hotel Clarion,0
hotel-dup,4996,Jomsom Mountain Resort,4232,Jomsom Mountain Resort,1
hotel-dup,4994,Hotel Harmika,3732,Hotel Harmika,0
hotel-dup,4993,Hotel Kaze Darbar,3731,Hotel Kaze Darbar,0
hotel-dup,4986,Hotel Fewa,2879,Hotel Fewa,0
hotel-dup,4984,Papaya House Apartment Hotel (AirBnB),3729,Papaya House Apartment Hotel (AirBnB),0
hotel-dup,4981,Hotel Deepjoyti Pvt. Ltd,3728,Hotel Deepjoyti Pvt. Ltd,0
hotel-dup,4977,Hotel Shangri-La,3727,Hotel Shangri-La,4
hotel-dup,4975,Hotel Planet Bhaktapur,1668,Hotel Planet Bhaktapur,0
hotel-dup,4970,Hotel Himalaya,3899,Hotel Himalaya,6
hotel-dup,4923,Tiger Moutain Pokhara Lodge,2877,Tiger Moutain Pokhara Lodge,3
hotel-dup,4922,Godavari Village Resort,3896,Godavari Village Resort,29
hotel-dup,4921,Khumbila Hotel,3725,Khumbila Hotel,0
hotel-dup,4919,Hotel Tulsi,2876,Hotel Tulsi,0
hotel-dup,4918,Hotel Barahi,2875,Hotel Barahi,7
hotel-dup,4917,Hotel Tilicho,2874,Hotel Tilicho,1
hotel-dup,4915,Fish Tail Lodge,2872,Fish Tail Lodge,5
hotel-dup,4914,Dwarika's Hotel,3724,Dwarika's Hotel,7
hotel-dup,4913,Central Palms Hotel,1814,Central Palms Hotel,9
hotel-dup,4912,Royal Singi Hotel,3723,Royal Singi Hotel,0
hotel-dup,4902,Hotel Greenwich,3895,Hotel Greenwich,3
hotel-dup,4901,Summit Hotel Kathmandu,3894,Summit Hotel Kathmandu,7
hotel-dup,4897,Hotel Smart,3720,Hotel Smart,0
hotel-dup,4873,Homestay,4994,Homestay,0
hotel-dup,4872,Kaligandaki Riverside Resort,4993,Kaligandaki Riverside Resort,0
hotel-dup,4867,Rukumeli Hotel and Lodge,2870,Rukumeli Hotel and Lodge,0
hotel-dup,4864,Greenland guest house and restaurant,2868,Greenland guest house and restaurant,0
hotel-dup,4860,New Lali Gurans guest house and restaurant,2867,New Lali Gurans guest house and restaurant,0
hotel-dup,4820,Excellent View Hotel & Restaurant,2866,Excellent View Hotel & Restaurant,0
hotel-dup,4818,Ekelebhatti Long Bridge Guesthouse & Restaurant,1911,Ekelebhatti Long Bridge Guesthouse & Restaurant,0
hotel-dup,4814,Tsum Valey Pangpoche Guest House,1910,Tsum Valey Pangpoche Guest House,0
hotel-dup,4807,Temba's Homestay,3715,Temba's Homestay,0
hotel-dup,4804,Tashi Yangchen Hotel & Lodge,1909,Tashi Yangchen Hotel & Lodge,0
hotel-dup,4803,Samsgaun Hotel & Lodge,1908,Samsgaun Hotel & Lodge,0
hotel-dup,4802,Joyful Hotel,1907,Joyful Hotel,0
hotel-dup,4801,Boddhisattva Hotel & Lodge,1906,Boddhisattva Hotel & Lodge,0
hotel-dup,4800,Hotel Base Camp,1905,Hotel Base Camp,0
hotel-dup,4799,Peace Heaven Hotel & Lodge,1904,Peace Heaven Hotel & Lodge,0
hotel-dup,4788,Tashi Delek Hotel & Lodge,1903,Tashi Delek Hotel & Lodge,0
hotel-dup,4787,Bur Guest House,1902,Bur Guest House,0
hotel-dup,4786,Akley Bhatti Hotel & Lodge,1901,Akley Bhatti Hotel & Lodge,0
hotel-dup,4785,Namgyal Guest House,1900,Namgyal Guest House,0
hotel-dup,4784,Manju Baha Hotel School,1667,Manju Baha Hotel School,0
hotel-dup,4779,Drakon Nest Homestay,3712,Drakon Nest Homestay,0
hotel-dup,4773,Bodhi Guest House and Spa,3710,Bodhi Guest House and Spa,0
hotel-dup,4768,Hotel trekkers Sanctuary Ghandruk,2864,Hotel trekkers Sanctuary Ghandruk,0
hotel-dup,4767,Laliguras hotel & restaurant,4105,Laliguras hotel & restaurant,0
hotel-dup,4752,Hotel Juju,2863,Hotel Juju,85
hotel-dup,4751,Hotel Juju,2863,Hotel Juju,0
hotel-dup,4749,Hotel Siraichuli,1813,Hotel Siraichuli,0
hotel-dup,4743,Gap Cottage,1899,Gap Cottage,0
hotel-dup,4738,Hotel  Gurkha's Inn & Restaurant,4104,Hotel  Gurkha's Inn & Restaurant,0
hotel-dup,4719,Kimrong Viewpoint Guest House,2862,Kimrong Viewpoint Guest House,0
hotel-dup,4716,Hotel Hidden Paradise,2861,Hotel Hidden Paradise,0
hotel-dup,4708,Hotel Kyimolung,1898,Hotel Kyimolung,0
hotel-dup,4704,Lhaptang Guest House,1897,Lhaptang Guest House,0
hotel-dup,4701,Ghap Cottage Guest House,1896,Ghap Cottage Guest House,0
hotel-dup,4693,Zambala Manaslu Sho Guest House,1895,Zambala Manaslu Sho Guest House,0
hotel-dup,4689,Hotel Sherpa Lodge & Café - Magasin,1894,Hotel Sherpa Lodge & Café - Magasin,0
hotel-dup,4687,Budhi Gandaki Hotel,1893,Budhi Gandaki Hotel,0
hotel-dup,4679,Gapkaltal Guest House,1892,Gapkaltal Guest House,0
hotel-dup,4676,Karma Hotel,1891,Karma Hotel,0
hotel-dup,4670,hotel arati,3707,hotel arati,0
hotel-dup,4667,Chameri Himal Guesthouse,1888,Chameri Himal Guesthouse,0
hotel-dup,4666,Tashi Delek Lobshang Lodge & Restaurant,1887,Tashi Delek Lobshang Lodge & Restaurant,0
hotel-dup,4665,River View Guest House,1886,River View Guest House,0
hotel-dup,4664,Hotel Motherland Tsum,1885,Hotel Motherland Tsum,0
hotel-dup,4662,"Dharche Namaste Hotel, Restaurant &  Cofee Shop",1884,"Dharche Namaste Hotel, Restaurant &  Cofee Shop",0
hotel-dup,4648,Tibet Boutique Hotel,3706,Tibet Boutique Hotel,0
hotel-dup,4647,New Himalayan cottage,4103,New Himalayan cottage,0
hotel-dup,4640,Shiva lodge,2859,Shiva lodge,0
hotel-dup,4633,Hotel Janmabhumi 2,3705,Hotel Janmabhumi 2,0
hotel-dup,4630,Hotel Rita,4229,Hotel Rita,0
hotel-dup,4627,Nature Inn,4226,Nature Inn,0
hotel-dup,4610,Hotel Thrive,3704,Hotel Thrive,0
hotel-dup,4603,Hotel Mona Lisa,4206,Hotel Mona Lisa,0
hotel-dup,4602,Hotel Laligurans,4205,Hotel Laligurans,0
hotel-dup,4599,Dolma Inn,4202,Dolma Inn,0
hotel-dup,4597,Hotel Buddha Himalayan,4200,Hotel Buddha Himalayan,0
hotel-dup,4595,Panorama Inn,4198,Panorama Inn,0
hotel-dup,4594,Saino Lodge,4102,Saino Lodge,0
hotel-dup,4593,Hotel Trekkers,4101,Hotel Trekkers,0
hotel-dup,4592,Hotel Nyeshyang,4100,Hotel Nyeshyang,0
hotel-dup,4591,Hotel New Himalayan,4099,Hotel New Himalayan,0
hotel-dup,4588,New Norbu Ling Hotel,4097,New Norbu Ling Hotel,0
hotel-dup,4587,Hotel mountain view,4096,Hotel mountain view,0
hotel-dup,4585,Hotel Basecamp Inn,4094,Hotel Basecamp Inn,0
hotel-dup,4584,Mountain eco cottage,4093,Mountain eco cottage,0
hotel-dup,4581,Norbu Ling Hotel,4091,Norbu Ling Hotel,0
hotel-dup,4580,Ghale guest house,4090,Ghale guest house,0
hotel-dup,4579,Xchongla Homestay,4089,Xchongla Homestay,0
hotel-dup,4574,Happy Guest House,4085,Happy Guest House,0
hotel-dup,4571,Luma inn,2856,Luma inn,0
hotel-dup,4569,Hotel Royal corner,2854,Hotel Royal corner,0
hotel-dup,4568,Hotel Tibet international,3703,Hotel Tibet international,0
hotel-dup,4567,Home Guest House,3702,Home Guest House,0
hotel-dup,4566,Aarya Chaita Inn,3701,Aarya Chaita Inn,0
hotel-dup,4560,Hotel Phenix,3699,Hotel Phenix,0
hotel-dup,4555,Hotel Mringkyo,4084,Hotel Mringkyo,0
hotel-dup,4553,Hotel Maa Manakamana,3697,Hotel Maa Manakamana,0
hotel-dup,4550,Everest Holiday Inn,3694,Everest Holiday Inn,0
hotel-dup,4545,Hotel Om,2849,Hotel Om,0
hotel-dup,4536,Mount Fuji Homestay,2842,Mount Fuji Homestay,0
hotel-dup,4535,Hotel Alpine,2841,Hotel Alpine,0
hotel-dup,4533,Best step inn,4197,Best step inn,0
hotel-dup,4529,New Annapurna Guest house,4081,New Annapurna Guest house,0
hotel-dup,4527,Buddha Kitchen Hotel,4079,Buddha Kitchen Hotel,0
hotel-dup,4526,Shanti Hotel,4078,Shanti Hotel,0
hotel-dup,4524,Hotel Mandala,3965,Hotel Mandala,0
hotel-dup,4523,Natural View guest house,3964,Natural View guest house,0
hotel-dup,4520,Garden Hotel,4076,Garden Hotel,0
hotel-dup,4519,Manasalu Guest House,3962,Manasalu Guest House,0
hotel-dup,4518,Annapurna Guesthouse,3961,Annapurna Guesthouse,0
hotel-dup,4517,Through Peak guest house,3960,Through Peak guest house,0
hotel-dup,4515,Hotel Era,3692,Hotel Era,0
hotel-dup,4514,Hotel Tik Tok,3691,Hotel Tik Tok,0
hotel-dup,4507,Airport Diana Hotel,3690,Airport Diana Hotel,0
hotel-dup,4503,Bandipur Mountain Resort,4991,Bandipur Mountain Resort,0
hotel-dup,4490,Hotel Heaven Mountain & Restaurant,4075,Hotel Heaven Mountain & Restaurant,0
hotel-dup,4459,Srishti Srijana Hotel,1812,Srishti Srijana Hotel,0
hotel-dup,4456,Thorong Peak Hotel,4074,Thorong Peak Hotel,0
hotel-dup,4452,Himalayan Hotel,4073,Himalayan Hotel,0
hotel-dup,4447,Hotel Sarowar,31,Hotel Sarowar,94
hotel-dup,4437,Hotel Himalayan Paradise,4196,Hotel Himalayan Paradise,0
hotel-dup,4434,Maya Hotel & Restaurant,4071,Maya Hotel & Restaurant,0
hotel-dup,4433,Hôtel Yumpo & Lodge,3958,Hôtel Yumpo & Lodge,0
hotel-dup,4426,Tokyi Guest House,3685,Tokyi Guest House,0
hotel-dup,4419,Hotel High Ground Inn,2838,Hotel High Ground Inn,0
hotel-dup,4418,Hotel glamorous View,2837,Hotel glamorous View,0
hotel-dup,4410,Bandipur Kaushi Inn,4990,Bandipur Kaushi Inn,0
hotel-dup,4404,Thamel Hotel & Spa,3681,Thamel Hotel & Spa,0
hotel-dup,4397,Buddha Guest House & Restaurant,4070,Buddha Guest House & Restaurant,0
hotel-dup,4395,Hotel Narpa,4068,Hotel Narpa,0
hotel-dup,4393,Hotel de Purang,4195,Hotel de Purang,0
hotel-dup,4390,Hotel Silverline Pvt. Ltd,2835,Hotel Silverline Pvt. Ltd,0
hotel-dup,4389,Everland Kathmandu Hotel (Thamel),3680,Everland Kathmandu Hotel (Thamel),0
hotel-dup,4387,Hotel Gumbu,3678,Hotel Gumbu,0
hotel-dup,4386,Kaylas Boutique Hotel,3677,Kaylas Boutique Hotel,0
hotel-dup,4385,ViaVia Boutique Hotel - Kathmandu,3676,ViaVia Boutique Hotel - Kathmandu,0
hotel-dup,4384,Jungle World Resort,1810,Jungle World Resort,0
hotel-dup,4365,Hotel Durbar Side,1666,Hotel Durbar Side,0
hotel-dup,4364,Hotel Layaku Durbar,1665,Hotel Layaku Durbar,0
hotel-dup,4363,Hotel Vintage Home,1664,Hotel Vintage Home,0
hotel-dup,4343,Hotel Vistara,3675,Hotel Vistara,0
hotel-dup,4342,Himalaya Hotel & Restaurant,2834,Himalaya Hotel & Restaurant,0
hotel-dup,4341,Bambou Guest House & Restaurant,2833,Bambou Guest House & Restaurant,0
hotel-dup,4340,Greenland Lodge & Restaurant,2832,Greenland Lodge & Restaurant,0
hotel-dup,4331,Tujala Boutique Hotel,1663,Tujala Boutique Hotel,0
hotel-dup,4330,Boudha Apart Hotel,3672,Boudha Apart Hotel,0
hotel-dup,4328,Hotel Shambala,3671,Hotel Shambala,0
hotel-dup,4326,Ocean Inn,3669,Ocean Inn,0
hotel-dup,4322,Shambala hotel,4194,Shambala hotel,0
hotel-dup,4319,Hotel Mandala,4193,Hotel Mandala,0
hotel-dup,4318,KC Heaven Hotel,4192,KC Heaven Hotel,0
hotel-dup,4317,Hotel The Norbuling,4191,Hotel The Norbuling,0
hotel-dup,4316,Hotel Ghalegaun Cottage,3957,Hotel Ghalegaun Cottage,0
hotel-dup,4315,Hotel New Model Lodge,1809,Hotel New Model Lodge,0
hotel-dup,4314,New Hotel Jhamkavet Restaurant & Guest House,1808,New Hotel Jhamkavet Restaurant & Guest House,0
hotel-dup,4313,Himal Lodge & Restaurent,1807,Himal Lodge & Restaurent,0
hotel-dup,4312,Lumbini Guest House,1806,Lumbini Guest House,0
hotel-dup,4311,New Siddhi Baba Guest House,1805,New Siddhi Baba Guest House,0
hotel-dup,4309,Ashish Guest House,1803,Ashish Guest House,0
hotel-dup,4308,Nirvaya Guest House,1802,Nirvaya Guest House,0
hotel-dup,4307,Dipjyoti Guest House,1801,Dipjyoti Guest House,0
hotel-dup,4306,Sunrise Hotel Lodge,1800,Sunrise Hotel Lodge,0
hotel-dup,4305,Chaudari Staff Hotel,1799,Chaudari Staff Hotel,0
hotel-dup,4304,Ashika Hotel & Lodge,1798,Ashika Hotel & Lodge,0
hotel-dup,4303,Ilamely Hotel & Lodge,1797,Ilamely Hotel & Lodge,0
hotel-dup,4302,Hotel Old House,1796,Hotel Old House,0
hotel-dup,4301,Lama Hotel,1795,Lama Hotel,0
hotel-dup,4300,Hotel Gorkha Palace Lodge & Restaurant,1794,Hotel Gorkha Palace Lodge & Restaurant,0
hotel-dup,4299,Bhairab Hotel & Lodge,1793,Bhairab Hotel & Lodge,0
hotel-dup,4298,Hotel Dhaulagiri,1792,Hotel Dhaulagiri,0
hotel-dup,4297,Ale Hotel,1791,Ale Hotel,0
hotel-dup,4296,Janta Hotel & Lodge,1790,Janta Hotel & Lodge,0
hotel-dup,4295,Kavreli Staff Hotel,1789,Kavreli Staff Hotel,0
hotel-dup,4294,Luv Kush Hotel & Lodge,1788,Luv Kush Hotel & Lodge,0
hotel-dup,4293,Laligurash Hotel & Lodge,1787,Laligurash Hotel & Lodge,0
hotel-dup,4290,Peacock Guest House,1662,Peacock Guest House,0
hotel-dup,4289,Pradhan House Homestay,1661,Pradhan House Homestay,0
hotel-dup,4288,Big Bell Guest House,1660,Big Bell Guest House,0
hotel-dup,4287,Moon Light Guest House & Rootop Newari Foodland,1659,Moon Light Guest House & Rootop Newari Foodland,0
hotel-dup,4286,Sunny Guest House,1658,Sunny Guest House,0
hotel-dup,4285,khwopa Guest House,1657,khwopa Guest House,0
hotel-dup,4284,Kanchanjunga Guest House and Special Bhancha Ghar,1656,Kanchanjunga Guest House and Special Bhancha Ghar,0
hotel-dup,4283,Bhaktapur Guest House,1655,Bhaktapur Guest House,0
hotel-dup,4280,Hotel Bardan Pvt.ltd,2828,Hotel Bardan Pvt ltd,61
hotel-dup,4279,Hotel Bardan Pvt ltd,2828,Hotel Bardan Pvt ltd,0
hotel-dup,4275,"Himalayan View Hotel, Bhimthang, Manang",4065,"Himalayan View Hotel, Bhimthang, Manang",0
hotel-dup,4274,Manaslu Bamboo Hotel,1883,Manaslu Bamboo Hotel,0
hotel-dup,4273,Namrung Guest House,1882,Namrung Guest House,0
hotel-dup,4272,Kitchen Guest House,2826,Kitchen Guest House,0
hotel-dup,4271,Everest Guest House,2825,Everest Guest House,0
hotel-dup,4270,Syangja Hotel and Lodge,2824,Syangja Hotel and Lodge,0
hotel-dup,4269,Hotel Santoshi,2823,Hotel Santoshi,0
hotel-dup,4262,Mandala Hotel,1881,Mandala Hotel,0
hotel-dup,4261,Kagni Lodge,1880,Kagni Lodge,0
hotel-dup,4260,Namrung Tibetan Guest House,1879,Namrung Tibetan Guest House,0
hotel-dup,4259,Organic Apple Farme Guest House,1878,Organic Apple Farme Guest House,0
hotel-dup,4257,Hotel National Park Sauraha,1786,Hotel National Park Sauraha,0
hotel-dup,4249,Hotel Amazon,2821,Hotel Amazon,0
hotel-dup,4244,Hotel Dream Home,1877,Hotel Dream Home,0
hotel-dup,4243,Hotel Blue Sky,1876,Hotel Blue Sky,0
hotel-dup,4242,The River View Cottage,1875,The River View Cottage,0
hotel-dup,4239,Hotel Tilicho Peak and Restaurant,4064,Hotel Tilicho Peak and Restaurant,0
hotel-dup,4230,Hotel Odyssey Nepal,3667,Hotel Odyssey Nepal,0
hotel-dup,4225,Hotel Himalayan Hide Way,4989,Hotel Himalayan Hide Way,0
hotel-dup,4214,Hotel Rupakot restaurant & Rooftop,1654,Hotel Rupakot restaurant & Rooftop,0
hotel-dup,4208,Hotel Blue Moon,2820,Hotel Blue Moon,0
hotel-dup,4206,Rimal Guest House and catering Services,4988,Rimal Guest House and catering Services,0
hotel-dup,4204,Lamsal Hotel and Lodge,4987,Lamsal Hotel and Lodge,0
hotel-dup,4202,Hill Tower Hotel & Restaurant,3956,Hill Tower Hotel & Restaurant,0
hotel-dup,4192,Sunshine Hotel,4986,Sunshine Hotel,0
hotel-dup,4190,Hotel 260° Kyupche,2818,Hotel 260° Kyupche,0
hotel-dup,4176,Namaste Buddha Lodge,2817,Namaste Buddha Lodge,0
hotel-dup,4166,Marley Cottage,2816,Marley Cottage,0
hotel-dup,4165,Hotel Goma,2815,Hotel Goma,0
hotel-dup,4164,Hotel Brothers Tasa,2814,Hotel Brothers Tasa,0
hotel-dup,4162,Icefall Hotel Kori,2812,Icefall Hotel Kori,0
hotel-dup,4160,Hotel Bhagawati,3660,Hotel Bhagawati,0
hotel-dup,4159,Nirvana hotel,4063,Nirvana hotel,0
hotel-dup,4158,Mardi station hotel & restaurent,2811,Mardi station hotel & restaurent,0
hotel-dup,4157,mardi station hotel &  restaurent,2811,Mardi station hotel & restaurent,17
hotel-dup,4146,Chitwan Gaida Lodge,1784,Chitwan Gaida Lodge,0
hotel-dup,4145,Grand Yak Boutique Hotel,3659,Grand Yak Boutique Hotel,0
hotel-dup,4144,Vastu Boutique Hotel,3658,Vastu Boutique Hotel,0
hotel-dup,4143,Kumari Boutique Hotel,3657,Kumari Boutique Hotel,0
hotel-dup,4134,Everest Boutique Hotel,3654,Everest Boutique Hotel,0
hotel-dup,4123,Renzam Ganesh Himal Guesthouse,1874,Renzam Ganesh Himal Guesthouse,0
hotel-dup,4120,Hotel Holiday Inn,3653,Hotel Holiday Inn,0
hotel-dup,4119,Ganga Holiday Inn,3652,Ganga Holiday Inn,0
hotel-dup,4105,Ashoka Resort,1783,Ashoka Resort,0
hotel-dup,4087,Hotel Blue Sky,1782,Hotel Blue Sky,0
hotel-dup,4079,Panaroma inn,1649,Panaroma inn,0
hotel-dup,4077,Hotel Rhino Land,1781,Hotel Rhino Land,0
hotel-dup,4063,Thakuri guest house,3953,Thakuri guest house,0
hotel-dup,4062,Hotel Nepalaya,3649,Hotel Nepalaya,0
hotel-dup,4060,Hotel Aerocity,3648,Hotel Aerocity,0
hotel-dup,4048,Hotel Golden View,2806,Hotel Golden View,0
hotel-dup,4047,Hotel Trekker's Inn & Restaurant,2805,Hotel Trekker's Inn & Restaurant,0
hotel-dup,4046,Hotel Shanan & Sukuti,2804,Hotel Shanan & Sukuti,0
hotel-dup,4045,Hotel Grace & Restaurant,2803,Hotel Grace & Restaurant,0
hotel-dup,4044,Hotel Moonlight & Restaurant,2802,Hotel Moonlight & Restaurant,0
hotel-dup,4043,Hotel Yak & Restaurant,2801,Hotel Yak & Restaurant,0
hotel-dup,4042,Heaven View Guesthouse & Restaurant,2800,Heaven View Guesthouse & Restaurant,0
hotel-dup,4041,Hotel Magic Mountain,2799,Hotel Magic Mountain,0
hotel-dup,4040,Hotel Snowland,2798,Hotel Snowland,0
hotel-dup,4039,Hotel Himalayan Nest,2797,Hotel Himalayan Nest,0
hotel-dup,4034,Hotel Dreamy Mountains & Restaurant,4062,Hotel Dreamy Mountains & Restaurant,0
hotel-dup,4033,Celesty Inn,2796,Celesty Inn,0
hotel-dup,4032,Hotel Aerial View,2795,Hotel Aerial View,0
hotel-dup,4031,Singhi hotel,4190,Singhi hotel,0
hotel-dup,4027,Hotel Mardi Peak,2794,Hotel Mardi Peak,0
hotel-dup,4026,Angel Guest House,4189,Angel Guest House,0
hotel-dup,4025,Hotel Narbulinka Pisang,4061,Hotel Narbulinka Pisang,0
hotel-dup,4023,Hotel The Glacier View,2793,Hotel The Glacier View,0
hotel-dup,4022,Hotel Peace Forest & Restaurant,2792,Hotel Peace Forest & Restaurant,0
hotel-dup,4021,Hotel Himchuli & Restaurant,2791,Hotel Himchuli & Restaurant,0
hotel-dup,4020,Hotel Himalayan Majesty,2790,Hotel Himalayan Majesty,0
hotel-dup,4013,The North Face Inn,2786,The North Face Inn,0
hotel-dup,4011,New Star Hotel,4984,New Star Hotel,0
hotel-dup,4010,Phu Mountain Lodge,4060,Phu Mountain Lodge,0
hotel-dup,3998,Hotel Grand View,3646,Hotel Grand View,0
hotel-dup,3997,Hotel Sonam,4188,Hotel Sonam,0
hotel-dup,3972,Hotel Sukun,3645,Hotel Sukun,0
hotel-dup,3970,blue poppy lodge & restaurant,2785,blue poppy lodge & restaurant,0
hotel-dup,3969,Shikshya Homestay,2784,Shikshya Homestay,0
hotel-dup,3968,Mahendra Guest House,2783,Mahendra Guest House,0
hotel-dup,3967,Sandesh hotel,2782,Sandesh hotel,0
hotel-dup,3960,Mongolian cottage,1873,Mongolian cottage,0
hotel-dup,3959,Throungh Peak Hotel,3952,Throungh Peak Hotel,0
hotel-dup,3957,Hotel SnowLion,1872,Hotel SnowLion,0
hotel-dup,3956,Hotel Sweet Dreams,3644,Hotel Sweet Dreams,0
hotel-dup,3949,Hotel Aagaman,4983,Hotel Aagaman,0
hotel-dup,3885,Malika Hotel,3951,Malika Hotel,0
hotel-dup,3876,Johnny Cash Hotel & Restaurant,4187,Johnny Cash Hotel & Restaurant,0
hotel-dup,3875,Hotel Gangapurna,4058,Hotel Gangapurna,0
hotel-dup,3874,Hotel California,4057,Hotel California,0
hotel-dup,3867,Sushma Hotel & Restaurant,4056,Sushma Hotel & Restaurant,0
hotel-dup,3866,Larke Peak Guest House & Restaura,4055,Larke Peak Guest House & Restaura,0
hotel-dup,3865,Himlung Hotel & Restaurant,4054,Himlung Hotel & Restaurant,0
hotel-dup,3862,Cheers Lilita Hotel & Restaurant,4053,Cheers Lilita Hotel & Restaurant,0
hotel-dup,3859,Hotel Living Lion,3641,Hotel Living Lion,0
hotel-dup,3857,Hotel B And D Fastfood Cafe,3639,Hotel B And D Fastfood Cafe,0
hotel-dup,3856,Hotel Ratnajyoti,3638,Hotel Ratnajyoti,0
hotel-dup,3853,Shree Bagwasori Hotel,3635,Shree Bagwasori Hotel,0
hotel-dup,3850,Anisha Shrestha Hotel,3632,Anisha Shrestha Hotel,0
hotel-dup,3849,Prathista Guest House,3631,Prathista Guest House,0
hotel-dup,3845,Banepali Guest House,3627,Banepali Guest House,0
hotel-dup,3844,Himalayan Guest House,3626,Himalayan Guest House,0
hotel-dup,3842,Buddhi Gandaki Homestay and Teahouse,1871,Buddhi Gandaki Homestay and Teahouse,0
hotel-dup,3841,Tashi Delek Lobsang Lodge & Restaurant,1870,Tashi Delek Lobsang Lodge & Restaurant,0
hotel-dup,3838,Milestone hotel,3624,Milestone hotel,0
hotel-dup,3836,Apple farm hotel,4052,Apple farm hotel,0
hotel-dup,3833,Surya Homestay,3623,Surya Homestay,0
hotel-dup,3827,Jasmine Apartment Hotel,3617,Jasmine Apartment Hotel,0
hotel-dup,3822,Hotel Namaste Pathivara,3612,Hotel Namaste Pathivara,0
hotel-dup,3821,Prabashi Hotel,3611,Prabashi Hotel,0
hotel-dup,3820,Oyo Hotel And Resturant Tapoban,3610,Oyo Hotel And Resturant Tapoban,0
hotel-dup,3819,Kantipur Guest House,3609,Kantipur Guest House,0
hotel-dup,3816,The Sunkoshi Guest House,3606,The Sunkoshi Guest House,0
hotel-dup,3814,Paris Boys Hotel,3604,Paris Boys Hotel,0
hotel-dup,3805,Manakamana Guest House Tatha Hotel,3596,Manakamana Guest House Tatha Hotel,0
hotel-dup,3803,Hotel Blissful Pvt.Ltd,3594,Hotel Blissful Pvt.Ltd,0
hotel-dup,3795,Purbeli Guest House,3587,Purbeli Guest House,0
hotel-dup,3792,Gajurmukhi Hotel,3585,Gajurmukhi Hotel,0
hotel-dup,3791,Hotel Chandragiri Inn Guest House,3584,Hotel Chandragiri Inn Guest House,0
hotel-dup,3790,Hotel Paris Plaza,3583,Hotel Paris Plaza,0
hotel-dup,3780,Khotang Kirat Hotel,3573,Khotang Kirat Hotel,0
hotel-dup,3779,Nor Guest House,3572,Nor Guest House,0
hotel-dup,3778,Bihani Guest House,3571,Bihani Guest House,0
hotel-dup,3773,Sijan Guest House,1644,Sijan Guest House,0
hotel-dup,3767,Hotel Magic Mountain,4185,Hotel Magic Mountain,0
hotel-dup,3757,Moon Light Hotel & Restaurant,4051,Moon Light Hotel & Restaurant,0
hotel-dup,3756,Hotel Mardi,2775,Hotel Mardi,0
hotel-dup,3755,Hotel Munal & Restaurant,2774,Hotel Munal & Restaurant,0
hotel-dup,3754,Hotel Humal,2773,Hotel Humal,0
hotel-dup,3753,Hotel Demand & Restaurant,2772,Hotel Demand & Restaurant,0
hotel-dup,3752,Hotel Dhod Kharkha,2771,Hotel Dhod Kharkha,0
hotel-dup,3751,Hotel Makkar Pvt. Ltd.,4982,Hotel Makkar Pvt. Ltd.,0
hotel-dup,3749,Chandra Krishna Hotel,1643,Chandra Krishna Hotel,0
hotel-dup,3748,Rubinala Inn,1869,Rubinala Inn,0
hotel-dup,3747,Thulodhunga Hotel and Lodge,1868,Thulodhunga Hotel and Lodge,0
hotel-dup,3746,Jagat Guest House,1867,Jagat Guest House,0
hotel-dup,3745,18 Saya Khola Family Guest House,1866,18 Saya Khola Family Guest House,0
hotel-dup,3660,A One Minawasi Hotel,1641,A One Minawasi Hotel,0
hotel-dup,3659,Sagarmatha Hotel and Lodge,1640,Sagarmatha Hotel and Lodge,0
hotel-dup,3657,Hotel Height And Kasturi Guest House,3564,Hotel Height And Kasturi Guest House,0
hotel-dup,3654,Hotel Kutumba,3885,Hotel Kutumba,0
hotel-dup,3653,Hotel Liyoli Inn,3562,Hotel Liyoli Inn,0
hotel-dup,3652,SAS Hotel,3561,SAS Hotel,0
hotel-dup,3651,Sandhar Guest House and Rooftop Khaja and Khana ghar,3560,Sandhar Guest House and Rooftop Khaja and Khana ghar,0
hotel-dup,3650,Beni Bhojanalaya and Guest House,3559,Beni Bhojanalaya and Guest House,0
hotel-dup,3649,Parbat Guest House,3558,Parbat Guest House,0
hotel-dup,3648,Subhim Guest House,3557,Subhim Guest House,0
hotel-dup,3647,Namaste Guest House,3556,Namaste Guest House,0
hotel-dup,3646,Mitra Guest House,3555,Mitra Guest House,0
hotel-dup,3645,Hotel View Point and Guest House,3554,Hotel View Point and Guest House,0
