hospital_name,address,phone,latitude,longitude,district,destination,province,data_quality_score
Humla District Hospital,Simkot,+977019420123,29.97,81.82,Humla,Simkot,Karnali,100.0
Jajarkot District Hospital,Khalanga,089430123,28.7,82.18,Jajarkot,Khalanga,Karnali,100.0
Jajarkot District Hospital,Jajarkot,+977089430123,28.7,82.18,Jajarkot,Khalanga,Karnali,100.0
Jumla District Hospital,Jumla,+977087520456,29.27,82.18,Jumla,Jumla,Karnali,100.0
Jumla Hospital,Jumla,+977087520123,29.27,82.18,Jumla,Jumla,Karnali,100.0
Karnali Academy Hospital,Jumla,087520123,29.27,82.18,Jumla,Jumla,Karnali,100.0
Karnali Academy Of Health Sciences,Jumla,087520123,29.27,82.18,Jumla,Jumla,Karnali,100.0
Karnali Academy Of Health Sciences Teaching Hospital,Jumla,+977087520123,29.27,82.18,Jumla,Jumla,Karnali,100.0
Karnali Academy Teaching Hospital,Jumla,+977087520123,29.27,82.18,Jumla,Jumla,Karnali,100.0
Kalikot District Hospital,Manma,+977087440123,29.15,81.62,Kalikot,Manma,Karnali,100.0
Kalikot District Hospital,Kalikot,+977087440123,29.15,81.62,Kalikot,Manma,Karnali,100.0
Mugu District Hospital,Gamgadhi,087690123,29.53,82.09,Mugu,Gamgadhi,Karnali,100.0
Mugu District Hospital,Mugu,+977087690123,29.53,82.09,Mugu,Gamgadhi,Karnali,100.0
Rukum West District Hospital,Musikot,+977088560123,28.63,82.48,Rukum West,Musikot,Karnali,100.0
Salyan District Hospital,Salyan,+977088520123,28.38,82.17,Salyan,Salyan,Karnali,100.0
Deuti Hospital,Surkhet,+977083521111,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Karnali Provincial Hospital,Surkhet,+977083520123,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Karnali Provincial Hospital,Birendranagar,+977083520123,28.6,81.63,Surkhet,Karnali,Karnali,100.0
Karnali Provincial Hospital Emergency,Birendranagar,+977083520123,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Surkhet Eye Hospital,Birendranagar,+977083520555,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Surkhet Provincial Hospital,Birendranagar,083520123,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Surkhet Provincial Hospital,Birendranagar Surkhet,+977083520123,28.6,81.63,Surkhet,Birendranagar,Karnali,100.0
Bhojpur District Hospital,Bhojpur,+977029420123,27.17,87.05,Bhojpur,Bhojpur,Koshi,100.0
Dhankuta District Hospital,Dhankuta,+977026520123,26.98,87.34,Dhankuta,Dhankuta,Koshi,100.0
Ilam Community Hospital,Ilam,,26.91,87.93,Ilam,Ilam,Koshi,100.0
Ilam District Hospital,Ilam,027520123,26.91,87.93,Ilam,Ilam,Koshi,100.0
B&C Medical College Hospital,Birtamode Jhapa,+977023563333,26.64,88.0,Jhapa,Birtamode,Koshi,100.0
B&C Medical College Teaching Hospital,Birtamode Jhapa,023563333,26.64,88.0,Jhapa,Birtamode,Koshi,100.0
B&C Medical College Teaching Hospital,Birtamode,+977023563333,26.64,88.0,Jhapa,Birtamode,Koshi,100.0
Bhadrapur Hospital,Jhapa,,26.55,88.09,Jhapa,Bhadrapur,Koshi,100.0
Damak General Hospital,Damak,+977023580123,26.66,87.69,Jhapa,Damak,Koshi,100.0
Damak Hospital,Damak Jhapa,,26.66,87.69,Jhapa,Damak,Koshi,100.0
Damak Hospital,Damak,+977023580123,26.66,87.69,Jhapa,Damak,Koshi,100.0
Lifeline Hospital,Damak,+977023580555,26.66,87.69,Jhapa,Damak,Koshi,100.0
Lifeline Hospital,Damak Jhapa,+977023580555,26.66,87.69,Jhapa,Damak,Koshi,100.0
Mechi Eye Hospital,Birtamode Jhapa,,26.64,88.0,Jhapa,Birtamode,Koshi,100.0
Mechi Eye Hospital,Birtamode,+977023562111,26.64,88.0,Jhapa,Birtamode,Koshi,100.0
Mechi Provincial Hospital,Bhadrapur Jhapa,023520123,26.55,88.09,Jhapa,Bhadrapur,Koshi,100.0
Mechi Provincial Hospital,Bhadrapur,023520123,26.55,88.09,Jhapa,Bhadrapur,Koshi,100.0
Khotang District Hospital,Diktel,036420123,27.21,86.79,Khotang,Diktel,Koshi,100.0
Birat Eye Hospital,Biratnagar,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Eye Hospital,Biratnagar Morang,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Medical College Hospital,Biratnagar,021470000,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Medical College Teaching Hospital,Biratnagar Morang,021470000,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Medical College Teaching Hospital,Biratnagar,+977021470000,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Nursing Home,Biratnagar Morang,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Birat Nursing Home,Biratnagar,+977021470000,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Biratnagar Eye Hospital,Biratnagar,+977021530000,26.45,87.27,Morang,Biratnagar,Koshi,100.0
City Hospital,Biratnagar Morang,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Golden Hospital,Biratnagar Morang,021461234,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Golden Hospital,Biratnagar,021461234,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Koshi Hospital,Biratnagar Morang,021530103,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Koshi Hospital,Biratnagar,021530103,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Koshi Hospital Emergency,Biratnagar Morang,021530103,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Koshi Zonal Hospital,Biratnagar Morang,021530103,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Life Guard Hospital,Biratnagar Morang,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Morang District Hospital,Rangeli,+977021550123,26.47,87.3,Morang,Rangeli,Koshi,100.0
Neuro Cardio Multispeciality Hospital,Biratnagar Morang,021533333,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Neuro Cardio Multispeciality Hospital,Biratnagar,+977021533333,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Neuro Hospital,Biratnagar Morang,,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Nobel Medical College Hospital,Biratnagar,021465736,26.45,87.28,Morang,Biratnagar,Koshi,100.0
Nobel Medical College Hospital,Biratnagar Morang,+977021466735,26.45,87.28,Morang,Biratnagar,Koshi,100.0
Nobel Medical College Teaching Hospital,Biratnagar Morang,021465736,26.45,87.28,Morang,Biratnagar,Koshi,100.0
Nobel Medical College Teaching Hospital,Biratnagar,+977021466735,26.45,87.28,Morang,Biratnagar,Koshi,100.0
Saptakoshi Hospital,Biratnagar Morang,+977021475295,26.45,87.27,Morang,Biratnagar,Koshi,100.0
Okhaldhunga Community Hospital,Okhaldhunga,+977037520123,27.32,86.5,Okhaldhunga,Okhaldhunga,Koshi,100.0
Okhaldhunga District Hospital,Okhaldhunga,+977037520123,27.32,86.5,Okhaldhunga,Okhaldhunga,Koshi,100.0
District Hospital,Phidim,+977024520123,27.15,87.75,Panchthar,Phidim,Koshi,100.0
Panchthar District Hospital,Phidim,024520123,27.15,87.75,Panchthar,Phidim,Koshi,100.0
Panchthar District Hospital,Panchthar,+977024520123,27.15,87.75,Panchthar,Phidim,Koshi,100.0
Phidim Hospital,Panchthar,,27.15,87.75,Panchthar,Phidim,Koshi,100.0
Sankhuwasabha District Hospital,Khandbari,+977029560123,27.38,87.2,Sankhuwasabha,Khandbari,Koshi,100.0
Solukhumbu District Hospital,Salleri,038520123,27.79,86.72,Solukhumbu,Salleri,Koshi,100.0
B.P. Koirala Institute Of Health Sciences,Dharan Sunsari,025525555,26.81,87.28,Sunsari,Dharan,Koshi,100.0
B.P. Koirala Institute Of Health Sciences,Dharan,025525555,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Bijayapur Hospital,Dharan Sunsari,025520456,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Eye Hospital,Dharan,,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Hospital,Dharan Sunsari,,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Hospital,Dharan,+977025520123,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Model Hospital,Dharan Sunsari,,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Sub-Metropolitan Hospital,Dharan Sunsari,025520123,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Dharan Sub-Metropolitan Hospital,Dharan,+977025520123,26.81,87.28,Sunsari,Dharan,Koshi,100.0
Inaruwa District Hospital,Inaruwa Sunsari,+977025560123,26.61,87.14,Sunsari,Inaruwa,Koshi,100.0
Inaruwa Hospital,Sunsari,+977025560123,26.61,87.14,Sunsari,Inaruwa,Koshi,100.0
Inaruwa Hospital,Inaruwa,+977025560123,26.61,87.14,Sunsari,Inaruwa,Koshi,100.0
Inaruwa Hospital,Inaruwa Sunsari,+977025560123,26.61,87.14,Sunsari,Inaruwa,Koshi,100.0
Itahari Hospital,Sunsari,,26.66,87.27,Sunsari,Itahari,Koshi,100.0
Itahari Hospital,Itahari Sunsari,+977025582000,26.66,87.27,Sunsari,Itahari,Koshi,100.0
Itahari Hospital,Itahari,+977025582000,26.66,87.27,Sunsari,Itahari,Koshi,100.0
Sunsari District Hospital,Inaruwa,025560123,26.61,87.14,Sunsari,Inaruwa,Koshi,100.0
Taplejung District Hospital,Phungling,024460123,27.35,87.67,Taplejung,Phungling,Koshi,100.0
Taplejung District Hospital,Taplejung,+977024460123,27.35,87.67,Taplejung,Phungling,Koshi,100.0
Taplejung Hospital,Phungling,,27.35,87.67,Taplejung,Phungling,Koshi,100.0
Terhathum District Hospital,Myanglung,+977026460123,27.13,87.55,Terhathum,Myanglung,Koshi,100.0
Udayapur District Hospital,Gaighat,035420123,26.8,86.7,Udayapur,Gaighat,Koshi,100.0
Arghakhanchi District Hospital,Sandhikharka,077420123,27.95,83.12,Arghakhanchi,Sandhikharka,Lumbini,100.0
Arghakhanchi District Hospital,Arghakhanchi,+977077420123,27.95,83.12,Arghakhanchi,Sandhikharka,Lumbini,100.0
Arghakhanchi Hospital,Sandhikharka,+977077420123,27.95,83.12,Arghakhanchi,Sandhikharka,Lumbini,100.0
Bheri Hospital,Nepalgunj Banke,081520123,28.05,81.62,Banke,Nepalgunj,Lumbini,100.0
Bheri Hospital,Nepalgunj,+977081520123,28.05,81.62,Banke,Nepalgunj,Lumbini,100.0
Bheri Hospital Emergency,Nepalgunj Banke,081520123,28.05,81.62,Banke,Nepalgunj,Lumbini,100.0
Kohalpur Medical College Hospital,Kohalpur,081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Kohalpur Teaching Hospital,Kohalpur Banke,+977081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College,Kohalpur Banke,081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College Hospital,Kohalpur Banke,+977081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College Hospital,Kohalpur,+977081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College Teaching Hospital,Chisapani Banke,081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College Teaching Hospital,Kohalpur Banke,+977081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Teaching Hospital Kohalpur,Banke,081540000,28.21,81.68,Banke,Kohalpur,Lumbini,100.0
Bardiya District Hospital,Gulariya,084420123,28.23,81.34,Bardiya,Gulariya,Lumbini,100.0
Bardiya Hospital,Gulariya,+977084420123,28.23,81.34,Bardiya,Gulariya,Lumbini,100.0
Dang District Hospital,Ghorahi,082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Dang Valley Hospital,Ghorahi,+977082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Dang Valley Hospital,Ghorahi Dang,+977082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Ghorahi Hospital,Dang,+977082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Lamahi Hospital,Dang,082560123,27.85,82.55,Dang,Lamahi,Lumbini,100.0
Lamahi Hospital,Lamahi Dang,+977082560789,27.85,82.55,Dang,Lamahi,Lumbini,100.0
Lamahi Hospital,Lamahi,+977082560789,27.85,82.55,Dang,Lamahi,Lumbini,100.0
Rapti Academy Hospital,Ghorahi Dang,082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Rapti Academy Of Health Sciences,Ghorahi Dang,082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Rapti Academy Of Health Sciences,Dang,+977082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Rapti Academy Of Health Sciences,Ghorahi,+977082560123,28.03,82.48,Dang,Ghorahi,Lumbini,100.0
Rapti Life Care Hospital,Tulsipur Dang,+977082560456,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Rapti Provincial Hospital,Tulsipur Dang,082520123,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Rapti Provincial Hospital,Tulsipur,+977082560456,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Rाप्ती Eye Hospital,Tulsipur Dang,+977082560555,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Rाप्ती Provincial Hospital,Tulsipur,+977082560456,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Tulsipur Hospital,Dang,+977082560456,28.13,82.3,Dang,Tulsipur,Lumbini,100.0
Gulmi District Hospital,Tamghas,079520123,28.08,83.25,Gulmi,Tamghas,Lumbini,100.0
Gulmi District Hospital,Gulmi,+977079520123,28.08,83.25,Gulmi,Tamghas,Lumbini,100.0
Gulmi Hospital,Tamghas,+977079520123,28.08,83.25,Gulmi,Tamghas,Lumbini,100.0
Kapilvastu District Hospital,Taulihawa,076560123,27.55,83.05,Kapilvastu,Taulihawa,Lumbini,100.0
Kapilvastu District Hospital,Kapilvastu,+977076560123,27.55,83.05,Kapilvastu,Taulihawa,Lumbini,100.0
Kapilvastu Hospital,Taulihawa,+977076560123,27.55,83.05,Kapilvastu,Taulihawa,Lumbini,100.0
Palpa District Hospital,Tansen,075520102,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Palpa District Hospital,Tansen Palpa,+977075520102,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Tansen Hospital,Palpa,075520102,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Tansen Mission Hospital,Palpa,075520123,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Tansen Mission Hospital,Tansen Palpa,+977075520123,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Tansen Mission Hospital,Tansen,+977075520123,27.87,83.55,Palpa,Tansen,Lumbini,100.0
Pyuthan District Hospital,Pyuthan,+977086460123,28.09,82.87,Pyuthan,Pyuthan,Lumbini,100.0
Rolpa District Hospital,Liwang,+977086440123,28.3,82.64,Rolpa,Liwang,Lumbini,100.0
Rukum District Hospital,Rukum,+977088540123,28.62,82.5,Rukum,Rukum,Lumbini,100.0
Rukum East District Hospital,Rukumkot,+977088540123,28.62,82.5,Rukum East,Rukumkot,Lumbini,100.0
Bhairahawa Hospital,Bhairahawa,071506016,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Butwal Hospital,Butwal Rupandehi,071540123,27.7,83.45,Rupandehi,Butwal,Lumbini,100.0
Crimson Hospital,Manigram Rupandehi,071520111,27.65,83.47,Rupandehi,Manigram,Lumbini,100.0
Crimson Hospital,Manigram,+977071520111,27.65,83.47,Rupandehi,Manigram,Lumbini,100.0
Crimson Hospital,Rupandehi,+977071520111,27.65,83.47,Rupandehi,Manigram,Lumbini,100.0
Devdaha Medical College,Devdaha Rupandehi,071577777,27.65,83.56,Rupandehi,Devdaha,Lumbini,100.0
Devdaha Medical College Hospital,Devdaha,071577777,27.65,83.56,Rupandehi,Devdaha,Lumbini,100.0
Devdaha Medical College Hospital,Devdaha Rupandehi,+977071577777,27.65,83.56,Rupandehi,Devdaha,Lumbini,100.0
Lumbini Eye Institute,Bhairahawa,,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Lumbini Provincial Hospital,Butwal Rupandehi,071540200,27.7,83.45,Rupandehi,Butwal,Lumbini,100.0
Lumbini Provincial Hospital,Butwal,+977071540200,27.7,83.45,Rupandehi,Butwal,Lumbini,100.0
Lumbini Provincial Hospital Emergency,Butwal Rupandehi,071540200,27.7,83.45,Rupandehi,Butwal,Lumbini,100.0
Universal College Hospital,Bhairahawa Rupandehi,071506016,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Universal College Of Medical Sciences,Bhairahawa Rupandehi,071506016,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Universal College Of Medical Sciences,Bhairahawa,+977071506016,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Universal College Of Medical Sciences Teaching Hospital,Bhairahawa,+977071506016,27.5,83.45,Rupandehi,Bhairahawa,Lumbini,100.0
Bara District Hospital,Kalaiya,+977053520123,26.99,84.87,Bara,Kalaiya,Madhesh,100.0
Kalaiya Hospital,Bara,053520123,26.99,84.87,Bara,Kalaiya,Madhesh,100.0
Kalaiya Hospital,Kalaiya,+977053520123,26.99,84.87,Bara,Kalaiya,Madhesh,100.0
Kalaiya Hospital,Kalaiya Bara,+977053520123,26.99,84.87,Bara,Kalaiya,Madhesh,100.0
Dhanusha Hospital,Janakpur,041520123,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janaki Medical College Hospital,Janakpur,+977041560000,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janaki Medical College Teaching Hospital,Janakpur,+977041560000,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janaki Medical College Teaching Hospital,Ramdaiya Janakpur,+977041560000,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janakpur City Hospital,Janakpur Dhanusha,+977041520456,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janakpur City Hospital,Janakpur,+977041520456,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janakpur Eye Hospital,Janakpur,,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janakpur Provincial Hospital,Janakpur Dhanusha,041520123,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Janakpur Provincial Hospital,Janakpur,041520123,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Lifeline Hospital,Janakpur,,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Mithila Hospital,Janakpur,,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Narayan Subedi Memorial Hospital,Janakpur,041520456,26.73,85.92,Dhanusha,Janakpur,Madhesh,100.0
Advance Medicare Hospital,Birgunj,,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Birgunj Eye Hospital,Birgunj,,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Birgunj Health Care Hospital,Birgunj Parsa,051522123,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Birgunj Health Care Hospital,Birgunj,+977051522000,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Central Hospital,Birgunj,,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Narayan Hospital,Birgunj Parsa,051521500,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Narayani Hospital,Birgunj Parsa,051521993,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Narayani Hospital,Birgunj,051521993,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
National Medical College,Birgunj,051532260,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
National Medical College Hospital,Birgunj,+977051532260,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
National Medical College Teaching Hospital,Birgunj,+977051532260,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
National Medical College Teaching Hospital,Birgunj Parsa,+977051532260,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Terai Hospital,Birgunj Parsa,+977051590555,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Terai Hospital,Birgunj,+977051590555,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Vayodha Hospital,Birgunj Parsa,+977051590000,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Vayodha Hospital,Birgunj,+977051590000,27.01,84.88,Parsa,Birgunj,Madhesh,100.0
Gaur Hospital,Rautahat,055520123,26.77,85.27,Rautahat,Gaur,Madhesh,100.0
Gaur Hospital,Gaur,+977055520123,26.77,85.27,Rautahat,Gaur,Madhesh,100.0
Gaur Hospital,Gaur Rautahat,+977055520123,26.77,85.27,Rautahat,Gaur,Madhesh,100.0
Rautahat District Hospital,Gaur,+977055520123,26.77,85.27,Rautahat,Gaur,Madhesh,100.0
Gajendra Narayan Singh Hospital,Rajbiraj,031520123,26.54,86.75,Saptari,Rajbiraj,Madhesh,100.0
Gajendra Narayan Singh Hospital,Rajbiraj Saptari,+977031520123,26.54,86.75,Saptari,Rajbiraj,Madhesh,100.0
Sagarmatha Hospital,Rajbiraj,,26.54,86.75,Saptari,Rajbiraj,Madhesh,100.0
Saptari District Hospital,Rajbiraj,031520123,26.54,86.75,Saptari,Rajbiraj,Madhesh,100.0
Malangwa Hospital,Sarlahi,046520123,26.86,85.56,Sarlahi,Malangwa,Madhesh,100.0
Malangwa Hospital,Malangwa,+977046520123,26.86,85.56,Sarlahi,Malangwa,Madhesh,100.0
Malangwa Hospital,Malangwa Sarlahi,+977046520123,26.86,85.56,Sarlahi,Malangwa,Madhesh,100.0
Sarlahi District Hospital,Malangwa,+977046520123,26.86,85.56,Sarlahi,Malangwa,Madhesh,100.0
Lahan Hospital,Lahan Siraha,033560123,26.72,86.48,Siraha,Lahan,Madhesh,100.0
Lahan Hospital,Lahan,+977033560123,26.72,86.48,Siraha,Lahan,Madhesh,100.0
Siraha District Hospital,Siraha,033520123,26.66,86.2,Siraha,Siraha,Madhesh,100.0
Achham District Hospital,Mangalsen,097620123,29.13,81.25,Achham,Mangalsen,Sudurpashchim,100.0
Achham District Hospital,Achham,+977097620123,29.13,81.25,Achham,Achham,Sudurpashchim,100.0
Baitadi District Hospital,Baitadi,+977095520123,29.52,80.43,Baitadi,Baitadi,Sudurpashchim,100.0
Baitadi Hospital,Dasharathchand,+977095520123,29.52,80.43,Baitadi,Dasharathchand,Sudurpashchim,100.0
Bajhang District Hospital,Chainpur,092620123,29.55,81.18,Bajhang,Chainpur,Sudurpashchim,100.0
Bajhang District Hospital,Bajhang,+977092420123,29.55,81.18,Bajhang,Bajhang,Sudurpashchim,100.0
Bajura District Hospital,Martadi,097660123,29.42,81.42,Bajura,Martadi,Sudurpashchim,100.0
Bajura District Hospital,Bajura,+977097420123,29.42,81.42,Bajura,Bajura,Sudurpashchim,100.0
Dadeldhura Eye Hospital,Dadeldhura,+977096420555,29.3,80.58,Dadeldhura,Dadeldhura,Sudurpashchim,100.0
Dadeldhura Hospital,Dadeldhura,096420123,29.3,80.58,Dadeldhura,Dadeldhura,Sudurpashchim,100.0
Dadeldhura Sub-Regional Hospital,Dadeldhura,+977096420123,29.3,80.58,Dadeldhura,Dadeldhura,Sudurpashchim,100.0
Darchula District Hospital,Khalanga,093420123,29.85,80.55,Darchula,Khalanga,Sudurpashchim,100.0
Darchula District Hospital,Darchula,+977093520123,29.85,80.55,Darchula,Darchula,Sudurpashchim,100.0
Darchula Hospital,Khalanga Darchula,+977093520123,29.85,80.55,Darchula,Khalanga,Sudurpashchim,100.0
Doti District Hospital,Dipayal,+977094420123,29.27,80.94,Doti,Dipayal,Sudurpashchim,100.0
Attariya Hospital,Godawari Kailali,+977091550123,28.98,80.58,Kailali,Attariya,Sudurpashchim,100.0
Dododhara Hospital,Kailali,+977091560000,28.52,81.12,Kailali,Tikapur,Sudurpashchim,100.0
Kailali District Hospital,Dhangadhi,+977091520123,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Kailali Hospital,Dhangadhi,+977091520123,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Malakheti Hospital,Attariya Kailali,+977091550123,28.77,80.6,Kailali,Attariya,Sudurpashchim,100.0
Maya Metro Hospital,Dhangadhi Kailali,+977091590000,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Navjeevan Hospital,Dhangadhi,+977091520555,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Nisarga Hospital,Dhangadhi Kailali,+977091523000,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Seti Provincial Hospital,Dhangadhi Kailali,091520123,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Seti Provincial Hospital,Dhangadhi,+977091520123,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Seti Zonal Eye Hospital,Dhangadhi,+977091520700,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Seti Zonal Hospital,Dhangadhi Kailali,091520123,28.7,80.59,Kailali,Dhangadhi,Sudurpashchim,100.0
Tikapur Hospital,Tikapur Kailali,+977091560123,28.52,81.12,Kailali,Tikapur,Sudurpashchim,100.0
Tikapur Hospital,Tikapur,+977091560123,28.52,81.13,Kailali,Tikapur,Sudurpashchim,100.0
Kanchanpur District Hospital,Mahendranagar,+977099521123,28.96,80.18,Kanchanpur,Mahendranagar,Sudurpashchim,100.0
Mahakali Hospital,Mahendranagar,+977099521123,28.96,80.18,Kanchanpur,Mahendranagar,Sudurpashchim,100.0
Mahakali Provincial Hospital,Mahendranagar Kanchanpur,099521123,28.96,80.18,Kanchanpur,Mahendranagar,Sudurpashchim,100.0
Mahakali Provincial Hospital,Mahendranagar,+977099521123,28.96,80.18,Kanchanpur,Mahendranagar,Sudurpashchim,100.0
