id,police_station,destination,address,phone,latitude,longitude,district,province,data_quality_score
1929,Police Station Barhabise,Barhabise,"Sindhupalchok, Nepal",,27.79,85.85,Sindhupalchok,Bagmati,100.0
842,Police Station Chautara,Chautara,"Sindhupalchok, Nepal",,27.78,85.71,Sindhupalchok,Bagmati,100.0
35,Police Station Melamchi,Melamchi,"Melamchi, Sindhupalchok, Nepal",,27.822,85.58,Sindhupalchok,Bagmati,100.0
432,Police Station Melamchi,Melamchi,"Sindhupalchok, Nepal",,27.82,85.58,Sindhupalchok,Bagmati,100.0
1256,Police Station Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.78,85.71,Sindhupalchok,Bagmati,100.0
433,Police Station Tatopani,Tatopani,"Sindhupalchok, Nepal",,27.98,85.95,Sindhupalchok,Bagmati,100.0
66,District Police Office Baglung,Baglung,"Baglung Bazaar, Nepal",,28.27,83.59,Baglung,Gandaki,100.0
478,District Police Office Baglung,Baglung,"Baglung, Nepal",,28.27,83.59,Baglung,Gandaki,100.0
977,Police Station Baglung,Baglung,"Baglung, Nepal",,28.27,83.59,Baglung,Gandaki,100.0
703,Police Station Baglung Bazaar,Baglung Bazaar,"Baglung, Nepal",,28.27,83.59,Baglung,Gandaki,100.0
67,Police Station Burtibang,Burtibang,"Burtibang, Baglung, Nepal",,28.33,83.13,Baglung,Gandaki,100.0
480,Police Station Burtibang,Burtibang,"Baglung, Nepal",,28.33,83.13,Baglung,Gandaki,100.0
216,Police Station Burtibang Area,Burtibang,"Baglung, Nepal",,28.33,83.13,Baglung,Gandaki,100.0
214,Police Station Dhorpatan,Dhorpatan,"Baglung, Nepal",,28.5,83.0,Baglung,Gandaki,100.0
215,Police Station Galkot,Galkot,"Baglung, Nepal",,28.35,83.42,Baglung,Gandaki,100.0
138,Police Station Jaimini,Jaimini,"Jaimini Municipality, Baglung, Nepal",,28.25,83.6,Baglung,Gandaki,100.0
47,District Police Office Gorkha,Gorkha,"Gorkha Bazaar, Nepal",,28.0,84.633,Gorkha,Gandaki,100.0
683,District Police Office Gorkha,Gorkha,"Gorkha, Nepal",,28.0,84.633,Gorkha,Gandaki,100.0
686,Police Station Aarughat Rural,Aarughat,"Gorkha, Nepal",,28.05,84.8,Gorkha,Gandaki,100.0
458,Police Station Arughat,Arughat,"Gorkha, Nepal",,28.04,84.81,Gorkha,Gandaki,100.0
967,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0,84.633,Gorkha,Gandaki,100.0
1105,Police Station Manakamana,Manakamana,"Gorkha, Nepal",,27.95,84.6,Gorkha,Gandaki,100.0
48,Police Station Palungtar,Palungtar,"Palungtar, Gorkha, Nepal",,28.03,84.62,Gorkha,Gandaki,100.0
457,Police Station Palungtar,Palungtar,"Gorkha, Nepal",,28.03,84.62,Gorkha,Gandaki,100.0
54,District Police Office Kaski,Pokhara,"Pokhara, Kaski, Nepal",+97761538633,28.2257,83.9893,Kaski,Gandaki,100.0
466,District Police Office Kaski,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki,100.0
205,District Police Office Kaski Area Police Office Hemja,Hemja,"Hemja, Pokhara, Nepal",,28.26,83.91,Kaski,Gandaki,100.0
557,District Police Office Kaski Traffic Office,Pokhara,"Kaski, Nepal",,28.2,83.97,Kaski,Gandaki,100.0
55,Metropolitan Police Office Pokhara,Pokhara,"Pokhara Metropolitan City, Nepal",,28.2096,83.9856,Kaski,Gandaki,100.0
562,Police Station Baglung Buspark,Pokhara,"Kaski, Nepal",,28.21,83.99,Kaski,Gandaki,100.0
57,Police Station Baidam,Pokhara,"Baidam, Pokhara, Nepal",,28.215,83.956,Kaski,Gandaki,100.0
468,Police Station Baidam,Baidam,"Pokhara, Nepal",,28.215,83.956,Kaski,Gandaki,100.0
1117,Police Station Baidam,Baidam,"Kaski, Nepal",,28.215,83.956,Kaski,Gandaki,100.0
559,Police Station Birauta,Pokhara,"Kaski, Nepal",,28.19,83.97,Kaski,Gandaki,100.0
560,Police Station Chhorepatan,Pokhara,"Kaski, Nepal",,28.18,83.95,Kaski,Gandaki,100.0
58,Police Station Hemja,Pokhara,"Hemja, Pokhara, Nepal",,28.26,83.91,Kaski,Gandaki,100.0
469,Police Station Hemja,Hemja,"Pokhara, Nepal",,28.26,83.91,Kaski,Gandaki,100.0
970,Police Station Hemja,Hemja,"Kaski, Nepal",,28.26,83.91,Kaski,Gandaki,100.0
1547,Police Station Kaski,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki,100.0
2046,Police Station Kaski,Prithvi Chowk,"Pokhara, Nepal",,28.21,83.99,Kaski,Gandaki,100.0
56,Police Station Lakeside,Pokhara,"Lakeside, Pokhara, Nepal",+97761452761,28.21,83.96,Kaski,Gandaki,100.0
467,Police Station Lakeside,Lakeside,"Pokhara, Nepal",,28.21,83.96,Kaski,Gandaki,100.0
874,Police Station Lakeside,Lakeside,"Kaski, Nepal",,28.21,83.96,Kaski,Gandaki,100.0
563,Police Station Lamachaur,Pokhara,"Kaski, Nepal",,28.26,83.97,Kaski,Gandaki,100.0
59,Police Station Lekhnath,Lekhnath,"Lekhnath, Pokhara, Nepal",,28.17,84.055,Kaski,Gandaki,100.0
470,Police Station Lekhnath,Lekhnath,"Pokhara, Nepal",,28.17,84.055,Kaski,Gandaki,100.0
1119,Police Station Lekhnath,Lekhnath,"Kaski, Nepal",,28.17,84.055,Kaski,Gandaki,100.0
561,Police Station Matepani,Pokhara,"Kaski, Nepal",,28.22,83.99,Kaski,Gandaki,100.0
969,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki,100.0
2592,Police Station Pokhara,Bindabasini,"Pokhara, Nepal",,28.23,83.98,Kaski,Gandaki,100.0
873,Police Station Pokhara Metropolitan,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki,100.0
60,Police Station Prithvi Chowk,Pokhara,"Prithvi Chowk, Pokhara, Nepal",,28.2,83.97,Kaski,Gandaki,100.0
558,Police Station Prithvi Chowk,Pokhara,"Kaski, Nepal",,28.2,83.97,Kaski,Gandaki,100.0
206,Police Station Sarangkot,Sarangkot,"Sarangkot, Pokhara, Nepal",,28.25,83.95,Kaski,Gandaki,100.0
564,Police Station Sarangkot,Pokhara,"Kaski, Nepal",,28.25,83.95,Kaski,Gandaki,100.0
49,District Police Office Lamjung,Besisahar,"Besisahar, Lamjung, Nepal",,28.23,84.01,Lamjung,Gandaki,100.0
459,District Police Office Lamjung,Besisahar,"Lamjung, Nepal",,28.23,84.01,Lamjung,Gandaki,100.0
688,Police Station Besisahar,Besisahar,"Lamjung, Nepal",,28.23,84.01,Lamjung,Gandaki,100.0
461,Police Station Bhoteodar,Bhoteodar,"Lamjung, Nepal",,28.2,84.1,Lamjung,Gandaki,100.0
1549,Police Station Lamjung,Besisahar,"Lamjung, Nepal",,28.23,84.01,Lamjung,Gandaki,100.0
50,Police Station Sundarbazar,Sundarbazar,"Sundarbazar, Lamjung, Nepal",,28.125,84.02,Lamjung,Gandaki,100.0
460,Police Station Sundarbazar,Sundarbazar,"Lamjung, Nepal",,28.125,84.02,Lamjung,Gandaki,100.0
141,District Police Office Manang,Chame,"Chame, Manang, Nepal",,28.55,84.23,Manang,Gandaki,100.0
487,District Police Office Manang,Chame,"Manang, Nepal",,28.55,84.23,Manang,Gandaki,100.0
224,Police Station Chame,Chame,"Manang, Nepal",,28.55,84.23,Manang,Gandaki,100.0
717,Police Station Manang,Manang,"Manang, Nepal",,28.67,84.02,Manang,Gandaki,100.0
225,Police Station Manang Village,Manang,"Manang, Nepal",,28.67,84.02,Manang,Gandaki,100.0
142,Police Station Pisang,Pisang,"Pisang, Manang, Nepal",,28.67,84.18,Manang,Gandaki,100.0
488,Police Station Pisang,Pisang,"Manang, Nepal",,28.67,84.18,Manang,Gandaki,100.0
226,Police Station Tal,Tal,"Manang, Nepal",,28.52,84.35,Manang,Gandaki,100.0
139,District Police Office Mustang,Jomsom,"Jomsom, Mustang, Nepal",,28.78,83.72,Mustang,Gandaki,100.0
484,District Police Office Mustang,Jomsom,"Mustang, Nepal",,28.78,83.72,Mustang,Gandaki,100.0
711,Police Station Jomsom,Jomsom,"Mustang, Nepal",,28.78,83.72,Mustang,Gandaki,100.0
220,Police Station Jomsom Area,Jomsom,"Mustang, Nepal",,28.78,83.72,Mustang,Gandaki,100.0
221,Police Station Kagbeni,Kagbeni,"Mustang, Nepal",,28.84,83.78,Mustang,Gandaki,100.0
223,Police Station Lo Manthang,Lo Manthang,"Mustang, Nepal",,29.18,83.96,Mustang,Gandaki,100.0
222,Police Station Marpha,Marpha,"Mustang, Nepal",,28.75,83.68,Mustang,Gandaki,100.0
140,Police Station Muktinath,Muktinath,"Muktinath Area, Mustang, Nepal",,28.82,83.87,Mustang,Gandaki,100.0
714,Police Station Muktinath,Muktinath,"Mustang, Nepal",,28.82,83.87,Mustang,Gandaki,100.0
1552,Police Station Mustang,Jomsom,"Mustang, Nepal",,28.78,83.72,Mustang,Gandaki,100.0
68,District Police Office Myagdi,Beni,"Beni, Myagdi, Nepal",,28.35,83.57,Myagdi,Gandaki,100.0
481,District Police Office Myagdi,Beni,"Myagdi, Nepal",,28.35,83.57,Myagdi,Gandaki,100.0
707,Police Station Beni,Beni,"Myagdi, Nepal",,28.35,83.57,Myagdi,Gandaki,100.0
218,Police Station Darbang,Darbang,"Myagdi, Nepal",,28.45,83.5,Myagdi,Gandaki,100.0
1662,Police Station Galeshwor,Galeshwor,"Myagdi, Nepal",,28.42,83.6,Myagdi,Gandaki,100.0
219,Police Station Ghodepani,Ghodepani,"Myagdi, Nepal",,28.4,83.69,Myagdi,Gandaki,100.0
217,Police Station Malika,Malika,"Myagdi, Nepal",,28.42,83.55,Myagdi,Gandaki,100.0
1553,Police Station Myagdi,Beni,"Myagdi, Nepal",,28.35,83.57,Myagdi,Gandaki,100.0
69,Police Station Tatopani,Tatopani,"Tatopani, Myagdi, Nepal",,28.5,83.65,Myagdi,Gandaki,100.0
483,Police Station Tatopani,Tatopani,"Myagdi, Nepal",,28.5,83.65,Myagdi,Gandaki,100.0
201,District Police Office Nawalparasi East,Kawasoti,"Kawasoti, Nawalpur, Nepal",,27.65,84.13,Nawalpur,Gandaki,100.0
70,District Police Office Nawalpur,Kawasoti,"Kawasoti, Nawalpur, Nepal",,27.65,84.13,Nawalpur,Gandaki,100.0
719,District Police Office Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.65,84.13,Nawalpur,Gandaki,100.0
204,Police Station Arunkhola,Arunkhola,"Nawalpur, Nepal",,27.6,84.05,Nawalpur,Gandaki,100.0
202,Police Station Devchuli,Devchuli,"Devchuli, Nawalpur, Nepal",,27.7,84.25,Nawalpur,Gandaki,100.0
722,Police Station Devchuli,Devchuli,"Nawalpur, Nepal",,27.7,84.25,Nawalpur,Gandaki,100.0
71,Police Station Gaindakot,Gaindakot,"Gaindakot, Nawalpur, Nepal",,27.7,84.39,Nawalpur,Gandaki,100.0
721,Police Station Gaindakot,Gaindakot,"Nawalpur, Nepal",,27.7,84.42,Nawalpur,Gandaki,100.0
720,Police Station Kawasoti,Kawasoti,"Nawalpur, Nepal",,27.65,84.13,Nawalpur,Gandaki,100.0
203,Police Station Madhyabindu,Madhyabindu,"Nawalpur, Nepal",,27.58,84.08,Nawalpur,Gandaki,100.0
1557,Police Station Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.65,84.13,Nawalpur,Gandaki,100.0
64,District Police Office Parbat,Kusma,"Kusma, Parbat, Nepal",,28.22,83.68,Parbat,Gandaki,100.0
475,District Police Office Parbat,Kushma,"Parbat, Nepal",,28.22,83.68,Parbat,Gandaki,100.0
213,Police Station Huwas,Huwas,"Parbat, Nepal",,28.1,83.7,Parbat,Gandaki,100.0
212,Police Station Jaljala,Jaljala,"Parbat, Nepal",,28.26,83.67,Parbat,Gandaki,100.0
476,Police Station Kushma,Kushma,"Parbat, Nepal",,28.22,83.68,Parbat,Gandaki,100.0
65,Police Station Kusma,Kusma,"Kusma Municipality, Parbat, Nepal",,28.22,83.68,Parbat,Gandaki,100.0
211,Police Station Modi,Kushma Area,"Parbat, Nepal",,28.25,83.7,Parbat,Gandaki,100.0
1555,Police Station Parbat,Kushma,"Parbat, Nepal",,28.22,83.68,Parbat,Gandaki,100.0
1666,Police Station Phalebas,Phalebas,"Parbat, Nepal",,28.17,83.67,Parbat,Gandaki,100.0
61,District Police Office Syangja,Syangja,"Syangja Bazaar, Nepal",,28.09,83.87,Syangja,Gandaki,100.0
471,District Police Office Syangja,Syangja,"Syangja, Nepal",,28.09,83.87,Syangja,Gandaki,100.0
208,Police Station Arjunchaupari,Arjunchaupari,"Syangja, Nepal",,28.08,83.85,Syangja,Gandaki,100.0
207,Police Station Chapakot,Chapakot,"Syangja, Nepal",,27.98,83.77,Syangja,Gandaki,100.0
210,Police Station Galyang,Galyang,"Syangja, Nepal",,27.95,83.76,Syangja,Gandaki,100.0
209,Police Station Kolma,Kolma,"Syangja, Nepal",,28.05,83.8,Syangja,Gandaki,100.0
63,Police Station Putalibazar,Syangja,"Putalibazar, Syangja, Nepal",,28.1,83.87,Syangja,Gandaki,100.0
474,Police Station Putalibazar,Putalibazar,"Syangja, Nepal",,28.1,83.87,Syangja,Gandaki,100.0
1121,Police Station Syangja,Syangja,"Syangja, Nepal",,28.09,83.87,Syangja,Gandaki,100.0
62,Police Station Waling,Waling,"Waling Municipality, Syangja, Nepal",,27.98,83.76,Syangja,Gandaki,100.0
472,Police Station Waling,Waling,"Syangja, Nepal",,27.98,83.76,Syangja,Gandaki,100.0
51,District Police Office Tanahun,Damauli,"Damauli, Tanahun, Nepal",,27.973,84.24,Tanahun,Gandaki,100.0
462,District Police Office Tanahun,Damauli,"Tanahun, Nepal",,27.973,84.24,Tanahun,Gandaki,100.0
1654,Police Station Bandipur,Bandipur,"Tanahun, Nepal",,27.94,84.41,Tanahun,Gandaki,100.0
53,Police Station Bhimad,Bhimad,"Bhimad Municipality, Tanahun, Nepal",,27.95,84.05,Tanahun,Gandaki,100.0
465,Police Station Bhimad,Bhimad,"Tanahun, Nepal",,27.95,84.05,Tanahun,Gandaki,100.0
692,Police Station Damauli,Damauli,"Tanahun, Nepal",,27.973,84.24,Tanahun,Gandaki,100.0
52,Police Station Dumre,Dumre,"Dumre, Tanahun, Nepal",,28.115,84.4,Tanahun,Gandaki,100.0
463,Police Station Dumre,Dumre,"Tanahun, Nepal",,28.115,84.4,Tanahun,Gandaki,100.0
464,Police Station Khairenitar,Khairenitar,"Tanahun, Nepal",,28.05,84.08,Tanahun,Gandaki,100.0
1548,Police Station Tanahun,Damauli,"Tanahun, Nepal",,27.973,84.24,Tanahun,Gandaki,100.0
154,District Police Office Dailekh,Dailekh,"Dailekh Bazaar, Nepal",,28.85,81.71,Dailekh,Karnali,100.0
525,District Police Office Dailekh,Dailekh,"Dailekh, Nepal",,28.85,81.71,Dailekh,Karnali,100.0
341,District Police Office Dailekh Area,Dailekh,"Dailekh, Nepal",,28.85,81.71,Dailekh,Karnali,100.0
342,Police Station Bhairabi,Bhairabi,"Dailekh, Nepal",,28.9,81.6,Dailekh,Karnali,100.0
1294,Police Station Dailekh,Dailekh,"Dailekh, Nepal",,28.85,81.71,Dailekh,Karnali,100.0
1307,Police Station Dailekh Bazaar,Dailekh,"Dailekh, Nepal",,28.85,81.71,Dailekh,Karnali,100.0
155,Police Station Dullu,Dullu,"Dullu, Dailekh, Nepal",,28.83,81.72,Dailekh,Karnali,100.0
526,Police Station Dullu,Dullu,"Dailekh, Nepal",,28.83,81.72,Dailekh,Karnali,100.0
263,Police Station Dullu Area,Dullu,"Dailekh, Nepal",,28.83,81.72,Dailekh,Karnali,100.0
343,Police Station Mahabu,Mahabu,"Dailekh, Nepal",,28.95,81.5,Dailekh,Karnali,100.0
262,Police Station Naumule,Naumule,"Dailekh, Nepal",,28.85,81.55,Dailekh,Karnali,100.0
164,District Police Office Dolpa,Dunai,"Dunai, Dolpa, Nepal",,29.0,82.82,Dolpa,Karnali,100.0
275,District Police Office Dolpa,Dunai,"Dolpa, Nepal",,29.0,82.82,Dolpa,Karnali,100.0
1298,Police Station Dolpa,Dunai,"Dolpa, Nepal",,29.0,82.82,Dolpa,Karnali,100.0
945,Police Station Dunai,Dunai,"Dolpa, Nepal",,29.0,82.82,Dolpa,Karnali,100.0
165,Police Station Juphal,Juphal,"Juphal, Dolpa, Nepal",,29.28,82.82,Dolpa,Karnali,100.0
536,Police Station Juphal,Juphal,"Dolpa, Nepal",,29.28,82.82,Dolpa,Karnali,100.0
276,Police Station Tripurakot,Tripurakot,"Dolpa, Nepal",,29.1,82.7,Dolpa,Karnali,100.0
156,District Police Office Jajarkot,Khalanga,"Jajarkot Khalanga, Nepal",,28.7,82.18,Jajarkot,Karnali,100.0
264,District Police Office Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7,82.18,Jajarkot,Karnali,100.0
338,District Police Office Jajarkot Area,Khalanga,"Jajarkot, Nepal",,28.7,82.18,Jajarkot,Karnali,100.0
266,Police Station Barekot,Barekot,"Jajarkot, Nepal",,28.8,82.1,Jajarkot,Karnali,100.0
157,Police Station Chhedagad,Chhedagad,"Jajarkot, Nepal",,28.6,82.2,Jajarkot,Karnali,100.0
955,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7,82.18,Jajarkot,Karnali,100.0
340,Police Station Junichande,Junichande,"Jajarkot, Nepal",,28.85,82.1,Jajarkot,Karnali,100.0
339,Police Station Kushe,Kushe,"Jajarkot, Nepal",,28.75,82.05,Jajarkot,Karnali,100.0
265,Police Station Nalgad,Nalgad,"Jajarkot, Nepal",,28.65,82.2,Jajarkot,Karnali,100.0
160,District Police Office Jumla,Chandannath,"Jumla Khalanga, Nepal",,29.27,82.18,Jumla,Karnali,100.0
270,District Police Office Jumla,Chandannath,"Jumla, Nepal",,29.27,82.18,Jumla,Karnali,100.0
347,District Police Office Jumla Area,Chandannath,"Jumla, Nepal",,29.27,82.18,Jumla,Karnali,100.0
1500,Police Station Chandannath,Jumla,"Jumla, Nepal",,29.27,82.18,Jumla,Karnali,100.0
271,Police Station Guthichaur,Guthichaur,"Jumla, Nepal",,29.35,82.15,Jumla,Karnali,100.0
939,Police Station Jumla,Jumla,"Jumla, Nepal",,29.27,82.18,Jumla,Karnali,100.0
348,Police Station Kanakasundari,Kanakasundari,"Jumla, Nepal",,29.3,82.05,Jumla,Karnali,100.0
161,Police Station Sinja,Sinja,"Sinja Valley, Jumla, Nepal",,29.32,81.98,Jumla,Karnali,100.0
532,Police Station Tatopani,Tatopani,"Jumla, Nepal",,29.25,82.25,Jumla,Karnali,100.0
272,Police Station Tatopani Jumla,Tatopani,"Jumla, Nepal",,29.25,82.25,Jumla,Karnali,100.0
158,District Police Office Kalikot,Manma,"Manma, Kalikot, Nepal",,29.15,81.62,Kalikot,Karnali,100.0
267,District Police Office Kalikot,Manma,"Kalikot, Nepal",,29.15,81.62,Kalikot,Karnali,100.0
1296,Police Station Kalikot,Manma,"Kalikot, Nepal",,29.15,81.62,Kalikot,Karnali,100.0
941,Police Station Manma,Manma,"Kalikot, Nepal",,29.15,81.62,Kalikot,Karnali,100.0
269,Police Station Pachaljharana,Pachaljharana,"Kalikot, Nepal",,29.2,81.7,Kalikot,Karnali,100.0
159,Police Station Raskot,Raskot,"Kalikot, Nepal",,29.1,81.6,Kalikot,Karnali,100.0
268,Police Station Tilagufa,Tilagufa,"Kalikot, Nepal",,29.1,81.6,Kalikot,Karnali,100.0
162,District Police Office Mugu,Gamgadhi,"Gamgadhi, Mugu, Nepal",,29.53,82.09,Mugu,Karnali,100.0
273,District Police Office Mugu,Gamgadhi,"Mugu, Nepal",,29.53,82.09,Mugu,Karnali,100.0
349,District Police Office Mugu Area,Gamgadhi,"Mugu, Nepal",,29.53,82.09,Mugu,Karnali,100.0
943,Police Station Gamgadhi,Gamgadhi,"Mugu, Nepal",,29.53,82.09,Mugu,Karnali,100.0
350,Police Station Khatyad,Khatyad,"Mugu, Nepal",,29.6,81.9,Mugu,Karnali,100.0
1297,Police Station Mugu,Gamgadhi,"Mugu, Nepal",,29.53,82.09,Mugu,Karnali,100.0
163,Police Station Rara,Rara,"Rara Area, Mugu, Nepal",,29.52,82.08,Mugu,Karnali,100.0
534,Police Station Rara,Rara,"Mugu, Nepal",,29.52,82.08,Mugu,Karnali,100.0
274,Police Station Soru,Soru,"Mugu, Nepal",,29.45,82.05,Mugu,Karnali,100.0
251,District Police Office Rukum West,Musikot,"Musikot, Rukum West, Nepal",,28.63,82.48,Rukum West,Karnali,100.0
946,District Police Office Rukum West,Musikot,"Rukum West, Nepal",,28.63,82.48,Rukum West,Karnali,100.0
335,District Police Office Rukum West Area,Musikot,"Rukum West, Nepal",,28.63,82.48,Rukum West,Karnali,100.0
253,Police Station Aathbiskot,Aathbiskot,"Rukum West, Nepal",,28.75,82.35,Rukum West,Karnali,100.0
336,Police Station Bafikot,Bafikot,"Rukum West, Nepal",,28.7,82.25,Rukum West,Karnali,100.0
252,Police Station Chaurjahari,Chaurjahari,"Rukum West, Nepal",,28.6,82.3,Rukum West,Karnali,100.0
947,Police Station Musikot,Musikot,"Rukum West, Nepal",,28.63,82.48,Rukum West,Karnali,100.0
1571,Police Station Rukum West,Musikot,"Rukum West, Nepal",,28.63,82.48,Rukum West,Karnali,100.0
337,Police Station Tribeni,Tribeni,"Rukum West, Nepal",,28.65,82.45,Rukum West,Karnali,100.0
149,District Police Office Salyan,Salyan,"Salyan Khalanga, Nepal",,28.38,82.17,Salyan,Karnali,100.0
254,District Police Office Salyan,Khalanga,"Salyan, Nepal",,28.38,82.17,Salyan,Karnali,100.0
256,Police Station Kapurkot,Kapurkot,"Salyan, Nepal",,28.35,82.22,Salyan,Karnali,100.0
1314,Police Station Khalanga,Salyan,"Salyan, Nepal",,28.38,82.17,Salyan,Karnali,100.0
255,Police Station Khalanga Salyan,Khalanga,"Salyan Bazaar, Nepal",,28.38,82.17,Salyan,Karnali,100.0
1302,Police Station Salyan,Khalanga,"Salyan, Nepal",,28.38,82.17,Salyan,Karnali,100.0
953,Police Station Salyan Bazaar,Khalanga,"Salyan, Nepal",,28.38,82.17,Salyan,Karnali,100.0
150,Police Station Shreenagar,Shreenagar,"Salyan, Nepal",,28.45,82.2,Salyan,Karnali,100.0
151,District Police Office Surkhet,Birendranagar,"Birendranagar, Surkhet, Nepal",,28.6,81.63,Surkhet,Karnali,100.0
257,District Police Office Surkhet,Birendranagar,"Surkhet, Nepal",,28.6,81.63,Surkhet,Karnali,100.0
344,District Police Office Surkhet Area,Birendranagar,"Surkhet, Nepal",,28.6,81.63,Surkhet,Karnali,100.0
153,Police Station Babiyachaur,Babiyachaur,"Surkhet, Nepal",,28.65,81.5,Surkhet,Karnali,100.0
259,Police Station Babiyachaur Surkhet,Babiyachaur,"Surkhet, Nepal",,28.65,81.5,Surkhet,Karnali,100.0
935,Police Station Birendranagar,Birendranagar,"Surkhet, Nepal",,28.6,81.63,Surkhet,Karnali,100.0
152,Police Station Chhinchu,Chhinchu,"Chhinchu, Surkhet, Nepal",,28.45,81.75,Surkhet,Karnali,100.0
1306,Police Station Chhinchu,Chhinchu,"Surkhet, Nepal",,28.52,81.57,Surkhet,Karnali,100.0
346,Police Station Gurbhakot,Gurbhakot,"Surkhet, Nepal",,28.45,81.75,Surkhet,Karnali,100.0
345,Police Station Lekbeshi,Lekbeshi,"Surkhet, Nepal",,28.6,81.8,Surkhet,Karnali,100.0
258,Police Station Mehelkuna,Mehelkuna,"Surkhet, Nepal",,28.55,81.75,Surkhet,Karnali,100.0
260,Police Station Ramghat,Ramghat,"Surkhet, Nepal",,28.56,81.6,Surkhet,Karnali,100.0
1293,Police Station Surkhet,Birendranagar,"Surkhet, Nepal",,28.6,81.63,Surkhet,Karnali,100.0
103,District Police Office Bhojpur,Bhojpur,"Bhojpur Bazaar, Nepal",,27.17,87.05,Bhojpur,Koshi,100.0
380,District Police Office Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.17,87.05,Bhojpur,Koshi,100.0
783,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.17,87.05,Bhojpur,Koshi,100.0
104,Police Station Dingla,Dingla,"Dingla, Bhojpur, Nepal",,27.2,87.1,Bhojpur,Koshi,100.0
381,Police Station Dingla,Dingla,"Bhojpur, Nepal",,27.2,87.1,Bhojpur,Koshi,100.0
1227,Police Station Shadananda,Shadananda,"Bhojpur, Nepal",,27.16,86.95,Bhojpur,Koshi,100.0
105,District Police Office Dhankuta,Dhankuta,"Dhankuta Bazaar, Nepal",,26.98,87.34,Dhankuta,Koshi,100.0
373,District Police Office Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.98,87.34,Dhankuta,Koshi,100.0
774,Police Station Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.98,87.34,Dhankuta,Koshi,100.0
106,Police Station Hile,Hile,"Hile, Dhankuta, Nepal",,27.01,87.3,Dhankuta,Koshi,100.0
374,Police Station Hile,Hile,"Dhankuta, Nepal",,27.01,87.3,Dhankuta,Koshi,100.0
375,Police Station Pakhribas,Pakhribas,"Dhankuta, Nepal",,27.05,87.3,Dhankuta,Koshi,100.0
98,District Police Office Ilam,Ilam,"Ilam Bazaar, Nepal",,26.91,87.93,Ilam,Koshi,100.0
366,District Police Office Ilam,Ilam,"Ilam, Nepal",,26.91,87.93,Ilam,Koshi,100.0
367,Police Station Fikkal,Fikkal,"Ilam, Nepal",,26.89,88.08,Ilam,Koshi,100.0
1191,Police Station Ilam,Ilam,"Ilam, Nepal",,26.91,87.93,Ilam,Koshi,100.0
767,Police Station Ilam Bazaar,Ilam,"Ilam, Nepal",,26.91,87.93,Ilam,Koshi,100.0
368,Police Station Mai,Mai,"Ilam, Nepal",,26.8,87.95,Ilam,Koshi,100.0
1214,Police Station Maijogmai,Maijogmai,"Ilam, Nepal",,26.95,87.85,Ilam,Koshi,100.0
362,Area Police Office Birtamode,Birtamode,"Jhapa, Nepal",,26.64,88.0,Jhapa,Koshi,100.0
96,District Police Office Jhapa,Bhadrapur,"Bhadrapur, Jhapa, Nepal",,26.54,88.09,Jhapa,Koshi,100.0
361,District Police Office Jhapa,Bhadrapur,"Jhapa, Nepal",,26.54,88.09,Jhapa,Koshi,100.0
762,Police Station Bhadrapur,Bhadrapur,"Jhapa, Nepal",,26.54,88.09,Jhapa,Koshi,100.0
97,Police Station Birtamode,Birtamode,"Birtamode, Jhapa, Nepal",,26.64,88.0,Jhapa,Koshi,100.0
763,Police Station Birtamode,Birtamode,"Jhapa, Nepal",,26.64,88.0,Jhapa,Koshi,100.0
363,Police Station Damak,Damak,"Jhapa, Nepal",,26.66,87.7,Jhapa,Koshi,100.0
1215,Police Station Jhapa,Bhadrapur,"Jhapa, Nepal",,26.54,88.09,Jhapa,Koshi,100.0
364,Police Station Kakarbhitta,Kakarbhitta,"Jhapa, Nepal",,26.64,88.15,Jhapa,Koshi,100.0
365,Police Station Mechinagar,Mechinagar,"Jhapa, Nepal",,26.65,88.15,Jhapa,Koshi,100.0
107,District Police Office Khotang,Diktel,"Diktel, Khotang, Nepal",,27.21,86.79,Khotang,Koshi,100.0
382,District Police Office Khotang,Diktel,"Khotang, Nepal",,27.21,86.79,Khotang,Koshi,100.0
786,Police Station Diktel,Diktel,"Khotang, Nepal",,27.21,86.79,Khotang,Koshi,100.0
108,Police Station Halesi,Halesi,"Halesi, Khotang, Nepal",,27.05,86.73,Khotang,Koshi,100.0
383,Police Station Halesi,Halesi,"Khotang, Nepal",,27.05,86.73,Khotang,Koshi,100.0
1228,Police Station Khotang,Diktel,"Khotang, Nepal",,27.21,86.79,Khotang,Koshi,100.0
