osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
node,4791306601,Hotel Crystal Palace,hotel,Not Available,https://www.crystalpalacepokhara.com/,61-465133; 465144; 9857021811,crystalpalacepokhara@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.210312,83.9583094
node,4791306602,Hotel Deep Oasis,hotel,Not Available,Not Available,+977 9856030562;+977 61 463769,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2103974,83.9600666
node,4791306603,Hotel Peace Ganga,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2105752,83.9596978
node,4791306604,Hotel Serenity,hotel,Not Available,Not Available,9846059242,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2100475,83.9579085
node,4791306605,Hotel The Billabong Garden,hotel,Not Available,Not Available,061-464254,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2102532,83.9591526
node,4791314044,Peace Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2074112,83.9628783
node,4791314045,Hotel The Horizon,hotel,Not Available,Not Available,+97761462893,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2073752,83.962657
node,4791314053,Gautam Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2067762,83.962293
node,4791325823,Hotel Buttercup,hotel,Not Available,Not Available,"+97761466482, 9856065422",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2078396,83.963095
node,4791332018,Hotel 7 Continents,hotel,Not Available,www.hotel7continents.com,"9846100050,61-464576",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2112653,83.9585426
node,4791332019,Hotel Centre Inn Lake,hotel,Not Available,www.hotelcentreinnlake.com,061-464542; +977-9856086154; +977-9842686154,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2110561,83.9588944
node,4791332622,Hotel Swapna Bagh,hotel,Not Available,http://hotelswapnabagh.com/,+977 61 467223;+977 61 467224;+977 61 467225,reservations@hotelswapnabagh.com,Not Available,Not Available,Not Available,Dipak Acharya,Kaski,28.2112959,83.958461
node,4791332623,Kumari Inn,hotel,Not Available,Not Available,061-467117,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2112772,83.9603609
node,4791332625,Noor Hotel,hotel,Not Available,Not Available,"9806624057,9816113221,9815122534",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2115541,83.9579002
node,4791365937,Hotel River Park,hotel,Not Available,Not Available,061-464623,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2114537,83.9599879
node,4791365938,Sampada Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2105097,83.9592486
node,4791369924,Penguin Guest House and Restaurant,guest_house,Not Available,hotelpenguinguesthouse.com.np,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2065974,83.9624824
node,4791369926,New Tourist Guest House,guest_house,Not Available,www.newtouristgh.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2064906,83.9623168
node,4791410140,Hotel Lake Palace,hotel,Not Available,Not Available,"061-462027, 061-461776",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.211288,83.9597684
node,4791410141,Hotel Middle Path,hotel,Not Available,Not Available,061-465803,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.211288,83.9595911
node,4791600422,Gum Bahadur Chhetri,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Gam Bahadur Chhetri,Kaski,28.3004524,83.8559641
node,4793053422,Kalpana,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2214951,83.957642
node,4793377624,Jungle Paradise,hotel,Not Available,Not Available,"9746028102, 9806136698",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3786983,83.7992209
node,4793502624,Dil Kumari Home Stay,guest_house,Not Available,Not Available,9840010638,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3767956,83.8071374
node,4795961223,Binishka Guest House and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3589631,83.8049759
node,4795961224,Popular Guest House and Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3590128,83.8050467
node,4795961521,Hotel Kasturi,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3594532,83.8047662
node,4800681199,Hotel Blue Heaven,hotel,Not Available,hotelblueheaven.com.np,061-461450,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.215148,83.9584462
node,4800701090,Lake Front,hotel,Not Available,https://www.hotellakefront.com/,+977 61 463908,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2177478,83.9582445
node,4800708997,Pokhara Village Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2165253,83.9589138
node,4800813801,Hotel Karuna,hotel,Not Available,https://www.hotelkaruna.com/,061-465644,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2120244,83.959772
node,4800813802,Hotel Monila,hotel,Not Available,Not Available,061-462014,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2130719,83.9577124
node,4800813803,Hotel Temple Villa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2122723,83.9592641
node,4800816704,Memory Guest House,hotel,Not Available,memorieguesthouse.com.np,061-463236,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2166761,83.9584757
node,4800816709,Hotel Blue Lake,hotel,Not Available,hotelrhythmpalace.com,+977 61 463217,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2161849,83.9587431
node,4800870882,Golden Gate,hotel,Not Available,gghpokhara.com,"061-466669, 466670",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2168125,83.9588047
node,4816981021,Unique Mountain Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2104273,83.9594459
node,4818308375,Heaven View Top lodge & restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.4104296,83.7536522
node,4828245135,Rupa View Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.159404,84.1075827
node,4839389221,Gorgeous Village Guest House,guest_house,Not Available,https://www.facebook.com/gorgeousvillage1,+977 9814169450,gorgeousvillage@gmail.com,Not Available,Not Available,Not Available,khadga bdr. thapa,Kaski,28.2309727,83.9503297
node,4843009274,Binita Khaja Ghar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2154596,83.9892815
node,4854980523,White Rabbit Hostel,hostel,Not Available,Not Available,+977 974-6288126,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2210745,83.9583142
node,4859353121,Hotel Red Carpet,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2167665,83.9584206
node,4879613122,Norgay Montes & Village,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2222453,83.9570851
node,4898613313,Hotel Dream Pokhara,hotel,Not Available,hoteldreampokhara.com,061-464360; 9856020595,hoteldreampkr@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2096754,83.9650362
node,4913095121,Hotel Windfall,hotel,Not Available,Not Available,+977 9806769309,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2174067,83.9597362
node,4916413585,Hotel Ezen,hotel,Not Available,hotelezen.com,061-464894,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2115467,83.9583829
node,4922178522,Bamboo Garden,guest_house,Not Available,Not Available,+9779815150492,mayaayam76@gmail.com,24/7,Not Available,Not Available,Maya Subedu,Kaski,28.2211684,83.9585942
node,4934222821,Himalayan Guest House,guest_house,Not Available,Not Available,161464613,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2121126,83.9605792
node,4934513922,Night Trails,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2219622,83.9549745
node,4934513923,Fewa boutique,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2218936,83.9548073
node,4951155027,Hotel Once More,hotel,Not Available,Not Available,+977-61-461522,narayanhp29@gmail.com,24/7,Not Available,Not Available,Narayan Poudel,Kaski,28.2147271,83.9590456
node,4954379326,SALUTE GORKHA TRAINING CENTER PVT. LTD,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2025749,83.9945267
node,4959800623,Homestay with Thupten,guest_house,Not Available,http://abnb.me/EVmg/zT8EOcvMDE,+9779856036334,gthupten11@hotmail.com,24/7,Not Available,Not Available,Owner,Kaski,28.2060648,83.9657797
node,5009892022,Flyeast Pokhara,information,Not Available,http://www.flyeastnepal.com,+9779801086542,info@flyeastnepal.com,Not Available,Not Available,Not Available,Flyeast Pokhara,Kaski,28.2139472,83.9585389
node,5028164643,Nirmal Pokhari Cafe,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1585759,83.9876584
node,5039089922,Kestrel Nest Studio Inn,guest_house,Not Available,http://www.kestrelneststudio.com,Not Available,trekkrishna@gmail.com,24/7,Not Available,Not Available,Krishna Adhikari,Kaski,28.21559,83.9627624
node,5043874826,The Cherry Garden,hotel,Not Available,Not Available,061-466924,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2116489,83.960664
node,5102882918,Hotel Sports Nepal,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2071592,83.9649809
node,5104541375,Hotel Middle East,hotel,Not Available,hotelmiddle-east.com,9856027251,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2101377,83.9627257
node,5130680423,Hiking Entrance of World Peace Biodiversity Garden,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1942217,83.9674233
node,5133221822,Best trekking agency.,information,Not Available,https://www.vintagenepal.com,+97761463359,vintagetravel1996@gmail.com,Mo-Su 09:00-21:00,Not Available,Not Available,Not Available,Kaski,28.213847,83.957879
node,5137091997,Hotel Paradise Inn,hotel,Not Available,https://www.hotelparadiseinnpokhara.com/,+977 61 464545;+977 61 463361;+977 9851083599,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2070482,83.9605577
node,5137094610,Hotel Lonely Planet,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3784385,83.7967142
node,5138964033,Hotel Stupa,hotel,Not Available,http://www.hotelstupa.com/,061-462608,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2112677,83.9594478
node,5165068225,Bajeko Machha Mahal,hotel,Not Available,Not Available,Not Available,Not Available,7:00-6:00,Not Available,Not Available,Not Available,Kaski,28.2129234,83.9737021
node,5168879221,Dinesh House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1638766,84.1095043
node,5170249422,Suire,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.3379774,83.8427605
node,5195626423,Dhampus Mahili Hotel and Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2919987,83.8719014
node,5240720825,Dhaulagiri Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1650742,84.0899421
node,5240765624,Grand Hotel Begnas,hotel,Not Available,Not Available,+977 61 561129,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1651837,84.0914662
node,5242305560,Hotel Daybreak,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1648365,84.0911212
node,5242305561,Hotel Gorkhali,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1649868,84.0900047
node,5242305562,Hotel Jomsom and Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1652386,84.0898874
node,5242305566,Marpha Hotel and Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1640623,84.090678
node,5242305568,Sarita Hotel and Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1641787,84.090846
node,5242314746,Hotel Aama,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1640603,84.0884703
node,5242337826,Hotel Saptadip and Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1677131,84.0880137
node,5242337828,Hotel Young's Stupa,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1678512,84.0877488
node,5242337829,Rupa Begnas Lake Inn,hotel,Not Available,Not Available,9856011406,rupabegnaslakeinn@gmail.com,24/7,Not Available,Not Available,Kamal Lamichhane,Kaski,28.1678178,84.0879212
node,5242388573,Hotel Happy Home,hotel,Not Available,Not Available,061696566,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1646237,84.0884715
node,5242388574,Hotel Himshikar Restaurant and Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1646142,84.0886808
node,5242388575,Hotel Seven Days Paradise,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1648063,84.0923406
node,5242393913,5 Brother's Hotel Jungle Village and Lake View Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1656003,84.1153339
node,5245962322,Newari Khaja,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1986196,83.9697477
node,5249832331,Dikshya's,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2219499,83.9579516
node,5309626622,Sunset Lodge and Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Mo-Su 06:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2449409,83.9475291
node,5318125022,Hotel Virgin Pokhara,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2156966,83.9623697
node,5338287521,Home,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.187192,83.9664032
node,5409131023,Little Windows,hostel,Not Available,Not Available,Not Available,littlewindowsnepal@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2133059,83.9574471
node,5425857322,Mangal Homestay,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2171684,83.9605841
node,5425992836,New Raod In,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2156944,83.9857779
node,5432656060,Old Durbar Guest House,guest_house,Not Available,Not Available,9846166900,Not Available,Not Available,Not Available,Not Available,private,Kaski,28.257673,83.9630469
node,5437769472,Hotel Jungle View,hotel,Not Available,Not Available,9856028904,chiranjibi904@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2052343,83.9623301
node,5437769476,Hotel Pokhara View,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2072848,83.9634325
node,5437769477,Pokhara Mount Resort,hotel,Not Available,Not Available,+9779861493239,paradisemountresort@gmail.com,24/7,Not Available,Not Available,Biplop Shrestha,Kaski,28.2076038,83.963738
node,5455900308,Hotel Royal Choice,hotel,Not Available,Not Available,061527622,Not Available,8:00-24:00,Not Available,Not Available,Private,Kaski,28.2137351,83.9728899
node,5456009340,Hotel Suite Inn,hotel,Not Available,www.suiteinnlodge.com,+977 9857023090;+977 61 467890,suiteinnlodge@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2055061,83.9661562
node,5456009342,hotel lake peace,hotel,Not Available,Not Available,061-463116,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2063464,83.9653757
node,5456209331,Best Inn,hotel,Not Available,Not Available,"9867034557, 9847450960",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2049022,83.9653519
node,5456396646,Hotel Milarepa,hotel,Not Available,www.hotelmilarepa.com.np,61-464085; 061-464086,hotelmilarepa@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2052366,83.9641884
node,5456766164,Pokhara Sunrise Hostel and Tution Center,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1920137,83.9704478
node,5456766166,SEE Hostel & Tution Center,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.19198,83.9703775
node,5456995077,Kaskikot Homestay,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2680991,83.9052674
node,5456995087,Himalayan Villa,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2748576,83.8931269
node,5457131906,Metro Everest Treak and Expedition PVT.LTD.,information,Not Available,Not Available,+977 9851019846,Not Available,Su-Fr 08:00-18:00,Not Available,Not Available,Not Available,Kaski,28.2010764,83.9715549
node,5458641697,Life You Inn,hotel,Not Available,Not Available,+977 9814140666,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2047911,83.9638053
node,5458641700,Hotel Magnolia,hotel,Not Available,www.magnoliapokhara.com,+977 61 464463;+977 61 467329,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2053738,83.9635303
node,5458641702,Pokhara Back Packer's Hostel,hostel,Not Available,Not Available,61-464384; 9846068125,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2051362,83.9637302
node,5458863001,Royal Guest House,hotel,Not Available,hotelroyalguesthouse.com,061-463443,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2066697,83.9625691
node,5458863003,Hotel King Fisher,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.207494,83.962656
node,5458863004,Free Tourism Information Centre,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2077214,83.9629784
node,5459035647,Rustika Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2073191,83.962314
node,5459447500,Hotel Smriti & lodge,hotel,Not Available,Not Available,9846020450,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1887318,83.9582907
node,5459447516,Hotel Rythm,hotel,Not Available,Not Available,061460815,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1902165,83.9649177
node,5459645729,Manakamana Hostel,hostel,Not Available,Not Available,"9856033436,9846209715,9856044345",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2242575,83.9794541
node,5461784172,Boys Hostel,hostel,Not Available,Not Available,9817110215,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.228251,83.9809805
node,5461924082,Kaushal Hotel,hotel,Not Available,Not Available,061-522793,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2273919,83.9846729
node,5462506977,Albright Girls Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2267766,83.9870356
node,5462550846,New Hotel Nature Land,hotel,Not Available,Not Available,061-462577,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1999423,83.9705628
node,5463338425,Hotel Pokhara Batika,hotel,Not Available,https://www.hotelpokharabatika.com/,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2063381,83.9612143
node,5463338427,Hotel Holy Lodge,hotel,Not Available,Not Available,+977 61 463422,info@holylodge.com.np,Not Available,Not Available,Not Available,Not Available,Kaski,28.2070661,83.9617427
node,5463338428,Hotel Lakeside Inn,hotel,Not Available,wwwhotellakesideinn.com,"061-464136, 464131",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2073829,83.9620243
node,5463338429,Hotel Rhythmic Palace,hotel,Not Available,www.hotelrhythmpalace.com,"061-467572, 9856027332",ddhkal24@gmail.com,24/7,Not Available,Not Available,Not Available,Kaski,28.2078154,83.962196
node,5463386017,Shova Guest House,guest_house,Not Available,Not Available,061-462781,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2088401,83.9619237
node,5463386018,Hotel Dream Lake,hotel,Not Available,www.hoteldreamlake.com,9856044471,hdreamlake@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2092892,83.9625943
node,5463724226,Kanti Girls Hostel,hostel,Not Available,Not Available,"9806563159,9804134435",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.229422,83.9868003
node,5466135766,Bishal Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.214216,83.9721188
node,5466135769,Himalayan Art Gallery,artwork,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2150964,83.971758
node,5466340123,Fuji Guest House,guest_house,Not Available,Not Available,"061-462230,9846049227,9826101010",fujiguesthouse06@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2087846,83.958048
node,5468490408,Satya Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2094924,83.9620015
node,5468490409,Kuti Resort,hotel,Not Available,https://www.kutiresort.com/,"061-467325,467326",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2095421,83.9618164
node,5468490410,Hakuniwa Guest House,hotel,Not Available,www.hakoniwa.com,061-466674,anil.kizza@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2095893,83.9615804
node,5469167411,Kutumba Girls Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1468923,84.0838248
node,5469569850,Thakali Banchha Ghar & Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2294215,83.9909308
node,5470329127,Hotel Bishram,hotel,Not Available,www.hotelbishram.com.np,61-464734,hotelbishram@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2084359,83.9583403
node,5470405813,Hotel Mount View Pokhara,hotel,Not Available,Not Available,+977 61 464200;+977 61 464210;+977 61 466211,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2076452,83.9593461
node,5470405814,Hotel Spring,hotel,Not Available,www.hotelspringpokhara.com,"61-467351,467352",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2076559,83.959621
node,5470405815,Hotel White Pearl,hotel,Not Available,https://www.whitepearlnepal.com/,"61-465600,464777",online@whitepearl.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2079537,83.9595151
node,5470405817,Hotel Galaxy Inn,hotel,Not Available,www.galaxyinnpokhara.com,"61-462329,9846585843",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2080589,83.9602621
node,5470405818,Hotel Lake Valley,hotel,Not Available,Not Available,9856032423,gurunganil290@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2079171,83.9603251
node,5470405819,Hotel Durbar Inn,hotel,Not Available,Not Available,"61-460311,4663159802810481",info@hoteldreaminn.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2074325,83.9604646
node,5470405820,Hotel Sublime,hotel,Not Available,https://www.hotelsublimepkr.com/,061-464988,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2075731,83.9605907
node,5470406221,Hotel Yad,hotel,Not Available,Not Available,061-460468,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1951697,83.9728054
node,5470524957,New Thapa Catering & Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1947672,83.9736691
node,5470527755,Mountain Overland,hotel,Not Available,Not Available,061-465853,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1961134,83.9702627
node,5470527756,Hotel Fishtail Inn,hotel,Not Available,Not Available,061-46620,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1957795,83.9703472
node,5470544829,Ashok Guest House & Restaurant,hotel,Not Available,Not Available,061-467096,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1960662,83.9694916
node,5470544830,Hotel Garden Orchid Bar and Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1960059,83.9694782
node,5474497981,Fewa View Family Guest House and Resturent,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2429361,83.949379
node,5474497987,Himalaya View Guest House and Restaurant,guest_house,Not Available,Not Available,+977 98460 21511,Not Available,8:00-20:00,Not Available,Not Available,Not Available,Kaski,28.2449119,83.9507398
node,5474526724,Himalayan Front Hotel,hotel,Not Available,Not Available,061412398 061412399,reservation@himalayanfront.com,8:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2446693,83.9744389
node,5474681806,Hotel Pokhara International,hotel,Not Available,www.hotelpokharainternational.com,"61-466135,9851037869",hotelpokharainternational@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2081617,83.9604136
node,5474681807,Hotel Pigeon,hotel,Not Available,www.hotelgodpigeon.com,"9815106559, 061-466664",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2079844,83.9608321
node,5474681808,Hotel Angan,hotel,Not Available,Not Available,"9804176269,061-462517",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2077741,83.9608294
node,5474987526,Hotel Manaslu II,hotel,Not Available,Not Available,"61-467524,9856021859",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2101732,83.9625272
node,5474987530,Hotel Goa Palace,hotel,Not Available,www.hotelgoapalace.com,9813039589,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2106955,83.9614704
node,5474987536,Hotel Peace Ganga Inn,hotel,Not Available,Not Available,+977 9856085510;+977 9861085510,peacegangainn@gmail.com,Not Available,Not Available,Not Available,Not Available,Kaski,28.2099667,83.9596175
node,5475683570,Paradise Girls Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2332568,83.9903911
node,5475683572,Hotel Annapurna View Sarangkot,hotel,Not Available,Not Available,061-531052,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2331804,83.989716
node,5475683580,Premire Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2354629,83.989793
node,5475957940,New Shraddha S.L.C. Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2321263,83.9893771
