ID,Name,Type,Tourism_Category,Latitude,Longitude,City
4230090489,Bardia Homestay,node,guest_house,28.4365001,81.2363795,
4230713801,Balaji,node,hotel,27.6980517,84.4214334,
4230760587,Ekant Hotel ,node,hotel,28.0393813,82.4850139,
4231245589,Gurung Cottage,node,guest_house,28.3763865,83.8078911,
4231249584,Krishna Home Stay,node,guest_house,28.4279805,83.6207777,
4233499291,Horizon Homestay,node,guest_house,27.8695482,83.5476249,
4234105892,Sunlight,node,hotel,28.7045006,80.5852141,
4234181191,Home Stay,node,guest_house,28.4280543,83.620989,
4235441396,Ranjana Home Stay,node,guest_house,28.1639961,84.110067,
4235620291,Rames,node,viewpoint,27.6749671,85.3870724,
4236730189,The Coast,node,hotel,28.2167239,83.9587922,
4236730190,Un Dia Blanco Eco Guest House,node,guest_house,27.723949,85.3584524,
4239071289,Tashidelek Guest Lodge & House,node,guest_house,27.6197022,85.5759053,
4240852652,Ram Hotel,node,hotel,28.2091393,83.9945298,
4243017315,Chandika house,node,viewpoint,27.628242,85.5207428,
4243026503,Barudkhana,node,viewpoint,27.6825695,85.4103121,
4243029634,Shakhal Basti,node,viewpoint,27.6781793,85.4074757,
4243030036,Dandipakha,node,viewpoint,27.6820235,85.4089415,
4243043012,Aviyantra Engineering Consultancy,node,viewpoint,27.6883584,85.3273044,
4244075089,Hotel Motherland,node,hotel,28.2134931,83.9597856,
4245226295,Bimali house ,node,guest_house,26.6006446,87.9932138,
4245506289,Shakya Home,node,guest_house,27.720872,85.3142955,
4252229287,Agro Village Resort & Farm,node,hotel,27.7560366,85.8446966,
4254080891,Hotel Lemon Tree,node,hotel,27.7174289,85.3096014,
4255733388,Milan hotel,node,guest_house,28.3758415,83.8082304,
4255735209,Meshram Guest House,node,guest_house,28.3763525,83.8086485,
4255735220,Heaven View Guest House,node,guest_house,28.3771648,83.8086974,
4255735231,Hotel Ashish Aama,node,guest_house,28.3773661,83.8086641,
4255735244,Muna Guest House,node,guest_house,28.3771768,83.8089203,
4255811689,Hotel Greenland,node,hotel,27.983488,83.7624548,
4256151744,Shangri-La Guest House Restaurant,node,hotel,28.381323,83.8040577,"Annapurna Rural Municipality, Ward No.10"
4256151751,Bishwa Guest House,node,guest_house,28.3808632,83.8047207,
4256346489,Trimurti Restaurant & Lodge,node,hotel,27.7037023,83.272318,
4256753189,N/A,node,guest_house,26.6875148,87.0962164,
4258169596,Highway Hotel & Restaurant,node,hotel,27.6867696,82.8400611,
4258251292,Kathmandu CityHill,node,hotel,27.7209932,85.3118557,
4258538591,Birendra dai,node,hotel,27.7355333,85.3545121,
4258556289,Lila dai,node,hotel,27.699948,85.3492901,
4259712690,Thulobaa,node,hotel,27.7288957,85.3362111,
4260791792,Paradise Hotel,node,hotel,28.6415187,81.278511,
4261922589,Hotel Buddha,node,guest_house,28.3757115,83.8095696,
4261924704,Kushal guest house,node,guest_house,28.3759297,83.8098585,
4261926942,Namaste Guest House,node,guest_house,28.3726088,83.8091845,
4264697499,khaliban,node,hotel,27.8429121,83.817793,
4264714397,Manakamana Hotel,node,guest_house,27.8658374,83.5396464,
4264714996,maidan,node,guest_house,27.7823108,83.752311,
4264715207,Humin,node,hotel,27.821482,83.6822373,
4264715208,Jalpa Bajar,node,guest_house,27.7990359,83.7345659,
4265405389,Ganesh Parajuli,node,artwork,27.7335701,85.3537196,
4265554225,Divyeshwari guest house,node,guest_house,27.6763023,85.3880282,
4265734308,Holy Lodge,node,hotel,27.5752918,84.4934753,
4266642366,Hotel Lion Pvt Ltd.,node,hotel,27.7201448,85.3206325,
4269241339,Rana Hotel,node,hotel,27.7049446,84.4122089,
4269625792,Bhairab Temple,node,attraction,28.2328413,83.9853073,
4270109289,chhapakdi,node,guest_house,27.8119251,83.9988627,
4275697999,agro industry,node,viewpoint,27.5104214,83.5226313,
4275710992,Parasi Pahuna Ghar,node,guest_house,27.5315939,83.6643221,Parasi
4275718895,basantapur vdc,node,viewpoint,27.5098799,83.5027042,
4275718896,yeti,node,hotel,27.5057739,83.4565852,
4280574090,Ayabari rent,node,viewpoint,26.649437,88.1375021,
4280976022,Way to Bakuliya,node,hotel,27.1358374,84.9606868,
4280990404,Gauri Baba's Home,node,guest_house,27.1246396,85.002513,
4281452097,sumigaun,node,camp_site,27.8727192,86.2321569,
4284551294,S-Style Dance Institute,node,attraction,27.6932073,85.282051,
4285982489,Club Galaxy,node,attraction,27.6912275,85.2778476,
4287872690,New Pokhara Restaurant & Lodge,node,hotel,27.5010691,83.4585462,
4289879890,Dharmapal,node,information,27.7371926,85.4460881,
4292367994,salinadi hydropower,node,viewpoint,27.7478171,85.4811292,
4295495689,Buddha party palace,node,motel,27.6543914,85.3548751,
4295711656,Lamchya dhadha,node,viewpoint,28.2699891,83.8971888,
4295733290,Jai bageswari high school ( Hostel),node,hostel,28.061305,81.6211391,
4296155915,Hotel Laxmi,node,hotel,28.2124005,83.9782592,
4297051424,My home,node,guest_house,27.6135806,84.5618843,
4297336981,Hotel Kamakshya,node,hotel,26.6607655,87.6959349,
4298688935,Hotel Sechha,node,hotel,26.8236149,87.2858237,Dharan
4300710153,Anjuli Hotel,node,hotel,26.9715815,87.3441275,
4303227092,Nepal Japan Token of Love,node,viewpoint,27.2674098,85.949719,
4303293589,Chisapani,node,viewpoint,26.811114,88.1073672,
4303500190,Tamu's Paradise,node,guest_house,27.7235207,85.3088407,
4304131063,Bista Hotel & Lodge,node,hotel,27.0284252,87.3126857,
4304131064,Chhathar Hotel & Lodge,node,hotel,27.0284028,87.3134373,
4304131065,Gumba Guest House,node,hotel,27.0301882,87.3132407,
4304131066,Hotel Himali & Lodge,node,hotel,27.0306206,87.3133766,
4304131069,Manu Hotel & Lodge,node,hotel,27.0298979,87.3131431,
4304131071,Salina Hotel & Lodge,node,hotel,27.0278591,87.3123225,
4304131072,Tourism Hotel & Lodge,node,hotel,27.034564,87.3139759,
4305384192,lakhan thapa cave,node,attraction,27.9469724,84.6770639,
4305400491,Pokhari Bhatta Hotel,node,hotel,28.111055,84.6663328,
4305409889,pokharidanda,node,viewpoint,27.9621011,84.6757155,
4307031499,Giri hotel & khaja ghar,node,hotel,26.9721789,85.9245543,
4307452591,kasthamandap  travellers  home ,node,hostel,27.716799,85.3074375,
4309250193,Durga girls hostel,node,hostel,27.6878809,85.3313697,
4309250491,Noyel House,node,attraction,27.6735715,85.3452556,
4311715390,Golo Ghar,node,attraction,27.8684775,83.54563,
4312078689,International Foot Rest Lodge,node,guest_house,27.804711,86.7102968,
4312086891,Offroadnepal Pvt Ltd,node,information,27.7197146,85.318497,
4314092301,Shyam Giri's Room,node,motel,27.4161779,85.0351495,
4315862893,N/A,node,attraction,27.7313342,85.3494489,
4316610430,Abdullah Hotel,node,hotel,27.8565424,84.5622377,
4316610431,Binaya Guest House,node,hotel,27.8567338,84.5625878,
4316610432,Bisauni Hotel & Guesthouse,node,hotel,27.8566627,84.5624703,
4316610433,Hotel Mugling,node,hotel,27.8565315,84.561233,
4316610434,Machhaouchhre Hotel & Lodge,node,hotel,27.8563925,84.5609126,
4316610435,Madani Hotel,node,hotel,27.8567929,84.562709,
4316610436,Mugling Guest House,node,hotel,27.8565752,84.5622983,
4316610437,Thakali Kalpan Hotel,node,hotel,27.8567644,84.5626497,
4322385389,N/A,node,artwork,27.6932373,85.2894169,
4323094591,Anushka's homestay,node,hotel,27.7218723,85.3091436,
4324789213,Hotel Rudrakshya,node,hotel,27.7096081,85.4540659,
4324802381,N/A,node,hotel,27.7109383,85.4942506,
4324884018,Hotel Sunrise,node,hotel,27.7107497,85.5034867,
4325622945,Hotel Benju,node,hotel,28.2189656,83.6785459,
4325931190,International Green Developers Nepal,node,attraction,27.6670906,85.4428107,
4326344090,Mahalaxmi Mithai Bhandar,node,hotel,27.6903963,85.2445876,
4326904894,Ashok Niwas,node,guest_house,28.1281224,84.0981767,
4327669097,N/A,node,hostel,27.8935644,86.8204917,
4327694495,Everest View Lodge & Restaurant,node,hostel,27.8562688,86.7929679,
4328796789,Brindaban,node,hotel,27.6971523,83.4668932,
4328993727,bagmani masala research,node,theme_park,27.6459322,85.6198775,
4329323991,Mahaguthi,node,artwork,27.6853362,85.318092,
4331941410,Kongde,node,guest_house,27.7805256,86.7000754,
4331941412,r,node,guest_house,27.7955038,86.6964485,
4332104797,Hotel Temple resort,node,hotel,28.7076967,80.5743888,
4338250095,Youbraj,node,guest_house,27.6992794,85.3119074,
4340563298,Barpipal,node,attraction,27.6327089,85.3894192,
4340567491,bhaudhoka,node,viewpoint,27.7281022,85.4616943,
4342003290,Jasmine Family Home,node,guest_house,28.2223431,83.9581016,
4342984793,Hotel Langtang View,node,hotel,28.1125061,85.2961353,
4343763690,famous handicraft,node,artwork,27.6705932,85.3249252,
4344434292,Dey Pukhu,node,attraction,27.6360023,85.2982033,
4344434491,Khaa Pukhu,node,attraction,27.6362434,85.3005298,
4344434603,Jitapur Gandhakuti Vihar,node,attraction,27.6354367,85.2994751,
4344481797,Nawaranga guest house & art gallery,node,guest_house,27.6164386,85.5569854,
4344952591,Himalayan guest house,node,guest_house,27.7188036,85.5203456,
4348202289,ccrysh home,node,motel,27.7194327,85.3705683,
4348451709,chhyabasti,node,viewpoint,27.7172935,85.4683588,
4348472318,Trisuldanda,node,attraction,27.7105508,85.4543074,
4349317491,Hotel Sunflower,node,hotel,28.2136375,83.9616836,
4349824589,Gaurisankar Guest House,node,guest_house,27.6116738,85.0943359,
4352711189,Chilime Hydropower Plant headworks,node,attraction,28.1812167,85.305615,
4356723195,Pandit House,node,guest_house,27.6423204,84.2989437,
4357190827,Kaligandaki Guest House,node,guest_house,28.2251912,83.9801623,
4358681989,Bamboo Cottage,node,hotel,28.0036307,84.6116545,
4358899989,Mountain View Eco Farm & Home stay,node,guest_house,28.1615779,84.101015,
4359505089,Chamaita,node,attraction,27.0083791,87.8338425,
4359506289,Soyak,node,attraction,26.8681639,87.8794803,
4359508989,N/A,node,attraction,26.9535798,87.2425716,
4359542690,N/A,node,hostel,26.5883806,87.136401,
4360287765,Nirvana Peace Hotel,node,guest_house,27.7172457,85.3080862,
4362371085,N/A,node,guest_house,28.2191094,83.9908686,
4363030843,Backpackers Lodge,node,hotel,27.7166934,85.3102491,
4363030846,Eco 2000,node,hotel,27.7166574,85.3103216,
4363076288,32 Peace Home,node,hotel,27.7179463,85.3086408,
4363076491,Delight Guest House,node,guest_house,27.7182317,85.308472,
4364127054,Kathmandu Garden House,node,guest_house,27.7182879,85.3083079,
4364315199,N/A,node,hotel,27.6431766,84.1243462,
4364889071,Kathmandu Sunny hotel,node,guest_house,27.7181125,85.3084668,
4364889076,Kathmandu Peace Guest House,node,guest_house,27.7184027,85.3085329,
4366235123,Fireflies Hostel,node,guest_house,27.71735,85.3085009,
4366423060,Hotel Pilgrims,node,hotel,27.7169931,85.3092726,
4366606664,Thamel Grand Hotel,node,hotel,27.7172952,85.3097894,
4366618676,Hotel Moonlight,node,guest_house,27.7175128,85.3091028,
4367121991,N/A,node,attraction,27.6526752,85.3049255,
4367736193,N/A,node,guest_house,28.2162765,83.9590009,
4368016889,N/A,node,hostel,27.7161711,85.3113138,
4369962393,N/A,node,hotel,27.6116823,85.0946001,
4369979292,N/A,node,guest_house,27.4309367,85.0168912,
4370635890,Florid human resources,node,attraction,27.6909767,85.3320967,
4370636293,N/A,node,hostel,28.3431821,84.4059903,
4370642789,N/A,node,hostel,28.3429267,84.4064693,
4370642890,N/A,node,hostel,28.3433072,84.4062833,
4373094403,Khanals,node,guest_house,27.6613324,85.3388625,
4373340695,TOURIST GUIDE PROVIDER,node,information,27.6704701,85.3863919,
4373816903,Tibet Lhasa Guest House,node,hostel,28.5268289,84.3049858,
4373816909,Happy Home Cottage,node,hostel,28.5267713,84.305096,
4373816922,Scatch Map Of Dudhpokhari Via Danfe Namun Pass,node,information,28.5264199,84.3054832,
4373869724,Oasis Guest House,node,hostel,28.5271335,84.3046665,
4374460896,Incessant Rain Animation Studio,node,attraction,27.7038178,85.2970221,
4375080802,Bharat Hotel & Lodge,node,guest_house,27.7010981,85.3113051,
4375585739,Hotel Himalayan,node,guest_house,28.61585,84.1540852,
4375585766,Hotel Tukuche,node,guest_house,28.6159728,84.1533981,
4375585772,Hotel Annapurna,node,hotel,28.6158454,84.1536012,
4375878590,N/A,node,attraction,27.7176395,85.472614,
4375885089,N/A,node,motel,27.71602,85.4701881,
4377366894,N/A,node,viewpoint,27.6737868,85.2768193,
4377379891,N/A,node,guest_house,27.6746947,85.3765231,
4378540292,N/A,node,hostel,27.6737879,85.2768337,
4378592201,Sikles Guest House,node,guest_house,28.3548255,84.1038727,
4378592203,Eco Museum,node,museum,28.3551138,84.1029428,
4379303540,Hotel Manang,node,hostel,28.6638758,84.0256581,
4379348293,N/A,node,attraction,27.5923064,85.4633124,
4382219391,Hotel Elephant Camp & Korean Restaurant,node,hotel,27.5768524,84.4956573,Sauraha
4382991793,N/A,node,guest_house,28.1776388,84.140779,
4383009215,Hotel Kamal,node,hotel,27.7101735,85.3224615,
4383022790,Hakuna Matata,node,guest_house,28.169931,84.1166356,
4383039689,N/A,node,camp_site,28.1690235,84.1187018,
4386692392,N/A,node,hotel,27.5051857,86.5868683,
4386695790,N/A,node,hotel,27.4698986,86.7266674,
4386695896,N/A,node,guest_house,27.3872961,86.6019303,
4386725789,N/A,node,guest_house,27.3547765,86.6397098,
4387078883,N/A,node,viewpoint,28.8137592,83.8626875,
4387245097,Dhampus View Tower,node,viewpoint,28.2988643,83.8487012,
4388604593,Andes House,node,hostel,27.7167237,85.3125162,
4388632089,होटल ट्राभल इन,node,hotel,28.2102531,83.9581865,Pokhara
4389264796,N/A,node,hostel,27.7015983,85.3316328,
4389532960,ACAP Tourist Check Post and Information Centre,node,information,28.8388768,83.7847261,
4389545552,Show Boat Hotel - Ama chorten cafe,node,hostel,28.8382263,83.7846664,
4389559285,Hotel View Point,node,hostel,28.8376297,83.7839453,
4391597691,N/A,node,guest_house,28.1642048,84.1029558,
4394310290,N/A,node,hostel,27.7186329,85.307286,
4394342889,Hotel Gautam Garden,node,hotel,28.2263585,83.9578229,
4397665390,N/A,node,guest_house,27.7441651,86.7122651,
4397665689,N/A,node,guest_house,27.7506983,86.7113716,
4398372589,N/A,node,attraction,27.5656258,83.7126135,
4398373489,N/A,node,attraction,27.5866875,83.7174962,
4398392999,N/A,node,attraction,27.9797942,83.7508854,
4398396789,N/A,node,viewpoint,27.646137,85.3573452,
4398405496,N/A,node,attraction,27.5547109,83.7103229,
4398405597,N/A,node,attraction,27.5766079,83.7136093,
4398406991,N/A,node,attraction,27.577072,83.6997383,
4398657989,Mountain Hill Top View Lodge Lhafarma,node,guest_house,27.8749126,86.7248715,
4400952494,N/A,node,hotel,27.6993568,85.3115688,
4400954924,Roadhouse Cafe / Hotel Roadhouse,node,hotel,27.7144185,85.3103191,
4400954925,Hotel Ganesh Himal,node,hotel,27.7101,85.3065194,
4401481355,Bungamati Museum,node,museum,27.6288672,85.3024433,Bungamati
4402544193,N/A,node,guest_house,28.4667118,84.3731024,
4402599489,HOTEL MOUNTAIN VIEW GUEST ROOM,node,guest_house,28.3431417,84.4059203,
4403689089,N/A,node,hostel,27.6296344,85.3063594,
4403916892,Second Home Hotel,node,guest_house,27.7157278,85.3111413,Kathmandu
4404080134,Hotel Manakamana,node,hotel,28.045027,82.4864462,
4404239778,Foothills hit #1,node,alpine_hut,27.9949069,85.103296,
4404243756,N/A,node,guest_house,27.9945848,85.1009946,
4404246144,N/A,node,alpine_hut #2,27.994869,85.1032155,
4404246803,N/A,node,camp_site,27.9961763,85.1052272,
4404247270,N/A,node,camp_site #2,27.9952622,85.1011127,
4404247647,N/A,node,camp_site,27.9951722,85.1008659,
4404499990,N/A,node,attraction,27.6820845,85.3884919,
4405555589,N/A,node,guest_house,28.5500013,84.2455895,
4405664295,Buddha Maya Hotel Palace,node,hotel,27.4909962,83.2874845,
4405710292,N/A,node,hostel,27.6801453,85.2780984,
4405754892,N/A,node,hostel,27.6829197,85.2799772,
4406793392,N/A,node,hotel,28.5356688,81.1169513,
4406803000,Manang Culture Museum,node,museum,28.6653753,84.0242465,
4406846495,N/A,node,hostel,28.66446,84.0253907,
4406846496,Hotel Annapurna,node,hotel,28.499803,83.6544828,
4406846497,N/A,node,hostel,28.4445834,83.6697752,
4406846498,N/A,node,hostel,28.2612529,83.820379,
4406856397,N/A,node,hostel,28.6097066,83.6432268,
4406856398,N/A,node,hostel,28.6094615,83.6433501,
4406860253,Holiday Inn,node,guest_house,28.4982603,83.6538844,
4406860264,Golden Inn Guest House,node,guest_house,28.609431,83.6432862,
4406860271,Tibetan Guest House,node,guest_house,28.4974983,83.6538801,
4406860272,New Kaligandani Restaurant,node,hostel,28.5273805,83.6582755,Gharap
4406864292,The Old Kamala,node,guest_house,28.4977442,83.6537875,
4406864319,Mul Dhai View Treck,node,information,28.396934,83.7290826,
4406864332,Namaste Lodge,node,guest_house,28.4972738,83.6539883,
4406864346,Kaligandaki Lodge,node,hotel,28.4984658,83.6540191,
4406864358,Florida Guest House,node,guest_house,28.6096939,83.6431299,
4406865093,N/A,node,hostel,28.4441383,83.6722769,
4406865094,N/A,node,hostel,28.4446944,83.6713257,
4406865095,N/A,node,viewpoint,28.3744582,83.800608,
4406870293,N/A,node,hostel,28.8499285,83.7842376,
4406877791,N/A,node,hostel,28.5271358,84.3046802,
4406883890,N/A,node,hostel,28.4443294,83.6717265,
4406939292,N/A,node,hostel,28.6943898,83.6217385,
4406966592,N/A,node,hostel,28.6858531,83.6141337,
4406982495,Hotel North Pole,node,hostel,28.6656484,84.0236121,
4406997889,N/A,node,hostel,28.4444877,83.6715023,
4407710709,Hotel Green Asia,node,hotel,28.5363572,81.1176421,
4407710712,S & P Hotel,node,hotel,28.5363183,81.118013,
4407893897,N/A,node,guest_house,27.7006258,85.3500951,
4409219260,Forest View Guest House,node,hotel,28.2182865,83.9589735,
4409617189,N/A,node,guest_house,28.2186245,83.9592878,
4411936790,Jorpati Main Road,node,attraction,27.7219112,85.3726342,
4412490091,N/A,node,hotel,26.6656131,87.2742984,
4412627492,N/A,node,hostel,27.7159291,85.3143574,
4412720712,N/A,node,attraction,27.6757969,85.2329982,
4413371589,Hotel Pancharatna,node,hotel,28.2185915,83.958847,
4414660790,N/A,node,viewpoint,27.6757742,85.2330228,
4415811190,N/A,node,viewpoint,28.6536913,81.2872952,
4415823692,N/A,node,guest_house,28.6644498,84.0253817,
4415861990,URSTYLE Entertaintment,node,artwork,27.7030162,85.3352362,
4415866990,N/A,node,hotel,27.9336565,83.1567733,
4415870389,N/A,node,hotel,28.020322,83.036005,
4415879790,N/A,node,guest_house,27.5867052,85.5139288,
4415898389,N/A,node,attraction,27.5855106,85.5136632,
4415933690,N/A,node,viewpoint,27.8675555,86.7303232,
4415941290,N/A,node,viewpoint,27.9406722,86.7205089,
4415941389,N/A,node,guest_house,27.9408173,86.720724,
4416279337,Hotel Choice,node,hotel,27.7148532,85.284371,
4416387200,N/A,node,hotel,28.078353,82.966367,
4416447701,N/A,node,hotel,28.039593,83.00146,
4418021592,N/A,node,guest_house,27.7277547,85.3248624,
4418931590,N/A,node,guest_house,28.6425902,83.5982771,
4421830192,N/A,node,hotel,28.497089,83.653799,
4421972990,N/A,node,hotel,28.5179006,84.3586603,
4423183191,N/A,node,hostel,27.6654453,84.434225,
4423758390,N/A,node,viewpoint,27.9876783,84.3111198,
4423775189,N/A,node,hotel,27.9790533,84.2556277,
4423904089,N/A,node,artwork,27.645029,84.1293672,
4424529690,Kakani View Point,node,viewpoint,27.8139252,85.2696285,
4424671389,Gurung Family,node,guest_house,28.2222164,83.9581937,
4425180091,N/A,node,hotel,28.212761,85.565968,
4425954737,Hotel Sangam Palace,node,hotel,27.6618091,83.0389127,
4426056115,Kasturi Hotel,node,hotel,27.6608395,83.034964,
4426063360,Subedi Guest House,node,guest_house,27.661918,83.0427049,
4426070848,N/A,node,picnic_site,27.6645549,83.0394165,
4426122189,N/A,node,hotel,27.6670845,84.1819208,
4427632889,The Beehive,node,hotel,28.2062477,83.9649863,
4429017791,N/A,node,hotel,27.6658546,84.2491649,
4429061291,N/A,node,attraction,27.7306066,85.5278826,
4429088091,N/A,node,attraction,27.7206449,85.5214208,
4429160089,N/A,node,viewpoint,27.7307829,85.5190231,
4429160189,N/A,node,attraction,27.731879,85.5154378,
4430081889,N/A,node,attraction,27.2671088,85.9498931,
4430216290,N/A,node,viewpoint,27.7201983,85.5285214,
4430313211,Nepali Cottage Guest House,node,guest_house,28.2104662,83.9584365,
4430333191,pantha hotel,node,hotel,27.8753196,83.3659877,
4430938192,N/A,node,guest_house,27.9397362,83.6750577,
4431478589,N/A,node,hotel,28.8784748,80.6703778,
4435482305,N/A,node,attraction,27.5493229,83.7153592,
4435482306,N/A,node,attraction,27.6042787,83.7025613,
4435482307,N/A,node,attraction,27.5543459,83.6969054,
4435482705,N/A,node,attraction,27.5838791,84.033428,
4435482706,N/A,node,attraction,27.6006416,83.6986328,
4435482793,N/A,node,attraction,27.5545876,83.7107082,
4435482795,N/A,node,attraction,27.5770841,83.7131703,
4435482905,N/A,node,attraction,27.5857079,83.7182536,
4435482908,N/A,node,attraction,27.553778,83.7262788,
4435482909,N/A,node,attraction,27.5382027,83.716884,
4435482910,N/A,node,attraction,27.5987828,83.7107161,
4435483193,N/A,node,attraction,27.5805764,83.7421815,
4435483194,N/A,node,attraction,27.5512193,83.8379916,
4435483196,N/A,node,attraction,27.5231155,83.7026013,
4435483391,Baluwa,node,attraction,27.5864392,83.7098574,
4435483392,N/A,node,attraction,27.5800634,83.7085681,
4435483393,N/A,node,attraction,27.5573202,83.7227379,
4435493591,N/A,node,attraction,27.5775875,83.7247668,
4435502491,N/A,node,attraction,27.5748635,83.7019516,
4436183790,N/A,node,guest_house,27.8057601,86.7100849,
4436211489,Buddha Lodge,node,guest_house,27.7391639,86.7123466,
4436465290,N/A,node,hostel,27.7051332,85.330906,
4437212590,Musepaani,node,attraction,28.975962,80.23471,
4437565098,N/A,node,hotel,27.5031631,83.4577402,
4437778693,N/A,node,hostel,27.7187155,85.3112589,
4438319890,N/A,node,artwork,27.6669401,84.1786074,
4438817091,One Direction,node,hotel,28.2166741,83.9594663,
4438902993,N/A,node,alpine_hut,27.4648527,86.5823491,
4439974697,Musepaani,node,attraction,28.9776804,80.2356554,
4440007589,मुसेपानी नदी ,node,attraction,28.9811947,80.230395,
4440620350,Hotel Dream City,node,hotel,27.713101,85.3086564,
4440698689,N/A,node,attraction,27.5850822,85.515561,
4440825391,N/A,node,information,26.6457687,88.1602576,
4441512089,N/A,node,guest_house,27.8363777,86.764568,
4443815792,N/A,node,guest_house,28.2184004,83.9592304,
4443950089,N/A,node,attraction,27.9026535,83.6326829,
4444410389,N/A,node,hotel,29.2753187,82.1832983,
4445359289,चौखुट्टी,node,attraction,28.9724219,80.2246456,
4445359290,घुर्सुवा,node,attraction,28.9686716,80.2330598,
4445359390,मुक्ती,node,attraction,28.9825505,80.243125,
4445359689,गाउजी,node,attraction,28.9859622,80.2231669,
4445360089,धरमपुर,node,attraction,28.9770302,80.2469879,
4445561193,N/A,node,hotel,28.8118366,80.5531849,
4445829093,N/A,node,guest_house,27.6334697,85.0930582,
4446644396,N/A,node,artwork,27.6913241,84.4286636,
4447089790,N/A,node,artwork,27.6779622,84.1647372,
4448788990,N/A,node,hotel,26.6459905,86.8865649,
4449273891,N/A,node,viewpoint,27.4533898,83.9272019,
4449288490,GAN431,node,viewpoint,28.1755,83.79073,
4449338689,DHA101,node,viewpoint,28.191845,83.801192,
4449339089,472,node,viewpoint,27.44807,83.78406,
4449435587,Ticket Office and Café,node,information,29.2306797,83.9774907,
4449435598,N/A,node,viewpoint,29.1779263,83.9529637,
4449435748,N/A,node,viewpoint,29.1326346,83.9645796,
4449435775,N/A,node,viewpoint,29.1216367,83.9631331,
4449435791,N/A,node,viewpoint,29.1431375,83.8997359,
4449469493,Dhye Shaligram Hotel,node,guest_house,29.0670187,83.968777,
4449469503,N/A,node,viewpoint,29.1054534,84.006554,
4449469585,N/A,node,viewpoint,29.0989948,83.9984428,
4449469622,N/A,node,viewpoint,29.1177423,84.0281263,
4449469664,N/A,node,viewpoint,28.9372904,83.8768025,
4449469686,N/A,node,viewpoint,28.9168825,83.8432083,
4449474965,N/A,node,viewpoint,28.8086227,83.8319838,
4449943091,N/A,node,viewpoint,28.1639951,84.111038,
4450609191,N/A,node,guest_house,28.2246682,83.9503736,
4452888991,budho peda pasal,node,hotel,26.589985,86.8992937,
4452895790,N/A,node,guest_house,28.3961729,83.7656087,
4453445389,N/A,node,hotel,27.5780965,84.4983218,
4454912992,N/A,node,hotel,27.7359505,85.3082637,
4454928889,N/A,node,hotel,27.7312161,85.3099057,
4455798489,N/A,node,hotel,27.8058645,84.8362756,
4456213391,N/A,node,artwork,27.6917556,84.4288651,
4456223890,N/A,node,artwork,27.6677592,84.179278,
4456577890,N/A,node,guest_house,27.7139013,85.3083417,
4457204889,N/A,node,hotel,27.9929664,84.6267631,
4457499189,Hotel Haven 'O' Ganga,node,hotel,28.2108892,83.9600836,
4457595189,N/A,node,viewpoint,28.7387301,83.9731294,
4457650090,Trekkers Home,node,guest_house,27.7143241,85.3103246,
4457982789,Antu Hill,node,attraction,26.8728197,88.1405663,
4457983089,N/A,node,attraction,27.0066304,87.9296273,
4458642590,N/A,node,hotel,27.7154852,85.3087943,
4459877595,Adventure home,node,hotel,27.7153012,85.3125477,
4460015491,N/A,node,camp_site,28.6321446,84.1565812,
4460026191,N/A,node,camp_site,28.64366,84.1675833,
4460267096,N/A,node,hotel,26.6404905,87.9609632,
4461355589,N/A,node,hotel,27.9934991,84.6264463,
4461484491,N/A,node,guest_house,28.1688835,84.1150102,
4462116489,Resunga View Tower,node,viewpoint,28.0630751,83.2672006,
4462712389,N/A,node,attraction,27.6258288,83.6535306,
4462964692,N/A,node,attraction,27.6258119,83.6537007,
4463113492,N/A,node,attraction,27.6637882,84.1721721,
4464353692,N/A,node,guest_house,28.3340838,84.4033732,
4464361590,N/A,node,guest_house,28.68008,83.9066564,
4464369789,Hotel Angel Pokhara,node,hotel,28.2073597,83.959206,Pokhara
4464435589,N/A,node,artwork,27.4329436,83.6944908,
4464567695,Bardia Jungle Cottage,node,hotel,28.452851,81.2443429,
4464950790,N/A,node,hotel,26.6387302,87.9863494,
4465023090,N/A,node,information,27.6018057,85.574208,
4465218294,N/A,node,information,27.6014329,85.5758383,
4466271892,Hotel Jal Mahal,node,hotel,28.1954529,83.9814656,
4469932990,N/A,node,hotel,26.6394482,87.9647516,
4470911792,N/A,node,hotel,27.7111435,85.3073491,
4470969190,N/A,node,attraction,26.6371274,87.9761884,
4470999710,N/A,node,artwork,27.7036915,85.3070933,
4470999911,N/A,node,chalet,27.6670786,84.1772088,
4471019289,N/A,node,camp_site,28.7078418,84.0821486,
4471019389,N/A,node,camp_site,28.7213407,84.0771417,
4471322290,N/A,node,hotel,27.5929782,84.4959886,
4472169894,N/A,node,hotel,28.4001399,83.6994308,
4472173295,Muna Guesthouse,node,guest_house,28.1684054,84.1154281,
4472309398,N/A,node,guest_house,27.7373512,85.3704618,
4474636691,N/A,node,attraction,26.6703431,87.2478776,
4474701501,N/A,node,guest_house,27.7120896,85.2854688,
4474750191,N/A,node,hotel,26.6404607,87.9607439,
4474788289,N/A,node,viewpoint,27.7107083,85.3527335,
4475423115,NTNC/ACAP/TIMS Tourist Checkpost,node,information,28.400124,83.6993898,
4475423116,NW of Machhapuchhre,node,viewpoint,28.3684107,83.732326,
4475423117,Riverside Lodge and Restaurant,node,guest_house,28.3509345,83.7420671,
4475423121,Sunrise & Sunset View Point,node,viewpoint,28.4002975,83.6892834,
