ID,Name,Type,Tourism_Category,Latitude,Longitude,City,Area,District,Province,search_text
4332104797,Hotel Temple resort,node,hotel,28.7076967,80.5743888,धनगढी,चौराहा,कैलाली,सुदूरपश्चिम प्रदेश,hotel temple resort धनगढी चौराहा कैलाली सुदूरपश्चिम प्रदेश nepal
4338250095,Youbraj,node,guest_house,27.6992794,85.3119074,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,youbraj काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4340563298,Barpipal,node,attraction,27.6327089,85.3894192,महालक्ष्मी,,ललितपुर जिल्ला,बागमती प्रदेश,barpipal महालक्ष्मी  ललितपुर जिल्ला बागमती प्रदेश nepal
4340567491,bhaudhoka,node,viewpoint,27.7281022,85.4616943,शङ्खरापुर नगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,bhaudhoka शङ्खरापुर नगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4342003290,Jasmine Family Home,node,guest_house,28.2223431,83.9581016,Pokhara,,कास्की,गण्डकी प्रदेश,jasmine family home pokhara  कास्की गण्डकी प्रदेश nepal
4342984793,Hotel Langtang View,node,hotel,28.1125061,85.2961353,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,hotel langtang view गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
4343763690,famous handicraft,node,artwork,27.6705932,85.3249252,ललितपुर महानगरपालिका,,ललितपुर जिल्ला,बागमती प्रदेश,famous handicraft ललितपुर महानगरपालिका  ललितपुर जिल्ला बागमती प्रदेश nepal
4344434292,Dey Pukhu,node,attraction,27.6360023,85.2982033,ललितपुर,खोकना,ललितपुर जिल्ला,बागमती प्रदेश,dey pukhu ललितपुर खोकना ललितपुर जिल्ला बागमती प्रदेश nepal
4344434491,Khaa Pukhu,node,attraction,27.6362434,85.3005298,ललितपुर,खोकना,ललितपुर जिल्ला,बागमती प्रदेश,khaa pukhu ललितपुर खोकना ललितपुर जिल्ला बागमती प्रदेश nepal
4344434603,Jitapur Gandhakuti Vihar,node,attraction,27.6354367,85.2994751,ललितपुर,खोकना,ललितपुर जिल्ला,बागमती प्रदेश,jitapur gandhakuti vihar ललितपुर खोकना ललितपुर जिल्ला बागमती प्रदेश nepal
4344481797,Nawaranga guest house & art gallery,node,guest_house,27.6164386,85.5569854,धुलिखेल,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,nawaranga guest house & art gallery धुलिखेल  काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
4344952591,Himalayan guest house,node,guest_house,27.7188036,85.5203456,मण्डनदेउपुर नगरपालिका,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,himalayan guest house मण्डनदेउपुर नगरपालिका  काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
4348202289,ccrysh home,node,motel,27.7194327,85.3705683,गोकर्णेश्वर,,काठमाडौं जिल्ला,बागमती प्रदेश,ccrysh home गोकर्णेश्वर  काठमाडौं जिल्ला बागमती प्रदेश nepal
4348451709,chhyabasti,node,viewpoint,27.7172935,85.4683588,चाँगुनारायण,छालिङ,भक्तपुर जिल्ला,बागमती प्रदेश,chhyabasti चाँगुनारायण छालिङ भक्तपुर जिल्ला बागमती प्रदेश nepal
4348472318,Trisuldanda,node,attraction,27.7105508,85.4543074,चाँगुनारायण,छालिङ,भक्तपुर जिल्ला,बागमती प्रदेश,trisuldanda चाँगुनारायण छालिङ भक्तपुर जिल्ला बागमती प्रदेश nepal
4349317491,Hotel Sunflower,node,hotel,28.2136375,83.9616836,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,hotel sunflower pokhara बैदाम कास्की गण्डकी प्रदेश nepal
4349824589,Gaurisankar Guest House,node,guest_house,27.6116738,85.0943359,Thaha,,मकवानपुर जिल्ला,बागमती प्रदेश,gaurisankar guest house thaha  मकवानपुर जिल्ला बागमती प्रदेश nepal
4352711189,Chilime Hydropower Plant headworks,node,attraction,28.1812167,85.305615,आमाछोदिङ्मो गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,chilime hydropower plant headworks आमाछोदिङ्मो गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
4356723195,Pandit House,node,guest_house,27.6423204,84.2989437,भरतपुर,गुञ्जनगर,चितवन जिल्ला,बागमती प्रदेश,pandit house भरतपुर गुञ्जनगर चितवन जिल्ला बागमती प्रदेश nepal
4357190827,Kaligandaki Guest House,node,guest_house,28.2251912,83.9801623,Pokhara,,कास्की,गण्डकी प्रदेश,kaligandaki guest house pokhara  कास्की गण्डकी प्रदेश nepal
4358681989,Bamboo Cottage,node,hotel,28.0036307,84.6116545,छेबेटार बजार,,गोरखा,गण्डकी प्रदेश,bamboo cottage छेबेटार बजार  गोरखा गण्डकी प्रदेश nepal
4358899989,Mountain View Eco Farm & Home stay,node,guest_house,28.1615779,84.101015,Pokhara,,कास्की,गण्डकी प्रदेश,mountain view eco farm & home stay pokhara  कास्की गण्डकी प्रदेश nepal
4359505089,Chamaita,node,attraction,27.0083791,87.8338425,देउमाई नगरपालिका,,इलाम जिल्ला,कोशी प्रदेश,chamaita देउमाई नगरपालिका  इलाम जिल्ला कोशी प्रदेश nepal
4359506289,Soyak,node,attraction,26.8681639,87.8794803,इलाम नगरपालिका,,इलाम जिल्ला,कोशी प्रदेश,soyak इलाम नगरपालिका  इलाम जिल्ला कोशी प्रदेश nepal
4359508989,,node,attraction,26.9535798,87.2425716,सहिदभूमि गाउँपालिका,,धनकुटा जिल्ला,कोशी प्रदेश,nan सहिदभूमि गाउँपालिका  धनकुटा जिल्ला कोशी प्रदेश nepal
4359542690,,node,hostel,26.5883806,87.136401,इनरुवा,,सुनसरी जिल्ला,कोशी प्रदेश,nan इनरुवा  सुनसरी जिल्ला कोशी प्रदेश nepal
4360287765,Nirvana Peace Hotel,node,guest_house,27.7172457,85.3080862,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nirvana peace hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4362371085,,node,guest_house,28.2191094,83.9908686,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
4363030843,Backpackers Lodge,node,hotel,27.7166934,85.3102491,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,backpackers lodge काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4363030846,Eco 2000,node,hotel,27.7166574,85.3103216,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,eco 2000 काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4363076288,32 Peace Home,node,hotel,27.7179463,85.3086408,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,32 peace home काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4363076491,Delight Guest House,node,guest_house,27.7182317,85.308472,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,delight guest house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4364127054,Kathmandu Garden House,node,guest_house,27.7182879,85.3083079,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,kathmandu garden house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4364315199,,node,hotel,27.6431766,84.1243462,Kawasoti,,Nawalpur District,गण्डकी प्रदेश,nan kawasoti  nawalpur district गण्डकी प्रदेश nepal
4364889071,Kathmandu Sunny hotel,node,guest_house,27.7181125,85.3084668,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,kathmandu sunny hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4364889076,Kathmandu Peace Guest House,node,guest_house,27.7184027,85.3085329,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,kathmandu peace guest house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4366235123,Fireflies Hostel,node,guest_house,27.71735,85.3085009,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,fireflies hostel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4366423060,Hotel Pilgrims,node,hotel,27.7169931,85.3092726,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel pilgrims काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4366606664,Thamel Grand Hotel,node,hotel,27.7172952,85.3097894,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,thamel grand hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4366618676,Hotel Moonlight,node,guest_house,27.7175128,85.3091028,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel moonlight काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4367121991,,node,attraction,27.6526752,85.3049255,ललितपुर महानगरपालिका,,ललितपुर जिल्ला,बागमती प्रदेश,nan ललितपुर महानगरपालिका  ललितपुर जिल्ला बागमती प्रदेश nepal
4367736193,,node,guest_house,28.2162765,83.9590009,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,nan pokhara बैदाम कास्की गण्डकी प्रदेश nepal
4368016889,,node,hostel,27.7161711,85.3113138,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nan काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4369962393,,node,hotel,27.6116823,85.0946001,Thaha,,मकवानपुर जिल्ला,बागमती प्रदेश,nan thaha  मकवानपुर जिल्ला बागमती प्रदेश nepal
4369979292,,node,guest_house,27.4309367,85.0168912,हेटौँडा,गोलपिङटार,मकवानपुर जिल्ला,बागमती प्रदेश,nan हेटौँडा गोलपिङटार मकवानपुर जिल्ला बागमती प्रदेश nepal
4370635890,Florid human resources,node,attraction,27.6909767,85.3320967,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,florid human resources काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4370636293,,node,hostel,28.3431821,84.4059903,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,nan marsyangdi  लमजुङ गण्डकी प्रदेश nepal
4370642789,,node,hostel,28.3429267,84.4064693,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,nan marsyangdi  लमजुङ गण्डकी प्रदेश nepal
4370642890,,node,hostel,28.3433072,84.4062833,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,nan marsyangdi  लमजुङ गण्डकी प्रदेश nepal
4373094403,Khanals,node,guest_house,27.6613324,85.3388625,महालक्ष्मी,,ललितपुर जिल्ला,बागमती प्रदेश,khanals महालक्ष्मी  ललितपुर जिल्ला बागमती प्रदेश nepal
4373340695,TOURIST GUIDE PROVIDER,node,information,27.6704701,85.3863919,सूर्यविनायक,,भक्तपुर जिल्ला,बागमती प्रदेश,tourist guide provider सूर्यविनायक  भक्तपुर जिल्ला बागमती प्रदेश nepal
4373816903,Tibet Lhasa Guest House,node,hostel,28.5268289,84.3049858,Chame,,मनाङ,गण्डकी प्रदेश,tibet lhasa guest house chame  मनाङ गण्डकी प्रदेश nepal
4373816909,Happy Home Cottage,node,hostel,28.5267713,84.305096,Chame,,मनाङ,गण्डकी प्रदेश,happy home cottage chame  मनाङ गण्डकी प्रदेश nepal
4373816922,Scatch Map Of Dudhpokhari Via Danfe Namun Pass,node,information,28.5264199,84.3054832,Chame,,मनाङ,गण्डकी प्रदेश,scatch map of dudhpokhari via danfe namun pass chame  मनाङ गण्डकी प्रदेश nepal
4373869724,Oasis Guest House,node,hostel,28.5271335,84.3046665,Chame,,मनाङ,गण्डकी प्रदेश,oasis guest house chame  मनाङ गण्डकी प्रदेश nepal
4374460896,Incessant Rain Animation Studio,node,attraction,27.7038178,85.2970221,काठमाडौँ महानगरपालिका,कालिमाटी,काठमाडौं जिल्ला,बागमती प्रदेश,incessant rain animation studio काठमाडौँ महानगरपालिका कालिमाटी काठमाडौं जिल्ला बागमती प्रदेश nepal
4375080802,Bharat Hotel & Lodge,node,guest_house,27.7010981,85.3113051,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,bharat hotel & lodge काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4375585739,Hotel Himalayan,node,guest_house,28.61585,84.1540852,Neshyang,,मनाङ,गण्डकी प्रदेश,hotel himalayan neshyang  मनाङ गण्डकी प्रदेश nepal
4375585766,Hotel Tukuche,node,guest_house,28.6159728,84.1533981,Neshyang,,मनाङ,गण्डकी प्रदेश,hotel tukuche neshyang  मनाङ गण्डकी प्रदेश nepal
4375585772,Hotel Annapurna,node,hotel,28.6158454,84.1536012,Neshyang,,मनाङ,गण्डकी प्रदेश,hotel annapurna neshyang  मनाङ गण्डकी प्रदेश nepal
4375878590,,node,attraction,27.7176395,85.472614,शङ्खरापुर नगरपालिका,सुनटोल,काठमाडौं जिल्ला,बागमती प्रदेश,nan शङ्खरापुर नगरपालिका सुनटोल काठमाडौं जिल्ला बागमती प्रदेश nepal
4375885089,,node,motel,27.71602,85.4701881,चाँगुनारायण,छालिङ,भक्तपुर जिल्ला,बागमती प्रदेश,nan चाँगुनारायण छालिङ भक्तपुर जिल्ला बागमती प्रदेश nepal
4377366894,,node,viewpoint,27.6737868,85.2768193,कीर्तिपुर,,काठमाडौं जिल्ला,बागमती प्रदेश,nan कीर्तिपुर  काठमाडौं जिल्ला बागमती प्रदेश nepal
4377379891,,node,guest_house,27.6746947,85.3765231,मध्यपुर थिमि,गठ्ठाघर,भक्तपुर जिल्ला,बागमती प्रदेश,nan मध्यपुर थिमि गठ्ठाघर भक्तपुर जिल्ला बागमती प्रदेश nepal
4378540292,,node,hostel,27.6737879,85.2768337,कीर्तिपुर,,काठमाडौं जिल्ला,बागमती प्रदेश,nan कीर्तिपुर  काठमाडौं जिल्ला बागमती प्रदेश nepal
4378592201,Sikles Guest House,node,guest_house,28.3548255,84.1038727,Madi,,कास्की,गण्डकी प्रदेश,sikles guest house madi  कास्की गण्डकी प्रदेश nepal
4378592203,Eco Museum,node,museum,28.3551138,84.1029428,Madi,,कास्की,गण्डकी प्रदेश,eco museum madi  कास्की गण्डकी प्रदेश nepal
4379303540,Hotel Manang,node,hostel,28.6638758,84.0256581,Neshyang,,मनाङ,गण्डकी प्रदेश,hotel manang neshyang  मनाङ गण्डकी प्रदेश nepal
4379348293,,node,attraction,27.5923064,85.4633124,पनौती नगरपालिका,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,nan पनौती नगरपालिका  काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
4382219391,Hotel Elephant Camp & Korean Restaurant,node,hotel,27.5768524,84.4956573,Sauraha,,चितवन जिल्ला,बागमती प्रदेश,hotel elephant camp & korean restaurant sauraha  चितवन जिल्ला बागमती प्रदेश nepal
4382991793,,node,guest_house,28.1776388,84.140779,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
4383009215,Hotel Kamal,node,hotel,27.7101735,85.3224615,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel kamal काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4383022790,Hakuna Matata,node,guest_house,28.169931,84.1166356,Pokhara,,कास्की,गण्डकी प्रदेश,hakuna matata pokhara  कास्की गण्डकी प्रदेश nepal
4383039689,,node,camp_site,28.1690235,84.1187018,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
4386692392,,node,hotel,27.5051857,86.5868683,सोलुदुधकुण्ड नगरपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan सोलुदुधकुण्ड नगरपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4386695790,,node,hotel,27.4698986,86.7266674,सोताङ गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan सोताङ गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4386695896,,node,guest_house,27.3872961,86.6019303,नेचासल्यान गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan नेचासल्यान गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4386725789,,node,guest_house,27.3547765,86.6397098,नेचासल्यान गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan नेचासल्यान गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4387078883,,node,viewpoint,28.8137592,83.8626875,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,nan barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
4387245097,Dhampus View Tower,node,viewpoint,28.2988643,83.8487012,Machhapuchchhre,,कास्की,गण्डकी प्रदेश,dhampus view tower machhapuchchhre  कास्की गण्डकी प्रदेश nepal
4388604593,Andes House,node,hostel,27.7167237,85.3125162,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,andes house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4388632089,होटल ट्राभल इन,node,hotel,28.2102531,83.9581865,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,होटल ट्राभल इन pokhara बैदाम कास्की गण्डकी प्रदेश nepal
4389264796,,node,hostel,27.7015983,85.3316328,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nan काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4389532960,ACAP Tourist Check Post and Information Centre,node,information,28.8388768,83.7847261,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,acap tourist check post and information centre barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
4389545552,Show Boat Hotel - Ama chorten cafe,node,hostel,28.8382263,83.7846664,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,show boat hotel - ama chorten cafe barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
4389559285,Hotel View Point,node,hostel,28.8376297,83.7839453,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,hotel view point barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
4391597691,,node,guest_house,28.1642048,84.1029558,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
4394310290,,node,hostel,27.7186329,85.307286,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nan काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4394342889,Hotel Gautam Garden,node,hotel,28.2263585,83.9578229,Pokhara,,कास्की,गण्डकी प्रदेश,hotel gautam garden pokhara  कास्की गण्डकी प्रदेश nepal
4397665390,,node,guest_house,27.7441651,86.7122651,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4397665689,,node,guest_house,27.7506983,86.7113716,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4398372589,,node,attraction,27.5656258,83.7126135,Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,nan sunwal  nawalparasi w लुम्बिनी प्रदेश nepal
4398373489,,node,attraction,27.5866875,83.7174962,Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,nan sunwal  nawalparasi w लुम्बिनी प्रदेश nepal
4398392999,,node,attraction,27.9797942,83.7508854,वालिङ,,स्याङ्जा,गण्डकी प्रदेश,nan वालिङ  स्याङ्जा गण्डकी प्रदेश nepal
4398396789,,node,viewpoint,27.646137,85.3573452,महालक्ष्मी,,ललितपुर जिल्ला,बागमती प्रदेश,nan महालक्ष्मी  ललितपुर जिल्ला बागमती प्रदेश nepal
4398405496,,node,attraction,27.5547109,83.7103229,Sarawal,,Nawalparasi W,लुम्बिनी प्रदेश,nan sarawal  nawalparasi w लुम्बिनी प्रदेश nepal
4398405597,,node,attraction,27.5766079,83.7136093,Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,nan sunwal  nawalparasi w लुम्बिनी प्रदेश nepal
4398406991,,node,attraction,27.577072,83.6997383,Sunwal,,Nawalparasi W,लुम्बिनी प्रदेश,nan sunwal  nawalparasi w लुम्बिनी प्रदेश nepal
4398657989,Mountain Hill Top View Lodge Lhafarma,node,guest_house,27.8749126,86.7248715,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,mountain hill top view lodge lhafarma खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
4400952494,,node,hotel,27.6993568,85.3115688,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nan काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4400954924,Roadhouse Cafe / Hotel Roadhouse,node,hotel,27.7144185,85.3103191,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,roadhouse cafe / hotel roadhouse काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4400954925,Hotel Ganesh Himal,node,hotel,27.7101,85.3065194,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel ganesh himal काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
4401481355,Bungamati Museum,node,museum,27.6288672,85.3024433,Bungamati,बुङ्गमती,ललितपुर जिल्ला,बागमती प्रदेश,bungamati museum bungamati बुङ्गमती ललितपुर जिल्ला बागमती प्रदेश nepal
4402544193,,node,guest_house,28.4667118,84.3731024,Nashong,,मनाङ,गण्डकी प्रदेश,nan nashong  मनाङ गण्डकी प्रदेश nepal
4402599489,HOTEL MOUNTAIN VIEW GUEST ROOM,node,guest_house,28.3431417,84.4059203,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,hotel mountain view guest room marsyangdi  लमजुङ गण्डकी प्रदेश nepal
4403689089,,node,hostel,27.6296344,85.3063594,ललितपुर,बुङ्गमती,ललितपुर जिल्ला,बागमती प्रदेश,nan ललितपुर बुङ्गमती ललितपुर जिल्ला बागमती प्रदेश nepal
4403916892,Second Home Hotel,node,guest_house,27.7157278,85.3111413,Kathmandu,,काठमाडौं जिल्ला,बागमती प्रदेश,second home hotel kathmandu  काठमाडौं जिल्ला बागमती प्रदेश nepal
4404080134,Hotel Manakamana,node,hotel,28.045027,82.4864462,घोराही,,दाङ,लुम्बिनी प्रदेश,hotel manakamana घोराही  दाङ लुम्बिनी प्रदेश nepal
4404239778,Foothills hit #1,node,alpine_hut,27.9949069,85.103296,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,foothills hit #1 म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404243756,,node,guest_house,27.9945848,85.1009946,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,nan म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404246144,,node,alpine_hut #2,27.994869,85.1032155,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,nan म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404246803,,node,camp_site,27.9961763,85.1052272,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,nan म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404247270,,node,camp_site #2,27.9952622,85.1011127,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,nan म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404247647,,node,camp_site,27.9951722,85.1008659,म्यागङ गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,nan म्यागङ गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
4404499990,,node,attraction,27.6820845,85.3884919,मध्यपुर थिमि,,भक्तपुर जिल्ला,बागमती प्रदेश,nan मध्यपुर थिमि  भक्तपुर जिल्ला बागमती प्रदेश nepal
4405555589,,node,guest_house,28.5500013,84.2455895,Chame,,मनाङ,गण्डकी प्रदेश,nan chame  मनाङ गण्डकी प्रदेश nepal
4405664295,Buddha Maya Hotel Palace,node,hotel,27.4909962,83.2874845,Lumbini Sanskritik,,रुपन्देही,लुम्बिनी प्रदेश,buddha maya hotel palace lumbini sanskritik  रुपन्देही लुम्बिनी प्रदेश nepal
4405710292,,node,hostel,27.6801453,85.2780984,कीर्तिपुर,,काठमाडौं जिल्ला,बागमती प्रदेश,nan कीर्तिपुर  काठमाडौं जिल्ला बागमती प्रदेश nepal
4405754892,,node,hostel,27.6829197,85.2799772,कीर्तिपुर,,काठमाडौं जिल्ला,बागमती प्रदेश,nan कीर्तिपुर  काठमाडौं जिल्ला बागमती प्रदेश nepal
4406793392,,node,hotel,28.5356688,81.1169513,Tikapur,,कैलाली,सुदूरपश्चिम प्रदेश,nan tikapur  कैलाली सुदूरपश्चिम प्रदेश nepal
4406803000,Manang Culture Museum,node,museum,28.6653753,84.0242465,Neshyang,,मनाङ,गण्डकी प्रदेश,manang culture museum neshyang  मनाङ गण्डकी प्रदेश nepal
4406846495,,node,hostel,28.66446,84.0253907,Neshyang,,मनाङ,गण्डकी प्रदेश,nan neshyang  मनाङ गण्डकी प्रदेश nepal
4406846496,Hotel Annapurna,node,hotel,28.499803,83.6544828,Annapurna,,म्याग्दी,गण्डकी प्रदेश,hotel annapurna annapurna  म्याग्दी गण्डकी प्रदेश nepal
4406846497,,node,hostel,28.4445834,83.6697752,Annapurna,,म्याग्दी,गण्डकी प्रदेश,nan annapurna  म्याग्दी गण्डकी प्रदेश nepal
4406846498,,node,hostel,28.2612529,83.820379,Annapurna,,कास्की,गण्डकी प्रदेश,nan annapurna  कास्की गण्डकी प्रदेश nepal
4406856397,,node,hostel,28.6097066,83.6432268,Thasang,,मुस्ताङ,गण्डकी प्रदेश,nan thasang  मुस्ताङ गण्डकी प्रदेश nepal
4406856398,,node,hostel,28.6094615,83.6433501,Thasang,,मुस्ताङ,गण्डकी प्रदेश,nan thasang  मुस्ताङ गण्डकी प्रदेश nepal
4406860253,Holiday Inn,node,guest_house,28.4982603,83.6538844,Annapurna,,म्याग्दी,गण्डकी प्रदेश,holiday inn annapurna  म्याग्दी गण्डकी प्रदेश nepal
4406860264,Golden Inn Guest House,node,guest_house,28.609431,83.6432862,Thasang,,मुस्ताङ,गण्डकी प्रदेश,golden inn guest house thasang  मुस्ताङ गण्डकी प्रदेश nepal
