Source,Destination,District,Province,Transport Cost (USD),Food Cost/Day (USD),Accommodation/Night (USD),Local Taxi/Rick
Kanchanpur,Dodhara Chandani,Kanchanpur,Sudurpashchim,10-30,15-30,10-30,3-10,80-200,30-100,120-300
Kathmandu,Kakani,Nuwakot,Bagmati,20-35,1-2,1500-2100,3-10,50-150,20-70,45-160
Pokhara,Poon Hill,Myagdi,Gandaki,60-90,6-10,2500-3200,10-20,100-250,50-150,90-250
Biratnagar,Kanyam,Ilam,Koshi,120-170,4-6,1200-1800,5-15,50-150,30-100,70-180
Kathmandu,Lukla,Solukhumbu,Koshi,130-160,5-8,2800-2900,20-40,100-300,50-200,100-300
Pokhara,Tansen,Palpa,Lumbini,120-160,4-6,1000-1400,5-15,50-150,20-80,55-170
Butwal,Rani Mahal,Palpa,Lumbini,100-140,3-5,900-1200,5-15,50-150,20-80,50-170
Kathmandu,Pharping,Kathmandu,Bagmati,20-30,1-2,1200-1600,3-10,50-150,20-70,45-150
Nepalgunj,Thakurdwara,Bardiya,Lumbini,90-120,3-5,150-300,5-15,50-150,30-100,65-190
Dhangadhi,Khaptad National Park,Achham,Sudurpashchim,180-250,8-12,2200-3200,15-30,100-250,50-150,100-250
Janakpur,Jaleshwar,Mahottari,Madhesh,40-60,1-2,50-150,3-10,50-150,20-70,45-145
Kathmandu,Tistung,Makwanpur,Bagmati,70-100,3-5,1800-2200,5-15,50-150,20-80,55-170
Pokhara,Tikhedhunga,Kaski,Gandaki,50-80,5-8,1400-1600,10-20,80-200,30-100,70-200
Birgunj,Parsa National Park,Parsa,Madhesh,30-50,1-2,200-500,5-15,50-150,20-70,45-150
Kathmandu,Daman,Makwanpur,Bagmati,70-90,3-4,2000-2500,5-15,50-150,30-100,70-180
Dharan,Makalu Base Camp,Sankhuwasabha,Koshi,250-350,10-15,3500-5000,20-50,150-400,80-250,150-400
Pokhara,Dhampus,Kaski,Gandaki,25-40,2-4,1600-2200,5-15,50-150,20-80,55-170
Kathmandu,Shivapuri,Kathmandu,Bagmati,15-25,1-2,1400-2700,3-10,50-150,20-70,45-155
Biratnagar,Pathibhara,Taplejung,Koshi,250-350,10-15,3000-3800,20-50,150-400,80-250,150-400
Kathmandu,Dolakha Bhimeshwar,Dolakha,Bagmati,150-180,5-7,1600-2200,5-15,50-150,20-80,55-170
Pokhara,Kagbeni,Mustang,Gandaki,160-220,8-12,2800-3000,15-30,100-300,50-150,90-250
Kathmandu,Bhaktapur,Bhaktapur,Bagmati,15-20,1,1300-1500,3-10,50-150,20-70,45-150
Pokhara,Ghandruk,Kaski,Gandaki,50-70,5-7,1900-2200,10-20,80-200,30-100,70-200
Biratnagar,Illam Bazaar,Ilam,Koshi,130-180,5-7,1000-1500,5-15,50-150,20-80,55-170
Kathmandu,Kulekhani,Makwanpur,Bagmati,40-60,2-3,1400-2000,5-15,50-150,20-80,55-170
Butwal,Palpa Durbar,Palpa,Lumbini,70-100,3-4,900-1300,5-15,50-150,20-70,45-160
Pokhara,Mardi Himal Base Camp,Kaski,Gandaki,40-70,5-9,3500-4500,15-30,100-250,50-150,90-230
Kathmandu,Gosainkunda,Rasuwa,Bagmati,120-160,7-10,3500-4500,15-30,100-250,50-150,90-230
Nepalgunj,Shey Phoksundo,Dolpa,Karnali,300-450,12-20,3500-5000,30-60,200-500,100-300,200-500
Dhangadhi,Api Himal,Darchula,Sudurpashchim,250-350,10-15,3000-4500,20-50,150-400,80-250,150-400
Janakpur,Dhanushadham,Dhanusha,Madhesh,20-30,1,100-200,3-10,50-150,20-70,45-145
Kathmandu,Sankhu,Kathmandu,Bagmati,15-25,1-2,1300-1700,3-10,50-150,20-70,45-155
Pokhara,Bandipur,Tanahun,Gandaki,70-100,3-5,800-1200,5-15,50-150,20-80,55-170
Birgunj,Gadhimai,Bara,Madhesh,30-50,1-2,100-200,3-10,50-150,20-70,45-145
Kathmandu,Melamchi,Sindhupalchok,Bagmati,70-100,3-5,900-1500,5-15,50-150,20-80,55-170
Dharan,Barahachhetra,Sunsari,Koshi,30-50,1-2,150-300,3-10,50-150,20-70,45-150
Pokhara,Manakamana,Gorkha,Gandaki,100-140,4-6,1200-1600,5-15,50-150,20-80,55-170
Kathmandu,Nuwakot Durbar,Nuwakot,Bagmati,70-90,3-4,900-1400,5-15,50-150,20-80,55-170
Nepalgunj,Rara Lake,Mugu,Karnali,500-700,15-25,3000-3200,30-70,200-500,100-300,200-500
Pokhara,Khopra Ridge,Myagdi,Gandaki,100-150,7-10,3600-4000,15-30,100-250,50-150,90-230
shaw (USD),Clothing/Gear Cost (USD),Other Expenses (USD),Estimated Daily Budget (USD)
Kathmandu,Tokha,Kathmandu,Bagmati,3-10,10-25,15-50,3-10,50-150,20-70,45-155
Pokhara,Bhujung,Lamjung,Gandaki,20-50,20-40,10-30,5-15,80-200,30-100,70-200
Biratnagar,Pathibhara,Taplejung,Koshi,100-250,30-60,10-30,5-30,150-300,80-200,120-300
Kathmandu,Melamchi,Sindhupalchok,Bagmati,15-40,15-30,10-40,5-15,50-150,20-80,55-170
Butwal,Tansen,Palpa,Lumbini,10-25,10-25,15-50,3-10,50-150,20-70,45-160
Pokhara,Manakamana,Gorkha,Gandaki,20-50,15-35,10-40,5-15,50-150,20-80,55-170
Kathmandu,Kulekhani,Makwanpur,Bagmati,15-35,15-30,10-40,3-10,50-150,20-80,50-170
Nepalgunj,Simikot,Humla,Karnali,150-350,30-60,10-40,5-30,150-400,100-250,120-350
Dharan,Bhojpur,Bhojpur,Koshi,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Janakpur,Inaruwa,Sunsari,Koshi,15-35,10-25,15-50,3-10,50-150,20-70,45-160
Kathmandu,Sankhu,Kathmandu,Bagmati,3-10,10-25,15-50,3-10,50-150,20-70,45-155
Pokhara,Mardi Himal,Kaski,Gandaki,20-60,25-50,5-15,5-20,100-250,50-150,90-230
Birgunj,Hetauda,Makwanpur,Bagmati,10-25,10-25,20-60,3-10,50-150,20-80,50-175
Kathmandu,Balaju,Kathmandu,Bagmati,3-10,10-25,15-50,3-10,50-150,20-70,45-155
Dhangadhi,Kolti,Bajura,Sudurpashchim,100-200,25-50,10-30,5-20,100-250,50-150,90-250
Pokhara,Tal Village,Manang,Gandaki,80-150,25-50,10-30,5-20,100-250,50-150,90-250
Kathmandu,Dolakha Bazaar,Dolakha,Bagmati,20-50,15-30,10-40,5-15,50-150,20-80,55-170
Biratnagar,Bhadrapur,Jhapa,Koshi,15-35,10-25,20-60,3-10,50-150,20-70,45-165
Butwal,Ghorahi,Dang,Lumbini,20-50,15-30,15-50,5-15,50-150,20-90,65-180
Pokhara,Marpha,Mustang,Gandaki,120-220,25-50,10-30,5-20,100-300,50-150,90-250
Kathmandu,Chobhar,Kathmandu,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Nepalgunj,Surkhet,Surkhet,Karnali,20-50,15-35,15-50,5-15,50-200,30-100,60-200
Dharan,Itahari,Sunsari,Koshi,5-15,10-25,20-60,3-10,50-150,20-70,45-165
Kathmandu,Shivapuri,Kathmandu,Bagmati,5-15,10-25,10-30,3-10,50-150,20-70,45-140
Pokhara,Khumai Danda,Kaski,Gandaki,30-70,25-50,5-15,5-20,100-250,50-150,90-230
Janakpur,Birgunj,Pardaha/Madhesh,Madhesh,10-25,10-25,15-50,3-10,50-150,20-70,45-160
Kathmandu,Arughat,Gorkha,Gandaki,30-70,20-40,10-30,5-20,80-200,30-100,70-200
Biratnagar,Phidim,Panchthar,Koshi,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Pokhara,Chisapani,Kaski,Gandaki,15-40,20-40,10-30,5-15,80-200,30-100,70-200
Kathmandu,Panchkhal,Kavre,Bagmati,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Butwal,Bhairahawa,Rupandehi,Lumbini,5-15,10-25,20-60,3-10,50-150,20-70,45-165
Nepalgunj,Bardiya,Bardiya,Lumbini,10-25,10-30,20-80,5-15,50-150,30-100,65-200
Kathmandu,Langtang,Rasuwa,Bagmati,40-100,25-50,5-15,5-20,100-250,40-120,80-220
Pokhara,Ghandruk,Kaski,Gandaki,15-40,20-40,5-15,5-15,80-200,30-100,70-200
Dharan,Taplejung,Taplejung,Koshi,80-180,25-50,10-30,5-20,100-300,50-150,90-250
Kathmandu,Banepa,Kavre,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Birgunj,Parwanipur,Bara,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Pokhara,Lumbini,Rupandehi,Lumbini,30-70,15-30,20-70,5-15,50-150,30-100,70-200
Kathmandu,Rara Lake,Mugu,Karnali,200-400,30-60,10-40,5-30,150-400,100-250,120-350
Janakpur,Bardibas,Mahottari,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Pokhara,Beni,Myagdi,Gandaki,15-40,15-35,10-40,5-15,50-150,20-90,50-170
Kathmandu,Thecho,Lalitpur,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Biratnagar,Damak,Jhapa,Koshi,10-25,10-25,20-60,3-10,50-150,20-70,45-165
Dhangadhi,Doti,Doti,Sudurpashchim,50-120,20-40,10-30,5-20,100-200,40-120,80-220
Kathmandu,Chisapani,Sindhupalchok,Bagmati,15-35,20-40,10-30,5-15,80-200,30-100,70-200
Pokhara,Tatopani,Myagdi,Gandaki,20-50,20-40,10-30,5-15,50-150,20-90,65-180
Nepalgunj,Jajarkot,Jajarkot,Karnali,80-160,25-50,10-30,5-20,100-250,50-150,90-250
Kathmandu,Namche Bazaar,Solukhumbu,Koshi,180-300,30-60,15-40,5-30,100-300,50-200,100-300
Pokhara,Poon Hill,Myagdi,Gandaki,20-50,20-40,5-15,5-15,80-200,30-100,70-200
Kathmandu,Godavari,Lalitpur,Bagmati,15-25,1-2,1400-1700,3-10,50-150,20-70,45-155
Pokhara,Madi,Kaski,Gandaki,30-60,2-4,800-1500,3-10,50-150,20-80,50-160
Biratnagar,Hile,Dhankuta,Koshi,150-200,5-7,1200-2000,5-15,50-150,30-100,70-180
Kathmandu,Kalinchowk,Dolakha,Bagmati,140-170,5-8,3000-3800,15-30,100-250,50-150,90-230
Butwal,Lumbini,Rupandehi,Lumbini,25-40,1-2,100-200,3-10,50-150,20-70,45-145
Pokhara,Manang Village,Manang,Gandaki,170-220,8-12,3000-3500,20-40,100-300,50-150,100-250
Kathmandu,Chisapani,Kathmandu,Bagmati,25-40,3-5,2000-2200,5-15,80-200,30-100,70-200
Nepalgunj,Rara Lake,Mugu,Karnali,500-700,15-25,2900-3200,30-60,200-500,100-300,200-500
Dhangadhi,Shuklaphanta National Park,Kanchanpur,Sudurpashchim,50-80,2-4,150-300,5-15,50-150,30-100,65-190
Janakpur,Mithila Art Center,Dhanusha,Madhesh,5-15,1,60-100,3-10,50-150,20-70,45-145
Kathmandu,Tokha,Kathmandu,Bagmati,10-20,1,1300-1600,3-10,50-150,20-70,45-150
Pokhara,Kapuche Lake,Kaski,Gandaki,40-70,4-7,2400-2600,10-20,80-200,30-100,70-200
Birgunj,Gadhi Mai Temple,Bara,Madhesh,30-50,1-2,100-200,3-10,50-150,20-70,45-145
Kathmandu,Tsho Rolpa,Dolakha,Bagmati,180-230,8-12,4500-5000,25-50,150-350,80-250,150-400
Dharan,Antu Danda,Ilam,Koshi,180-230,6-8,1600-2200,5-15,50-150,30-100,70-180
Pokhara,Australian Camp,Kaski,Gandaki,30-50,2-4,2000-2200,5-15,50-150,20-80,55-170
Kathmandu,Indrasarovar,Makwanpur,Bagmati,60-80,3-4,1400-1600,5-15,50-150,20-80,55-170
Biratnagar,Barahachhetra,Sunsari,Koshi,70-100,2-3,150-500,3-10,50-150,20-70,45-155
Kathmandu,Shivapuri Nagarjun,Kathmandu,Bagmati,15-25,1-2,1400-2700,3-10,50-150,20-70,45-155
Pokhara,Tilicho Lake,Manang,Gandaki,220-280,10-15,4800-5000,30-60,150-400,100-300,200-500
Butwal,Tansen Bazaar,Palpa,Lumbini,90-120,3-5,1000-1400,5-15,50-150,20-80,55-170
Kathmandu,Ramechhap,Ramechhap,Bagmati,130-170,5-7,1500-2000,5-15,50-150,20-80,55-170
Pokhara,Begnas Lake,Kaski,Gandaki,15-25,1,650-700,3-10,50-150,20-70,45-155
Nepalgunj,Karnali Bridge,Kailali,Lumbini,120-160,4-6,200-400,5-15,50-150,20-80,55-170
Dhangadhi,Ghodaghodi Lake,Kailali,Sudurpashchim,60-90,2-3,150-250,3-10,50-150,20-70,45-150
Janakpur,Siraha Market,Siraha,Madhesh,50-80,2-3,50-100,3-10,50-150,20-70,45-145
Kathmandu,Panch Pokhari,Sindhupalchok,Bagmati,130-170,6-10,4000-4200,20-40,100-250,50-150,90-230
Pokhara,Upper Mustang,Mustang,Gandaki,250-350,12-18,3500-4500,40-80,200-500,100-300,250-600
Biratnagar,Pathibhara Temple,Taplejung,Koshi,300-400,12-18,3700-3800,30-60,150-400,80-250,150-400
Kathmandu,Bhotechaur,Sindhupalchok,Bagmati,50-80,2-4,1800-2200,5-15,50-150,20-80,55-170
Pokhara,Lamachaur,Kaski,Gandaki,10-20,1,900-1100,3-10,50-150,20-70,45-155
Butwal,Jagadishpur Reservoir,Kapilvastu,Lumbini,70-100,2-4,100-200,3-10,50-150,20-70,45-145
Kathmandu,Helambu,Sindhupalchok,Bagmati,90-130,5-8,2500-3500,15-30,100-250,50-150,90-230
Dharan,Mahabharat Range,Dhankuta,Koshi,80-120,4-6,1500-2500,10-20,80-200,30-100,70-200
Pokhara,Naudanda,Kaski,Gandaki,25-40,1-2,1500-1700,3-10,50-150,20-70,45-155
Kathmandu,Khopasi,Kavrepalanchok,Bagmati,35-50,2-3,1200-1600,3-10,50-150,20-70,45-155
Nepalgunj,Bardia River,Bardiya,Lumbini,100-150,3-5,150-300,5-15,50-150,30-100,65-190
Dhangadhi,Dadeldhura Viewpoint,Dadeldhura,Sudurpashchim,100-140,4-6,1800-2500,5-15,50-150,20-100,70-200
Tulsipur,Purandhara Waterfall,Dang,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Tulsipur,Chisapani Dang,Dang,Lumbini,15-40,15-30,10-30,3-10,50-150,30-100,100-250
Tulsipur,Barhakune Lake,Dang,Lumbini,10-25,10-25,5-20,3-10,50-150,20-70,60-160
Ghorahi,Swargadwari,Pyuthan,Lumbini,40-100,20-40,10-30,10-20,100-250,80-200,250-550
Ghorahi,Chure Hills,Dang,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Nepalgunj,Kapurkot,Salyan,Karnali,40-90,20-40,10-30,5-15,100-200,50-150,180-400
Nepalgunj,Kumakh,Salyan,Karnali,50-120,20-40,10-30,5-15,100-250,50-150,200-450
Surkhet,Rakum West Villages,Rukum West,Karnali,80-150,25-50,10-30,5-20,100-250,50-150,250-500
Surkhet,Musikot Bazaar,Rukum West,Karnali,70-150,20-40,10-30,5-15,100-250,50-150,200-450
Surkhet,Kolti,Bajura,Sudurpashchim,120-250,30-60,10-30,10-20,150-300,100-200,400-800
Surkhet,Mugu Village Trail,Mugu,Karnali,150-300,30-60,20-40,20-40,200-400,150-300,500-900
Besisahar,Tal Village,Manang,Gandaki,80-150,25-50,10-30,5-15,150-300,50-150,300-600
Besisahar,Dharapani,Manang,Gandaki,100-200,30-60,10-30,10-20,150-350,80-200,350-700
Besisahar,Timang,Manang,Gandaki,120-250,30-60,10-30,10-20,150-350,100-250,400-800
Besisahar,Koto,Manang,Gandaki,150-300,30-60,20-40,20-40,200-400,150-300,500-900
Jomsom,Tiri Village,Mustang,Gandaki,40-100,25-50,10-30,5-15,100-250,50-150,200-450
Jomsom,Yara Village,Mustang,Gandaki,150-300,30-60,20-40,20-40,200-400,150-300,500-900
Jomsom,Ghemi Village,Mustang,Gandaki,120-250,30-60,10-30,10-20,150-350,100-200,400-800
Jomsom,Dhami Village,Mustang,Gandaki,150-300,30-60,10-30,10-20,150-350,100-250,400-850
Mustang,Samzong Village,Mustang,Gandaki,200-400,40-80,20-50,30-50,300-600,200-500,700-1500
Beni,Kumari Village,Myagdi,Gandaki,40-100,20-40,10-30,5-15,100-250,50-150,200-450
Beni,Babiyachaur,Myagdi,Gandaki,10-30,15-30,10-30,3-10,50-150,20-80,80-200
Beni,Singha Village,Myagdi,Gandaki,30-70,20-40,10-30,5-15,100-200,50-150,150-350
Kusma,Bhurung Tatopani,Myagdi,Gandaki,20-50,20-40,10-30,5-15,100-250,50-150,180-400
Kusma,Shaligram Museum,Parbat,Gandaki,10-25,10-25,5-20,3-10,50-150,20-70,60-160
Damauli,Rishing,Tanahun,Gandaki,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Damauli,Gunadi,Tanahun,Gandaki,15-40,15-30,10-30,3-10,80-200,30-100,120-300
Damauli,Chhimkeshwari Trail,Tanahun,Gandaki,30-70,20-40,10-30,5-15,100-250,50-150,180-400
Gorkha,Sringi Himal Trail,Gorkha,Gandaki,120-250,30-60,20-40,20-40,200-400,150-300,500-900
Gorkha,Larpak Village,Gorkha,Gandaki,80-180,25-50,10-30,10-20,150-300,100-200,350-700
Lamjung,Nepal Village,Lamjung,Gandaki,40-90,20-40,10-30,5-15,100-250,50-150,180-400
Lamjung,Siurung Village,Lamjung,Gandaki,40-100,20-40,10-30,5-15,100-250,50-150,200-450
Syangja,Kolma,Syangja,Gandaki,30-70,20-40,10-30,5-15,100-200,50-150,150-350
Syangja,Satupasal,Syangja,Gandaki,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Palpa,Rimigha Dada,Palpa,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Palpa,Bhairabsthan,Palpa,Lumbini,10-25,10-25,5-20,3-10,50-150,20-70,60-160
Palpa,Rampur Rural Area,Palpa,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Gulmi,Dhurkot,Gulmi,Lumbini,30-70,20-40,10-30,5-15,100-250,50-150,180-400
Gulmi,Satyawati,Gulmi,Lumbini,40-90,20-40,10-30,5-15,100-250,50-150,180-450
Arghakhanchi,Khanchikot,Arghakhanchi,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Arghakhanchi,Narayansthan,Arghakhanchi,Lumbini,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Dhankuta,Bhedetar,Dhankuta,Koshi,10-25,10-25,10-30,3-10,50-150,20-80,60-180
Dhankuta,Hile Rural Route,Dhankuta,Koshi,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Terhathum,Myanglung,Terhathum,Koshi,20-50,15-30,10-30,3-10,80-200,30-100,120-300
Terhathum,Aathrai,Terhathum,Koshi,40-90,20-40,10-30,5-15,100-250,50-150,180-400
Panchthar,Fidim,Panchthar,Koshi,30-80,20-40,10-30,5-15,100-250,50-150,180-400
Panchthar,Sadakpur,Panchthar,Koshi,70-150,25-50,10-30,10-20,150-300,100-200,300-650
Ilam,Sandakpur Ridge,Ilam,Koshi,50-120,20-40,10-30,5-15,100-250,80-150,200-450
Kathmandu,Trishuli Bazaar,Nuwakot,Bagmati,10-25,15-30,10-40,3-10,50-150,20-80,50-170
Pokhara,Chitre,Myagdi,Gandaki,20-50,20-40,5-15,5-15,80-200,30-100,70-200
Biratnagar,Basantapur,Tehrathum,Koshi,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Kathmandu,Chautara,Sindhupalchok,Bagmati,10-30,15-30,15-50,3-10,50-150,20-80,50-170
Butwal,Nepalgunj,Banke,Lumbini,20-50,15-30,20-60,5-15,50-150,20-90,65-180
Pokhara,Jomsom,Mustang,Gandaki,120-250,25-50,10-30,5-20,100-300,50-150,90-250
Kathmandu,Kakani,Nuwakot,Bagmati,5-20,10-25,10-40,3-10,50-150,20-70,45-145
Dharan,Hile,Dhankuta,Koshi,15-40,15-30,15-50,3-10,50-150,20-80,55-170
Nepalgunj,Dailekh,Dailekh,Karnali,50-120,20-40,10-30,5-20,100-200,40-120,80-220
Janakpur,Lahan,Siraha,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Daman,Makwanpur,Bagmati,10-30,15-30,20-70,3-10,50-150,20-80,55-180
Pokhara,Chhomrong,Kaski,Gandaki,30-70,25-50,5-15,5-20,100-250,50-150,90-230
Birgunj,Amlekhgunj,Bara,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Gorkha Bazaar,Gorkha,Gandaki,25-60,20-40,10-30,5-15,80-200,30-100,70-200
Pokhara,Birethanti,Kaski,Gandaki,10-25,15-35,10-30,3-10,50-150,20-80,50-160
Dhangadhi,Bajura,Bajura,Sudurpashchim,80-160,20-45,10-30,5-20,100-250,50-120,90-220
Kathmandu,Godawari,Kailali,Sudurpashchim,150-300,30-60,10-40,5-30,150-400,100-250,120-350
Biratnagar,Damak,Jhapa,Koshi,10-25,10-25,20-60,3-10,50-150,20-70,45-165
Kathmandu,Sundarijal,Kathmandu,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Pokhara,Marpha,Mustang,Gandaki,120-220,25-50,10-30,5-20,100-300,50-150,90-250
Butwal,Taulihawa,Kapilvastu,Lumbini,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Manthali,Ramechhap,Bagmati,20-50,15-30,10-40,5-15,50-150,20-80,55-170
Nepalgunj,Jumla,Jumla,Karnali,100-220,25-50,10-30,5-25,100-300,50-150,90-250
Pokhara,Lumbini,Rupandehi,Lumbini,30-70,15-30,20-70,5-15,50-150,30-100,70-200
Kathmandu,Bhaktapur,Bhaktapur,Bagmati,3-10,10-25,20-80,3-10,50-150,20-70,45-160
Dharan,Phidim,Panchthar,Koshi,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Janakpur,Gaushala,Mahottari,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Pokhara,Ghandruk,Kaski,Gandaki,15-40,20-40,5-15,5-15,80-200,30-100,70-200
Kathmandu,Helambu,Sindhupalchok,Bagmati,20-50,20-40,5-15,5-15,80-200,30-100,70-200
Biratnagar,Taplejung,Taplejung,Koshi,80-180,25-50,10-30,5-20,100-300,50-150,90-250
Pokhara,Annapurna Base Camp,Kaski,Gandaki,30-70,25-50,5-15,5-20,100-250,50-150,90-230
Kathmandu,Panauti,Kavre,Bagmati,5-20,10-25,15-50,3-10,50-150,20-70,45-155
Nepalgunj,Rara Lake,Mugu,Karnali,150-350,30-60,10-40,5-30,150-400,100-250,120-350
Butwal,Bardiya National Park,Bardiya,Lumbini,20-50,10-30,20-80,5-15,50-150,30-100,65-200
Pokhara,Sikles,Kaski,Gandaki,20-50,20-40,10-30,5-15,80-200,30-100,70-200
Kathmandu,Nagarkot,Bhaktapur,Bagmati,5-20,10-25,20-100,3-10,50-150,20-80,55-200
Dhangadhi,Attariya,Kailali,Sudurpashchim,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Birgunj,Hetauda,Makwanpur,Bagmati,10-25,10-25,20-60,3-10,50-150,20-80,50-175
Kathmandu,Chandragiri,Kathmandu,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Pokhara,Beni,Myagdi,Gandaki,15-40,15-35,10-40,5-15,50-150,20-90,50-170
Dharan,Makalu Base Camp,Sankhuwasabha,Koshi,100-250,30-60,10-30,5-30,150-300,80-200,120-300
Kathmandu,Shivapuri,Kathmandu,Bagmati,5-15,10-25,10-30,3-10,50-150,20-70,45-140
Pokhara,Mardi Himal,Kaski,Gandaki,20-60,25-50,5-15,5-20,100-250,50-150,90-230
Janakpur,Bardibas,Mahottari,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Rasuwa Dhunche,Rasuwa,Bagmati,25-60,20-40,10-30,5-15,80-200,30-100,70-200
Biratnagar,Bhojpur,Bhojpur,Koshi,50-100,20-40,10-30,5-20,100-200,40-120,80-220
Pokhara,Tatopani,Myagdi,Gandaki,20-50,20-40,10-30,5-15,50-150,20-90,65-180
Nepalgunj,Humla,Humla,Karnali,150-350,30-60,10-40,5-30,150-400,100-250,120-350
Kathmandu,Dhulikhel,Kavre,Bagmati,5-15,10-25,20-70,3-10,50-150,20-80,55-180
Viratnagar,Morang,Dharan,Sunsari,5-15,10-25,20-60,3-10,50-150,20-70,45-165
Dharan,Sunsari,Itahari,Sunsari,5-10,10-25,20-60,3-10,50-150,20-70,45-160
Biratnagar,Morang,Birtamod,Jhapa,15-35,10-25,20-60,3-10,50-150,20-70,45-165
Birtamod,Jhapa,Taplejung,Taplejung,80-180,25-50,10-30,5-20,100-300,50-150,90-250
Dharan,Sunsari,Hile,Dhankuta,15-40,15-30,15-50,3-10,50-150,20-80,55-170
Itahari,Sunsari,Phidim,Panchthar,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Biratnagar,Morang,Inaruwa,Sunsari,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Dharan,Sunsari,Bhojpur,Bhojpur,50-100,20-40,10-30,5-20,100-200,40-120,80-220
Mechinagar,Jhapa,Ilam,Ilam,20-50,15-35,15-50,5-15,80-200,30-100,70-200
Ilam,Ilam,Kanyam,Ilam,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Birtamod,Jhapa,Pathibhara,Taplejung,100-250,30-60,10-30,5-30,150-300,80-200,120-300
Dharan,Sunsari,Basantapur,Tehrathum,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Biratnagar,Morang,Damak,Jhapa,10-25,10-25,20-60,3-10,50-150,20-70,45-165
Dharan,Sunsari,Chainpur,Sankhuwasabha,50-120,20-40,10-30,5-20,100-200,40-120,80-220
Ilam,Ilam,Fikkal,Ilam,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Biratnagar,Morang,Urlabari,Morang,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Birtamod,Jhapa,Kakarbhitta,Jhapa,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Dharan,Sunsari,Halesi,Khotang,50-120,20-40,10-30,5-20,100-200,40-120,80-220
Itahari,Sunsari,Myanglung,Tehrathum,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Biratnagar,Morang,Bhojpur,Bhojpur,50-100,20-40,10-30,5-20,100-200,40-120,80-220
Dharan,Sunsari,Num,Dhankuta,30-70,20-40,10-30,5-15,80-200,30-100,70-200
Ilam,Ilam,Sandakpur,Ilam,20-50,20-40,10-30,5-15,80-200,30-100,70-200
Birtamod,Jhapa,Phidim,Panchthar,40-90,20-40,10-30,5-20,100-200,40-120,80-220
Dharan,Sunsari,Makalu Base Camp,Sankhuwasabha,100-250,30-60,10-30,5-30,150-300,80-200,120-300
Biratnagar,Morang,Pathari,Morang,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Damak,Jhapa,Mechi Nagar,Jhapa,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Taplejung,Taplejung,Olangchungola,Taplejung,100-250,30-60,10-30,5-30,150-300,80-200,120-300
Dharan,Sunsari,Khadbari,Sankhuwasabha,50-120,20-40,10-30,5-20,100-200,40-120,80-220
Biratnagar,Morang,Rangeli,Morang,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Ilam,Ilam,Mai Pokhari,Ilam,10-25,15-30,15-50,3-10,50-150,20-80,50-170
Birtamod,Jhapa,Arjundhara,Jhapa,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Dharan,Sunsari,Barahachhetra,Sunsari,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Biratnagar,Morang,Letang,Morang,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Ilam,Ilam,Mai Municipality,Ilam,10-25,15-30,15-50,3-10,50-150,20-80,50-170
Dharan,Sunsari,Diktel,Khotang,60-120,20-40,10-30,5-20,100-200,40-120,80-220
