key,city,area,district,province,display_name
"28.1942217,83.9674233",Pokhara,,कास्की,गण्डकी प्रदेश,"ढढुंगे पानी, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.6667324,84.4308493",भरतपुर महानगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,"Bharatpur-09, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.6808925,84.4322815",भरतपुर,,चितवन जिल्ला,बागमती प्रदेश,"Bharatpur-10, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, 44207, नेपाल"
"27.7002082,85.3528439",काठमाडौँ महानगरपालिका,सिनामंगल,काठमाडौं जिल्ला,बागमती प्रदेश,"सिनामंगल, Kathmandu-09, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"28.213847,83.957879",Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,"बैदाम, Pokhara-06, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.9128393,84.8848838",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"29.0568384,82.896982",Shey Phoksundo,,डोल्पा,कर्णाली प्रदेश,"Chhepka, Shey Phoksundo, डोल्पा, कर्णाली प्रदेश, नेपाल"
"27.7907015,85.3412758",टोखा नगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"झोर महाङ्काल, Tokha-01, टोखा नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44608, नेपाल"
"27.7164572,85.3080909",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-16, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"28.2070482,83.9605577",Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,"बैदाम, Pokhara-06, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"28.3784385,83.7967142",Annapurna,,कास्की,गण्डकी प्रदेश,"Kotghau, Annapurna-10, Ghandruk, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"28.3940383,83.7490977",Annapurna,,म्याग्दी,गण्डकी प्रदेश,"Ban Thanti, Annapurna-06, Annapurna, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"27.9729178,83.1253512",सन्धिखर्क,,अर्घाखाँची,लुम्बिनी प्रदेश,"सन्धिखर्क-०३, सन्धिखर्क, Sandhikharka, अर्घाखाँची, लुम्बिनी प्रदेश, 32700, नेपाल"
"28.3790692,83.7896339",Annapurna,,कास्की,गण्डकी प्रदेश,"Kotghau, Annapurna-10, Ghandruk, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"27.8586812,83.0812169",Shitaganga,,अर्घाखाँची,लुम्बिनी प्रदेश,"Powara, Shitaganga, अर्घाखाँची, लुम्बिनी प्रदेश, नेपाल"
"27.9751538,83.1281079",सन्धिखर्क,,अर्घाखाँची,लुम्बिनी प्रदेश,"सन्धिखर्क-०३, सन्धिखर्क, Sandhikharka, अर्घाखाँची, लुम्बिनी प्रदेश, 32700, नेपाल"
"27.9699625,83.1261375",सन्धिखर्क,,अर्घाखाँची,लुम्बिनी प्रदेश,"सन्धिखर्क-०३, सन्धिखर्क, Sandhikharka, अर्घाखाँची, लुम्बिनी प्रदेश, 32700, नेपाल"
"27.9714114,83.1247594",Sandhikharka,,अर्घाखाँची,लुम्बिनी प्रदेश,"सन्धिखर्क-०३, Sandhikharka, अर्घाखाँची, लुम्बिनी प्रदेश, 32700, नेपाल"
"28.2112677,83.9594478",Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,"बैदाम, Pokhara-06, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.6284959,85.6742356",पाँचखाल नगरपालिका,साथीघर भगवती,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"साथीघर भगवती, Panchkhal-09, पाँचखाल नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 45212, नेपाल"
"27.6089496,85.5684987",धुलिखेल,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"काभ्रे भञ्ज्याङ, Dhulikhel-09, धुलिखेल, दुधौली नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 45200, नेपाल"
"27.6089001,85.5684278",धुलिखेल,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"काभ्रे भञ्ज्याङ, Dhulikhel-09, धुलिखेल, दुधौली नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 45200, नेपाल"
"27.5637177,84.3162101",भरतपुर,जगतपुर,चितवन जिल्ला,बागमती प्रदेश,"जगतपुर, Bharatpur-23, भरतपुर, भरतपुर महानगरपालिका, चितवन जिल्ला, बागमती प्रदेश, 44211, नेपाल"
"27.8460611,83.5439191",Tansen,,पाल्पा,लुम्बिनी प्रदेश,"Phedhi, Tansen--07, Ghari, Tansen, पाल्पा, लुम्बिनी प्रदेश, नेपाल"
"28.417124,83.8168528",Annapurna,,कास्की,गण्डकी प्रदेश,"Chhomrong, Annapurna-11, Chhomrong, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"26.6761312,87.4098136",बेलबारी नगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Belbari-02, बेलबारी नगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"29.3080606,81.0131081",Purbichauki,,डोटी,सुदूरपश्चिम प्रदेश,"Baglkeh Bazar, Purbichauki-02, Mallo Wadi, Purbichauki, डोटी, सुदूरपश्चिम प्रदेश, नेपाल"
"29.3575059,81.0776318",,,डोटी,सुदूरपश्चिम प्रदेश,"डोटी, सुदूरपश्चिम प्रदेश, नेपाल"
"27.7010663,84.4157166",Gaindakot,,Nawalpur District,गण्डकी प्रदेश,"Gaidakot-02, Gaindakot, Nawalpur District, गण्डकी प्रदेश, नेपाल"
"26.4773153,87.2818352",बिराटनगर महानगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Biratnagar-03, बिराटनगर महानगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"26.7244502,87.1739664",बराहक्षेत्र नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Barahaksetra-04, बराहक्षेत्र नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, 56703, नेपाल"
"26.7240899,87.1740837",बराहक्षेत्र नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Barahaksetra-04, बराहक्षेत्र नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, 56703, नेपाल"
"27.6941895,85.3383466",काठमाडौँ महानगरपालिका,बानेश्वर,काठमाडौं जिल्ला,बागमती प्रदेश,"बानेश्वर, Kathmandu-31, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"27.6953996,85.3099861",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-11, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44617, नेपाल"
"27.6405767,85.1742229",Thaha,चित्लाङ,मकवानपुर जिल्ला,बागमती प्रदेश,"चित्लाङ, Thaha-09, Thaha, मकवानपुर जिल्ला, बागमती प्रदेश, 44619, नेपाल"
"27.9792486,84.2595217",Byas,,तनहुँ,गण्डकी प्रदेश,"Byas-05, Byas, तनहुँ, गण्डकी प्रदेश, नेपाल"
"27.9806711,84.2513171",Byas,,तनहुँ,गण्डकी प्रदेश,"Byas-05, Byas, तनहुँ, गण्डकी प्रदेश, नेपाल"
"27.9105165,84.8940758",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.6352482,85.0935207",Thaha,,मकवानपुर जिल्ला,बागमती प्रदेश,"Kulgaun, Thaha, मकवानपुर जिल्ला, बागमती प्रदेश, 44100, नेपाल"
"27.9960867,84.8136986",त्रिपुरासुन्दरी गाउँपालिका,,धादिङ जिल्ला,बागमती प्रदेश,"त्रिपुरासुन्दरी, त्रिपुरासुन्दरी गाउँपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.55041,84.2522889",Chame,,मनाङ,गण्डकी प्रदेश,"Koto, Chame, मनाङ, गण्डकी प्रदेश, नेपाल"
"29.5213718,82.1447725",Chhayanath Rara,,मुगु,कर्णाली प्रदेश,"Kalapalta, Chhayanath Rara, मुगु, कर्णाली प्रदेश, 21100, नेपाल"
"27.5865666,85.6022637",धुलिखेल,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,"डाँडागाउँ, Dhulikhel-11, धुलिखेल, दुधौली नगरपालिका, काभ्रेपलाञ्चोक जिल्ला, बागमती प्रदेश, 45200, नेपाल"
"28.3634372,84.4067129",Marsyangdi,,लमजुङ,गण्डकी प्रदेश,"Tallo Chipla, Marsyangdi, लमजुङ, गण्डकी प्रदेश, नेपाल"
"26.8957953,88.0655324",सूर्योदय नगरपालिका,,इलाम जिल्ला,कोशी प्रदेश,"Fikkal, सूर्योदय नगरपालिका, इलाम जिल्ला, कोशी प्रदेश, 57312, नेपाल"
"28.300319,84.3875323",Marsyangdi,,लमजुङ,गण्डकी प्रदेश,"Bhulbhule, Marsyangdi, लमजुङ, गण्डकी प्रदेश, 36000, नेपाल"
"28.3439722,84.406161",Marsyangdi,,लमजुङ,गण्डकी प्रदेश,"Lampata, Marsyangdi-06, Bahundanda, Marsyangdi, लमजुङ, गण्डकी प्रदेश, 36000, नेपाल"
"28.4337315,84.3933698",Marsyangdi,,लमजुङ,गण्डकी प्रदेश,"Chamje, Marsyangdi-04, Naskuche, Marsyangdi, लमजुङ, गण्डकी प्रदेश, नेपाल"
"28.5312612,83.6500267",Annapurna,,म्याग्दी,गण्डकी प्रदेश,"Dāna, Annapurna-03, Ligma, Annapurna, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"27.7031548,85.3807981",कागेश्वरी मनोहरा,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kageshwori Manohara-07, कागेश्वरी मनोहरा, कागेश्वरी मनोहरा नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"26.5717823,87.278961",दुहवी नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Dhatitol, दुहवी नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"26.6056446,87.2752238",दुहवी नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Ranigau, Duhabi-08, सोनापुर, दुहवी नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"26.6066447,87.2712051",दुहवी नगरपालिका,,सुनसरी जिल्ला,कोशी प्रदेश,"Ranigau, Duhabi-08, सोनापुर, दुहवी नगरपालिका, सुनसरी जिल्ला, कोशी प्रदेश, नेपाल"
"27.9108176,84.8898044",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9090257,84.9004468",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.910993,84.8938224",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.6607217,84.0836439",Neshyang,,मनाङ,गण्डकी प्रदेश,"Chulu, Neshyang-03, Ngawal, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.0672511,83.2509351",Tamghas,,गुल्मी,लुम्बिनी प्रदेश,"Resunga-08, Tamghas, Resunga, गुल्मी, लुम्बिनी प्रदेश, नेपाल"
"27.1191505,85.3583314",चन्द्रपुर,,रौतहट जिल्ला,मधेश प्रदेश,"ठाडाटोल, Chandrapur-04, चन्द्रपुर, चन्द्रपुर नगरपालिका, रौतहट जिल्ला, मधेश प्रदेश, 44515, नेपाल"
"26.4772911,87.2818334",बिराटनगर महानगरपालिका,,मोरङ जिल्ला,कोशी प्रदेश,"Biratnagar-03, बिराटनगर महानगरपालिका, मोरङ जिल्ला, कोशी प्रदेश, नेपाल"
"27.9095294,84.8836581",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"अमरावती, Nilkantha-08, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.9914151,83.8386053",Dalome,,मुस्ताङ,गण्डकी प्रदेश,"Sangboche, Dalome, मुस्ताङ, गण्डकी प्रदेश, नेपाल"
"29.1823522,83.9576296",लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,"Lomanthang-05, लोमान्थाङ, मुस्ताङ, गण्डकी प्रदेश, नेपाल"
"29.1820777,83.9570912",लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,"Lomanthang-05, लोमान्थाङ, मुस्ताङ, गण्डकी प्रदेश, नेपाल"
"27.9128773,84.8874823",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9113998,84.8883067",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9111707,84.8844849",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9092207,84.8925457",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"रातमाटे डाँडा, Nilkantha-04, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, 45100, नेपाल"
"27.9085712,84.8932873",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"रातमाटे डाँडा, Nilkantha-04, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.7160547,85.307519",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-16, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"26.8833011,87.4357619",चौबिसे गाउँपालिका,,धनकुटा जिल्ला,कोशी प्रदेश,"चौबिसे, चौबिसे गाउँपालिका, धनकुटा जिल्ला, कोशी प्रदेश, नेपाल"
"28.9239348,80.1150514",भिमदत्त,,कञ्चनपुर जिल्ला,सुदूरपश्चिम प्रदेश,"Bhimdatta-13, भिमदत्त, कञ्चनपुर जिल्ला, सुदूरपश्चिम प्रदेश, नेपाल"
"27.7135251,85.318941",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-01, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"27.720979,85.3618628",काठमाडौँ महानगरपालिका,बौद्ध,काठमाडौं जिल्ला,बागमती प्रदेश,"बौद्ध, Kathmandu-06, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44602, नेपाल"
"27.9112177,84.8905777",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.7542946,83.6910917",Gharapjhong,,मुस्ताङ,गण्डकी प्रदेश,"Gharapjhong-02, Gharapjhong, मुस्ताङ, गण्डकी प्रदेश, नेपाल"
"27.7022799,85.350374",काठमाडौँ महानगरपालिका,सिनामंगल,काठमाडौं जिल्ला,बागमती प्रदेश,"सिनामंगल, Kathmandu-09, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44703, नेपाल"
"27.9618272,84.4101023",Bandipur,,तनहुँ,गण्डकी प्रदेश,"Bandipur-01, Bandipur, तनहुँ, गण्डकी प्रदेश, नेपाल"
"27.9769871,84.2704559",Byas,,तनहुँ,गण्डकी प्रदेश,"Byas-02, Byas, तनहुँ, गण्डकी प्रदेश, नेपाल"
"28.3491715,83.5676353",Beni,,म्याग्दी,गण्डकी प्रदेश,"Beni-08, Beni, म्याग्दी, गण्डकी प्रदेश, नेपाल"
"28.2129234,83.9737021",Pokhara,,कास्की,गण्डकी प्रदेश,"Pokhara-07, Pokhara, कास्की, गण्डकी प्रदेश, 97761, नेपाल"
"27.7268059,85.9073758",त्रिपुरासुन्दरी गाउँपालिका,तौथली,सिन्धुपाल्चोक जिल्ला,बागमती प्रदेश,"तौथली, Tripurasundari-05, त्रिपुरासुन्दरी गाउँपालिका, सिन्धुपाल्चोक जिल्ला, बागमती प्रदेश, 45305, नेपाल"
"27.7345526,85.3811066",गोकर्णेश्वर,,काठमाडौं जिल्ला,बागमती प्रदेश,"Gokarneshwar-09, गोकर्णेश्वर, गोकर्णेश्वर नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"27.9108662,84.8956409",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.7346937,85.3796197",गोकर्णेश्वर,,काठमाडौं जिल्ला,बागमती प्रदेश,"Gokarneshwar-09, गोकर्णेश्वर, गोकर्णेश्वर नगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"27.9119476,84.8928591",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.7124583,80.5816764",धनगढी,,कैलाली,सुदूरपश्चिम प्रदेश,"Dhangadhi-05, धनगढी, Dhangadhi, कैलाली, सुदूरपश्चिम प्रदेश, नेपाल"
"27.9116767,84.8928413",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9111767,84.8928521",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9106315,84.8925822",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.1638766,84.1095043",Pokhara,,कास्की,गण्डकी प्रदेश,"Adhikari Tol, Pokhara, कास्की, गण्डकी प्रदेश, 33702, नेपाल"
"28.640789,84.1373633",Neshyang,,मनाङ,गण्डकी प्रदेश,"Ghyaru, Neshyang-02, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.6851914,83.8644706",Neshyang,,मनाङ,गण्डकी प्रदेश,"Neshyang-09, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.7816574,83.9696282",Neshyang,,मनाङ,गण्डकी प्रदेश,"Thorong High Camp, Neshyang-08, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.792386,83.9378264",Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,"Barhagaun Muktikhsetra-01, Barhagaun Muktikhsetra, मुस्ताङ, गण्डकी प्रदेश, नेपाल"
"28.3379774,83.8427605",Annapurna,,कास्की,गण्डकी प्रदेश,"Bherikharka, Annapurna-07, Annapurna, कास्की, गण्डकी प्रदेश, नेपाल"
"28.5524376,84.242484",Chame,,मनाङ,गण्डकी प्रदेश,"Chame-05, Chame, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.7831794,83.9672104",Neshyang,,मनाङ,गण्डकी प्रदेश,"Thorong High Camp, Neshyang-08, Neshyang, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.2289355,84.8737302",Dharche,,गोरखा,गण्डकी प्रदेश,"Machhakhola, Dharche, गोरखा, गण्डकी प्रदेश, नेपाल"
"28.3936514,84.8961136",Chum Nubri,,गोरखा,गण्डकी प्रदेश,"Saglet, Chum Nubri-03, Philim, Chum Nubri, गोरखा, गण्डकी प्रदेश, नेपाल"
"27.0184038,87.1686315",हतुवागढी गाउँपालिका,,भोजपुर जिल्ला,कोशी प्रदेश,"Hatuwagadhi-06, हतुवागढी गाउँपालिका, भोजपुर जिल्ला, कोशी प्रदेश, नेपाल"
"27.8695807,84.6097849",इच्छाकामना गाउँपालिका,,चितवन जिल्ला,बागमती प्रदेश,"कुरिनटार, Ichchhakamana-04, इच्छाकामना, इच्छाकामना गाउँपालिका, चितवन जिल्ला, बागमती प्रदेश, नेपाल"
"27.9149701,84.8952037",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9082814,84.9020393",नीलकण्ठ,,धादिङ जिल्ला,बागमती प्रदेश,"इजारा, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.7712673,86.7229757",खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,"Monjo, खुम्बु पासाङल्हामु गाउँपालिका, सोलुखुम्बु जिल्ला, कोशी प्रदेश, 56000, नेपाल"
"27.6995644,83.4657863",बुटवल,,रुपन्देही,लुम्बिनी प्रदेश,"महेन्द्र चोक, बुटवल, Butwal, रुपन्देही, लुम्बिनी प्रदेश, 32907, नेपाल"
"27.9110688,84.8843649",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9110884,84.8844065",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"26.8129373,86.8781052",चाैदण्डीगढी,,उदयपुर जिल्ला,कोशी प्रदेश,"Chaudandigadhi-07, चाैदण्डीगढी, चौदण्डीगढी नगरपालिका, उदयपुर जिल्ला, कोशी प्रदेश, नेपाल"
"27.7323439,85.3095163",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-26, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"28.2107001,83.9668694",Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,"बैदाम, Pokhara-06, Pokhara, कास्की, गण्डकी प्रदेश, 00799, नेपाल"
"27.4148572,85.8686554",सुनकोशी गाउँपालिका,,सिन्धुली जिल्ला,बागमती प्रदेश,"खहरेटोल, Sunkoshi-03, सुनकोशी, सुनकोशी गाउँपालिका, सिन्धुली जिल्ला, बागमती प्रदेश, नेपाल"
"28.2580833,83.9577741",Pokhara,,कास्की,गण्डकी प्रदेश,"Pokhara-25, Pokhara, कास्की, गण्डकी प्रदेश, नेपाल"
"27.7069788,85.477913",चाँगुनारायण नगरपालिका,,भक्तपुर जिल्ला,बागमती प्रदेश,"Changunarayan-06, चाँगुनारायण नगरपालिका, भक्तपुर जिल्ला, बागमती प्रदेश, 44812, नेपाल"
"28.6479558,80.4579734",Kalika Bajar,,कञ्चनपुर जिल्ला,सुदूरपश्चिम प्रदेश,"Punarbas-06, Kalika Bajar, Punarbas, कञ्चनपुर जिल्ला, सुदूरपश्चिम प्रदेश, नेपाल"
"27.687117,85.3584291",काठमाडौँ महानगरपालिका,कोटेश्वर,काठमाडौं जिल्ला,बागमती प्रदेश,"कोटेश्वर, Kathmandu-32, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, 44810, नेपाल"
"27.713469,85.3117136",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-26, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"28.1631275,85.2694788",आमाछोदिङ्मो गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,"गोदाम, Aamachhodingmo-03, आमाछोदिङ्मो गाउँपालिका, रसुवा जिल्ला, बागमती प्रदेश, नेपाल"
"27.8904507,86.8278624",खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,"Dingboche, Khumbupasanglahmu-04, खुम्बु पासाङल्हामु गाउँपालिका, सोलुखुम्बु जिल्ला, कोशी प्रदेश, नेपाल"
"27.9122998,84.8845567",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"27.9122889,84.8846777",नीलकण्ठ,धादिंग बेंसी,धादिङ जिल्ला,बागमती प्रदेश,"धादिंग बेंसी, Nilkantha-03, नीलकण्ठ, नीलकण्ठ नगरपालिका, धादिङ जिल्ला, बागमती प्रदेश, नेपाल"
"28.0422608,85.4724907",दुप्चेश्वर गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,"दुप्चेश्वर गाउँपालिका, नुवाकोट जिल्ला, बागमती प्रदेश, नेपाल"
"28.1179556,85.3630503",गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,"चोलाङपाटी, लौरिबिना, Gosaikunda-05, गोसाइँकुण्ड गाउँपालिका, रसुवा जिल्ला, बागमती प्रदेश, नेपाल"
"26.7119356,86.4771776",लहान,,सिराहा जिल्ला,मधेश प्रदेश,"Lahan-01, लहान, लहान नगरपालिका, सिराहा जिल्ला, मधेश प्रदेश, नेपाल"
"27.703746,85.3343329",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-30, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
"28.633513,84.4713434",Nashong,,मनाङ,गण्डकी प्रदेश,"Bimthang, Nashong-06, Nashong, मनाङ, गण्डकी प्रदेश, नेपाल"
"28.5664347,84.4034598",Nashong,,मनाङ,गण्डकी प्रदेश,"Gho, Nashong, मनाङ, गण्डकी प्रदेश, नेपाल"
"27.7026085,85.3069215",काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,"Kathmandu-23, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
